TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2024-01-08,2024-01-08,CM,BSE,STK,500096,INE016A01026,DABUR,A,,,,,DABUR INDIA LTD.,570.15,571.50,551.25,553.15,553.15,567.85,,553.25,,,45573,25480098.00,1879,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500097,INE495A01022,DALMIASUG,B,,,,,DALMIA BHARAT SUGAR AND INDUST,412.35,412.35,399.40,403.00,403.00,407.60,,402.80,,,12206,4918849.00,863,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500101,INE034A01011,ARVIND,A,,,,,ARVIND LTD.,264.65,268.00,255.95,257.00,258.45,260.85,,257.40,,,47849,12541929.00,1507,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500103,INE257A01026,BHEL,A,,,,,BHARAT HEAVY ELECTRICALS LTD.,196.25,200.00,193.45,195.15,195.15,195.80,,195.15,,,2331580,459005308.00,21362,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500104,INE094A01015,HINDPETRO,A,,,,,HINDUSTAN PETROLEUM CORPORATIO,423.55,438.10,422.50,429.05,429.05,419.75,,429.40,,,587320,252978319.00,7135,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500106,INE039A01010,IFCI,A,,,,,IFCI LTD.,29.94,31.50,29.43,30.26,30.26,29.82,,30.25,,,11346115,345416537.00,14183,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500108,INE153A01019,MTNL,B,,,,,MAHANAGAR TELEPHONE NIGAM LTD.,35.49,36.88,34.75,35.49,35.49,35.18,,35.45,,,1415674,50750730.00,3675,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500109,INE103A01014,MRPL,A,,,,,MANGALORE REFINERY & PETROCHEM,135.65,135.65,132.90,133.90,133.90,134.00,,133.90,,,78464,10512046.00,1556,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500110,INE178A01016,CHENNPETRO,A,,,,,CHENNAI PETROLEUM CORPORATION,721.70,730.50,713.85,715.55,715.55,721.55,,715.60,,,40019,28898012.00,2340,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500111,INE013A01015,RELCAPITAL,T,,,,,RELIANCE CAPITAL LTD.,15.16,15.16,15.16,15.16,15.16,14.44,,15.19,,,76007,1152266.00,195,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500112,INE062A01020,SBIN,A,,,,,STATE BANK OF INDIA,641.50,645.00,625.15,627.05,627.05,641.85,,627.00,,,848666,536094412.00,17797,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500113,INE114A01011,SAIL,A,,,,,STEEL AUTHORITY OF INDIA LTD.,117.30,117.60,113.95,114.25,114.25,116.95,,114.30,,,2602133,299822143.00,19822,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500114,INE280A01028,TITAN,A,,,,,TITAN COMPANY LIMITED,3784.25,3784.25,3695.60,3705.70,3712.20,3710.05,,3706.05,,,31070,115895175.00,3664,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500116,INE008A01015,IDBI,A,,,,,IDBI BANK LTD.,68.88,68.88,67.05,67.29,67.29,68.61,,67.25,,,519901,35215542.00,1978,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500117,INE500A01029,DCW,B,,,,,DCW LTD.,56.55,57.65,56.55,57.03,57.20,56.95,,57.05,,,389306,22196841.00,1978,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500119,INE041A01016,DHAMPURSUG,A,,,,,DHAMPUR SUGAR MILLS LTD.,272.00,272.00,266.95,268.20,268.20,270.15,,268.00,,,74831,20076076.00,2119,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500120,INE591D01014,DIAMINESQ,B,,,,,DIAMINES & CHEMICALS LTD.,559.90,559.90,537.00,543.75,539.00,545.00,,540.90,,,3892,2112934.00,479,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500123,INE280B01018,ELANTAS,B,,,,,ELANTAS BECK INDIA LTD.,8401.30,8500.00,8306.20,8371.50,8371.50,8537.60,,8371.50,,,1177,9836026.00,474,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500124,INE089A01023,DRREDDY,A,,,,,DR.REDDYS LABORATORIES LTD.,5875.00,5880.00,5732.80,5760.40,5767.00,5846.50,,5761.30,,,10696,61793938.00,2490,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500125,INE126A01031,EIDPARRY,A,,,,,E.I.D.-PARRY (INDIA) LTD.,578.85,578.85,566.80,570.10,570.10,573.15,,570.85,,,28201,16165785.00,1096,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500126,INE199A01012,PGHL,A,,,,,PROCTER & GAMBLE HEALTH LIMITE,5026.25,5060.60,5000.00,5001.95,5000.00,5028.40,,5014.15,,,108,542306.00,34,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500128,INE086A01029,ELECTCAST,A,,,,,ELECTROSTEEL CASTINGS LTD.,132.25,134.20,126.80,130.50,130.50,129.85,,130.45,,,544091,71113272.00,6111,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500133,INE284A01012,ESABINDIA,A,,,,,ESAB INDIA LTD.,5896.35,5944.95,5700.00,5783.25,5848.00,5889.25,,5768.85,,,696,4043843.00,208,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500135,INE255A01020,EPL,A,,,,,EPL LIMITED,201.25,202.15,195.85,196.15,196.15,200.90,,196.40,,,62546,12347175.00,1730,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500136,INE778B01029,ESTER,B,,,,,ESTER INDUSTRIES LTD.,96.62,97.87,95.65,96.60,96.60,96.59,,96.75,,,29402,2835589.00,685,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500142,INE512A01016,FGP,X,,,,,FGP LTD.,8.24,8.25,8.24,8.25,8.25,7.86,,8.25,,,13188,108688.00,18,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500143,INE160F01013,PHCAP,X,,,,,PH CAPITAL LTD.,108.00,108.00,100.00,102.00,102.00,103.70,,102.00,,,2020,209036.00,46,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500144,INE235A01022,FINCABLES,A,,,,,FINOLEX CABLES LTD.,1043.45,1045.00,1026.00,1029.60,1029.05,1043.55,,1031.90,,,9626,9940340.00,790,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500147,INE515A01019,COCKERILL,B,,,,,JOHN COCKERILL INDIA LIMITED,2999.85,2999.90,2910.00,2925.95,2925.95,2976.80,,2925.95,,,3031,8982498.00,303,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500148,INE516A01017,UFLEX,A,,,,,UFLEX LTD.,483.05,486.25,476.00,478.20,479.10,483.90,,477.75,,,18769,9008009.00,930,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500150,INE519A01011,FOSECOIND,B,,,,,FOSECO INDIA LTD.,3709.65,3795.80,3709.00,3718.80,3709.00,3785.35,,3719.70,,,333,1247000.00,100,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500151,INE973A01010,GOLDENTOBC,Z,,,,,GOLDEN TOBACCO LTD.,49.50,50.70,46.05,50.50,50.50,48.30,,50.55,,,8580,429008.00,48,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500153,INE388A01029,GANESHBE,B,,,,,GANESH BENZOPLAST LTD.,160.20,160.95,155.40,156.65,156.80,158.45,,156.10,,,14161,2234258.00,331,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500159,INE085D01033,METROGLOBL,X,,,,,METROGLOBAL LIMITED,158.95,165.00,154.95,157.30,157.30,151.90,,157.30,,,116358,18545239.00,905,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500160,INE043A01012,GTL,B,,,,,GTL LTD.,17.88,17.88,17.88,17.88,17.88,17.03,,17.78,,,1019032,18220292.00,795,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500163,INE260B01028,GODFRYPHLP,A,,,,,GODFREY PHILLIPS INDIA LTD.,2229.85,2229.85,2190.00,2206.10,2195.00,2216.85,,2204.70,,,2756,6093574.00,533,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500164,INE233A01035,GODREJIND,A,,,,,GODREJ INDUSTRIES LTD.,850.60,902.65,839.95,880.70,880.70,845.80,,878.80,,,172060,151405931.00,8959,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500165,INE531A01024,KANSAINER,A,,,,,KANSAI NEROLAC PAINTS LTD.,339.95,340.60,336.05,336.85,336.05,336.60,,336.90,,,7945,2680290.00,473,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500166,INE300A01016,GOODRICKE,X,,,,,GOODRICKE GROUP LTD.,199.00,199.00,192.00,194.95,195.00,196.90,,194.95,,,13497,2625885.00,201,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500168,INE533A01012,GOODYEAR,B,,,,,GOODYEAR INDIA LTD.,1339.90,1339.90,1310.00,1312.10,1312.10,1326.75,,1312.10,,,8148,10739771.00,661,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500170,INE537A01013,GTNINDS,X,,,,,GTN INDUSTRIES LTD.,55.80,57.00,52.11,53.13,53.70,54.89,,53.13,,,44822,2414475.00,427,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500171,INE539A01019,GHCL,A,,,,,GHCL LTD.,612.40,612.40,592.50,595.20,592.50,605.05,,596.45,,,13645,8240025.00,807,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500173,INE538A01037,GFLLIMITED,B,,,,,GFL LIMITED,101.00,102.59,98.50,98.89,98.75,99.48,,98.85,,,6497,646074.00,184,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500174,INE540A01017,GLFL,B,,,,,GUJARAT LEASE FINANCING LTD.,5.22,5.48,5.22,5.48,5.48,5.22,,5.48,,,10907,59374.00,36,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500179,INE236A01020,HCL-INSYS,B,,,,,HCL INFOSYSTEMS LTD.,23.72,23.95,22.79,23.03,23.03,23.34,,23.00,,,440794,10369410.00,1853,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500180,INE040A01034,HDFCBANK,A,,,,,HDFC BANK LTD.,1675.25,1682.20,1659.30,1663.75,1663.75,1682.50,,1663.50,,,701842,1170665994.00,29722,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500182,INE158A01026,HEROMOTOCO,A,,,,,HERO MOTOCORP LTD.,4000.10,4050.85,3993.15,4010.20,4012.95,3989.40,,4009.50,,,9120,36664143.00,1469,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500183,INE548A01028,HFCL,A,,,,,HFCL LIMITED,92.36,93.90,90.70,91.74,91.74,91.91,,91.80,,,1327799,122090629.00,6636,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500184,INE019C01026,HSCL,A,,,,,Himadri Speciality Chemical Lt,390.70,399.00,373.20,387.95,387.95,387.20,,387.85,,,433826,169801140.00,11613,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500185,INE549A01026,HCC,A,,,,,HINDUSTAN CONSTRUCTION CO.LTD.,31.28,31.34,30.25,30.39,30.39,31.18,,30.35,,,3613257,110672812.00,4081,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500186,INE345A01011,HINDOILEXP,A,,,,,HINDUSTAN OIL EXPLORATION CO.L,179.90,180.50,175.55,176.30,176.20,179.75,,176.30,,,77995,13817771.00,1194,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500187,INE415A01038,AGI,A,,,,,AGI GREENPAC LIMITED,908.85,909.00,865.05,873.60,879.60,888.10,,876.05,,,24856,21990307.00,1484,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500188,INE267A01025,HINDZINC,A,,,,,HINDUSTAN ZINC LTD.,318.80,318.80,314.80,315.55,315.55,318.40,,315.45,,,28500,9001639.00,1158,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500189,INE353A01023,NDLVENTURE,B,,,,,NDL Ventures Limited,140.85,145.50,140.85,143.00,143.00,143.70,,141.40,,,343,49400.00,24,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500191,INE262A01018,HMT,Z,,,,,HMT LTD.,50.48,51.50,49.50,51.22,51.22,51.45,,51.05,,,14477,728127.00,148,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500192,INE962B01011,PRAGBOS,X,,,,,PRAG BOSIMI SYNTHETICS LTD.,3.36,3.45,3.06,3.41,3.40,3.22,,3.41,,,107251,356632.00,204,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500193,INE102A01024,HLVLTD,B,,,,,HLV LIMITED,27.86,28.80,27.86,28.59,28.59,27.73,,28.64,,,347581,9871347.00,1658,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500199,INE204A01010,IGPL,B,,,,,I G PETROCHEMICALS LTD.,527.95,527.95,510.70,517.00,517.00,520.35,,516.50,,,12564,6549216.00,925,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500201,INE560A01015,INDIAGLYCO,B,,,,,INDIA GLYCOLS LTD.,954.55,954.55,913.00,920.00,926.00,943.35,,920.85,,,25703,23837131.00,1893,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500202,INE333C01013,INDLEASE,XT,,,,,INDIA LEASE DEVELOPMENT LTD.,12.58,12.58,11.43,12.05,12.05,12.03,,12.05,,,3240,38980.00,29,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500206,INE680B01019,MARGOFIN,XT,,,,,MARGO FINANCE LIMITED,37.94,37.94,37.94,37.94,37.94,38.71,,37.94,,,956,36270.00,10,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500207,INE156A01020,INDORAMA,B,,,,,INDO RAMA SYNTHETICS (INDIA) L,58.00,59.70,57.71,58.51,58.30,57.77,,58.60,,,70581,4127093.00,423,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500209,INE009A01021,INFY,A,,,,,INFOSYS LTD.,1526.80,1535.85,1513.20,1522.95,1522.95,1532.90,,1522.80,,,212973,324549730.00,11904,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500210,INE177A01018,INGERRAND,A,,,,,INGERSOLL-RAND (INDIA) LTD.,3096.90,3099.55,3060.00,3072.25,3072.25,3099.70,,3077.50,,,405,1248116.00,156,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500213,INE262B01016,ITHL,X,,,,,INTERNATIONAL TRAVEL HOUSE LTD,659.00,695.15,637.00,695.15,695.15,579.30,,695.15,,,91912,62183550.00,2321,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500214,INE570A01022,IONEXCHANG,A,,,,,ION EXCHANGE (INDIA) LTD.,583.85,583.85,565.00,566.40,566.40,578.25,,566.20,,,19908,11342102.00,1023,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500215,INE209A01019,ATFL,B,,,,,AGRO TECH FOODS LTD.,844.80,849.80,828.70,834.90,840.70,844.60,,834.70,,,3177,2666552.00,264,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500219,INE175A01038,JISLJALEQS,A,,,,,JAIN IRRIGATION SYSTEMS LTD.,63.83,63.83,60.22,60.54,60.54,63.12,,60.55,,,649193,39818228.00,3056,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500223,INE945A01026,JCTLTD,X,,,,,JCT LTD.,3.25,3.35,3.20,3.27,3.27,3.20,,3.27,,,3038655,9918196.00,2059,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500227,INE197D01010,JINDALPOLY,B,,,,,JINDAL POLY FILMS LTD.,675.05,680.00,660.70,675.60,677.70,678.10,,675.80,,,9694,6513560.00,720,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500228,INE019A01038,JSWSTEEL,A,,,,,JSW STEEL LTD.,835.00,835.40,821.00,822.15,822.40,829.65,,821.95,,,66992,55383275.00,3404,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500231,INE864B01027,UMANGDAIR,B,,,,,UMANG DAIRIES LTD.,75.10,77.38,75.10,77.21,77.38,76.28,,77.11,,,4615,354817.00,170,F1,1,,,,,
2024-01-08,2024-01-08,CM,BSE,STK,500233,INE217B01036,KAJARIACER,A,,,,,KAJARIA CERAMICS LTD.,1348.25,1392.00,1348.25,1371.90,1371.00,1343.90,,1371.95,,,30299,41692018.00,3463,F1,1,,,,,
