TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2024-01-25,2024-01-25,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,2455.90,2455.90,2413.60,2421.90,2430.55,2458.75,,2421.70,,,216,523679.00,68,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,2972.00,2977.00,2930.90,2964.35,2960.70,2967.95,,2968.50,,,495,1464783.00,192,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1461.80,1475.00,1444.25,1449.50,1449.50,1466.45,,1449.30,,,14918,21716605.00,2115,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500048,INE258A01016,BEML,A,,,,,BEML LTD.,3180.00,3241.70,3160.00,3201.85,3206.10,3163.90,,3200.95,,,13188,42269003.00,1823,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,190.95,192.00,188.35,189.70,189.70,189.25,,189.70,,,1038091,197292481.00,10657,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,109.80,110.70,106.60,107.65,107.65,108.70,,107.80,,,95132,10361290.00,1851,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500058,INE819C01011,BIHSPONG,XT,,,,,BIHAR SPONGE IRON LTD.,19.32,19.32,19.32,19.32,19.32,18.40,,19.32,,,144977,2800955.00,210,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500059,INE071A01013,BINANIIND,T,,,,,BINANI INDUSTRIES LTD.,17.64,17.64,17.64,17.64,17.64,18.00,,17.64,,,11356,200319.00,22,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,B,,,,,Birla Cable Limited,276.00,279.95,272.30,274.60,274.60,275.95,,274.85,,,10114,2772765.00,550,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1078.00,1078.00,1048.00,1060.20,1060.20,1086.00,,1060.40,,,6972,7379262.00,1198,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,14720.00,15189.00,14720.00,14934.50,15100.00,15091.95,,14934.50,,,39,582077.00,17,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,365.00,379.90,365.00,374.95,375.00,365.00,,374.95,,,81,29909.00,9,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500074,INE110A01019,BPL,T,,,,,BPL LTD.,88.95,92.50,88.10,92.03,92.03,88.99,,92.15,,,20705,1875111.00,169,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,385.00,385.35,378.00,379.25,378.00,382.00,,379.80,,,787,299731.00,78,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500083,INE281A01026,CENTEXT,T,,,,,CENTURY EXTRUSIONS LTD.,29.50,30.28,29.00,29.75,29.75,28.94,,29.50,,,88001,2627434.00,445,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,132.45,134.20,131.95,133.35,133.35,131.55,,133.30,,,522483,69609496.00,4057,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,369.30,372.40,365.05,368.70,368.70,369.30,,368.60,,,44507,16422256.00,1193,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,315.95,317.50,307.50,310.45,310.45,315.65,,310.40,,,309759,96273035.00,10492,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1411.65,1412.05,1353.60,1369.80,1369.80,1417.70,,1369.65,,,1249941,1769242793.00,6536,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500089,INE303A01010,DICIND,B,,,,,DIC INDIA LTD.,493.00,495.00,493.00,494.00,495.00,490.35,,492.85,,,2,988.00,2,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500092,INE007A01025,CRISIL,A,,,,,CRISIL LTD.,3846.80,3860.25,3665.10,3819.25,3825.85,3880.55,,3817.30,,,4261,16091161.00,1385,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500093,INE067A01029,CGPOWER,A,,,,,CG Power and Industrial Soluti,450.60,471.70,437.40,463.90,463.90,449.85,,463.15,,,197129,90157735.00,5731,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500096,INE016A01026,DABUR,A,,,,,DABUR INDIA LTD.,537.00,537.00,529.10,531.55,533.00,536.55,,531.60,,,1839628,987003449.00,2725,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500097,INE495A01022,DALMIASUG,B,,,,,DALMIA BHARAT SUGAR AND INDUST,395.75,402.65,393.25,397.20,396.65,392.95,,397.45,,,2395,953793.00,230,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500101,INE034A01011,ARVIND,A,,,,,ARVIND LTD.,304.75,316.00,298.50,313.75,313.75,298.35,,314.20,,,92127,28475436.00,3003,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500103,INE257A01026,BHEL,A,,,,,BHARAT HEAVY ELECTRICALS LTD.,211.35,220.65,211.35,219.95,219.95,209.95,,219.90,,,3206701,693351666.00,27953,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500104,INE094A01015,HINDPETRO,A,,,,,HINDUSTAN PETROLEUM CORPORATIO,455.35,457.15,417.00,430.25,430.25,452.45,,430.60,,,5939734,2675059183.00,11492,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500106,INE039A01010,IFCI,A,,,,,IFCI LTD.,49.51,52.91,49.51,52.91,52.91,48.10,,52.83,,,8087122,420302087.00,18896,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500108,INE153A01019,MTNL,B,,,,,MAHANAGAR TELEPHONE NIGAM LTD.,42.40,46.02,40.89,43.96,43.96,41.64,,43.72,,,6736793,295367248.00,19474,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500109,INE103A01014,MRPL,A,,,,,MANGALORE REFINERY & PETROCHEM,171.75,177.45,171.00,174.15,174.35,171.75,,174.35,,,450766,78813431.00,3923,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500110,INE178A01016,CHENNPETRO,A,,,,,CHENNAI PETROLEUM CORPORATION,760.95,805.00,760.95,799.30,799.30,755.10,,799.90,,,116115,92369307.00,5076,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500112,INE062A01020,SBIN,A,,,,,STATE BANK OF INDIA,619.00,623.75,606.30,612.90,612.90,618.30,,612.75,,,1278170,782637304.00,28096,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500113,INE114A01011,SAIL,A,,,,,STEEL AUTHORITY OF INDIA LTD.,116.00,119.95,113.80,119.05,119.05,115.05,,119.10,,,5881053,693143747.00,43552,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500114,INE280A01028,TITAN,A,,,,,TITAN COMPANY LIMITED,3774.85,3800.80,3731.00,3770.20,3770.20,3765.05,,3770.20,,,310421,1169200277.00,5986,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500116,INE008A01015,IDBI,A,,,,,IDBI BANK LTD.,84.75,85.81,82.43,83.56,83.56,84.11,,83.50,,,2679549,224582809.00,10200,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500117,INE500A01029,DCW,B,,,,,DCW LTD.,60.73,63.17,60.53,61.92,61.90,60.17,,61.95,,,325519,20242959.00,1919,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500119,INE041A01016,DHAMPURSUG,A,,,,,DHAMPUR SUGAR MILLS LTD.,253.85,259.00,251.05,253.05,253.05,250.80,,253.10,,,41317,10550566.00,1411,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500120,INE591D01014,DIAMINESQ,B,,,,,DIAMINES & CHEMICALS LTD.,505.85,508.75,501.00,501.90,501.00,506.10,,502.65,,,526,264865.00,151,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500123,INE280B01018,ELANTAS,B,,,,,ELANTAS BECK INDIA LTD.,8300.05,8329.00,8212.00,8243.50,8250.00,8311.95,,8243.50,,,420,3470011.00,49,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500124,INE089A01023,DRREDDY,A,,,,,DR.REDDYS LABORATORIES LTD.,5903.35,5923.00,5812.05,5853.90,5847.95,5903.35,,5855.50,,,12066,71008295.00,2401,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500125,INE126A01031,EIDPARRY,A,,,,,E.I.D.-PARRY (INDIA) LTD.,599.65,624.00,593.05,616.65,616.65,592.45,,616.80,,,97603,59810920.00,3802,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500126,INE199A01012,PGHL,A,,,,,PROCTER & GAMBLE HEALTH LIMITE,5291.95,5340.00,5246.05,5269.10,5255.00,5258.60,,5275.15,,,470,2478547.00,157,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500128,INE086A01029,ELECTCAST,A,,,,,ELECTROSTEEL CASTINGS LTD.,153.60,160.90,150.65,158.80,158.80,152.55,,159.70,,,431654,66725593.00,5063,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500133,INE284A01012,ESABINDIA,A,,,,,ESAB INDIA LTD.,5516.10,5624.55,5475.05,5497.85,5486.00,5584.25,,5490.00,,,216,1197314.00,103,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500135,INE255A01020,EPL,A,,,,,EPL LIMITED,199.80,199.80,196.40,197.95,197.95,199.70,,198.20,,,807504,161336489.00,529,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500136,INE778B01029,ESTER,B,,,,,ESTER INDUSTRIES LTD.,99.98,99.98,95.65,96.21,96.30,97.37,,96.45,,,2447,236994.00,120,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500142,INE512A01016,FGP,X,,,,,FGP LTD.,7.38,7.38,6.99,7.01,7.01,7.05,,7.01,,,7999,56182.00,22,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500143,INE160F01013,PHCAP,X,,,,,PH CAPITAL LTD.,102.00,109.65,99.30,108.55,109.65,104.45,,108.55,,,8035,847050.00,100,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500144,INE235A01022,FINCABLES,A,,,,,FINOLEX CABLES LTD.,1085.25,1124.10,1081.45,1103.75,1092.55,1084.40,,1106.60,,,34790,38614185.00,3188,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500147,INE515A01019,COCKERILL,B,,,,,JOHN COCKERILL INDIA LIMITED,3340.00,3380.00,3275.00,3297.15,3297.15,3324.30,,3297.15,,,2664,8900188.00,312,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500148,INE516A01017,UFLEX,A,,,,,UFLEX LTD.,474.00,474.00,464.85,466.65,468.90,467.80,,466.70,,,1518,708926.00,109,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500150,INE519A01011,FOSECOIND,B,,,,,FOSECO INDIA LTD.,3600.00,3671.15,3600.00,3623.20,3623.20,3571.85,,3617.60,,,70,253543.00,22,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500151,INE973A01010,GOLDENTOBC,Z,,,,,GOLDEN TOBACCO LTD.,51.80,53.50,50.60,51.90,51.90,52.99,,51.87,,,2279,118401.00,20,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500153,INE388A01029,GANESHBE,B,,,,,GANESH BENZOPLAST LTD.,160.20,170.80,160.20,166.90,166.90,161.15,,166.85,,,158990,26609108.00,2466,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500159,INE085D01033,METROGLOBL,X,,,,,METROGLOBAL LIMITED,134.95,143.80,133.50,138.75,140.75,133.20,,138.75,,,9957,1385514.00,163,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500160,INE043A01012,GTL,T,,,,,GTL LTD.,14.05,14.19,13.85,14.06,14.06,14.20,,14.05,,,260966,3666163.00,658,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500163,INE260B01028,GODFRYPHLP,A,,,,,GODFREY PHILLIPS INDIA LTD.,2217.55,2280.00,2217.55,2259.00,2255.00,2212.20,,2261.00,,,9355,21123801.00,1387,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500164,INE233A01035,GODREJIND,A,,,,,GODREJ INDUSTRIES LTD.,830.00,856.55,828.00,845.95,845.95,826.70,,845.50,,,11685,9865140.00,1798,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500165,INE531A01024,KANSAINER,A,,,,,KANSAI NEROLAC PAINTS LTD.,335.10,339.50,330.45,332.45,332.45,340.45,,332.70,,,20472,6860296.00,1029,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500166,INE300A01016,GOODRICKE,X,,,,,GOODRICKE GROUP LTD.,207.95,208.00,201.05,202.20,202.20,205.25,,202.20,,,8146,1662721.00,139,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500168,INE533A01012,GOODYEAR,B,,,,,GOODYEAR INDIA LTD.,1396.90,1396.90,1340.25,1344.55,1344.55,1336.65,,1344.55,,,14597,19838772.00,990,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500170,INE537A01013,GTNINDS,XT,,,,,GTN INDUSTRIES LTD.,51.85,51.85,49.50,50.09,49.65,50.61,,50.09,,,13613,683366.00,124,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500171,INE539A01019,GHCL,A,,,,,GHCL LTD.,582.30,586.40,577.60,583.40,583.40,584.50,,583.25,,,4873,2834187.00,377,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500173,INE538A01037,GFLLIMITED,B,,,,,GFL LIMITED,93.64,93.97,92.20,92.80,92.80,92.37,,92.45,,,8613,800671.00,193,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500174,INE540A01017,GLFL,T,,,,,GUJARAT LEASE FINANCING LTD.,8.36,8.36,8.36,8.36,8.36,8.53,,8.36,,,5846,48872.00,19,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500179,INE236A01020,HCL-INSYS,B,,,,,HCL INFOSYSTEMS LTD.,22.84,23.56,22.66,23.25,23.25,22.44,,23.21,,,753670,17629094.00,2142,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500180,INE040A01034,HDFCBANK,A,,,,,HDFC BANK LTD.,1453.65,1454.75,1419.00,1435.30,1435.30,1455.85,,1434.90,,,1576010,2259430481.00,47309,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500182,INE158A01026,HEROMOTOCO,A,,,,,HERO MOTOCORP LTD.,4417.15,4478.35,4376.90,4445.25,4448.80,4443.65,,4442.20,,,45521,201815113.00,2210,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500183,INE548A01028,HFCL,A,,,,,HFCL LIMITED,106.50,108.80,103.85,105.76,105.76,105.65,,105.75,,,6427875,683367534.00,30252,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500184,INE019C01026,HSCL,T,,,,,Himadri Speciality Chemical Lt,360.20,376.00,360.20,371.50,371.50,364.95,,372.00,,,60446,22345105.00,1492,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500185,INE549A01026,HCC,A,,,,,HINDUSTAN CONSTRUCTION CO.LTD.,35.59,37.45,35.59,36.42,36.42,35.57,,36.35,,,10460894,383257767.00,12402,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500186,INE345A01011,HINDOILEXP,A,,,,,HINDUSTAN OIL EXPLORATION CO.L,180.95,191.30,179.85,185.30,184.15,179.40,,184.95,,,256201,47881108.00,3651,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500187,INE415A01038,AGI,A,,,,,AGI GREENPAC LIMITED,807.65,809.70,776.40,781.35,783.00,796.35,,781.80,,,21871,17317590.00,1870,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500188,INE267A01025,HINDZINC,A,,,,,HINDUSTAN ZINC LTD.,311.95,314.20,311.00,313.40,313.75,311.00,,313.20,,,23959,7487802.00,929,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500189,INE353A01023,NDLVENTURE,B,,,,,NDL Ventures Limited,113.40,113.40,103.55,104.65,105.35,110.90,,104.70,,,9000,952114.00,353,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500191,INE262A01018,HMT,Z,,,,,HMT LTD.,62.10,62.10,62.10,62.10,62.10,59.15,,62.35,,,16347,1015148.00,63,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500192,INE962B01011,PRAGBOS,X,,,,,PRAG BOSIMI SYNTHETICS LTD.,4.03,4.14,3.83,4.05,4.05,3.95,,4.05,,,52535,212440.00,126,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500193,INE102A01024,HLVLTD,B,,,,,HLV LIMITED,35.74,36.95,35.02,36.13,36.13,35.03,,36.15,,,802337,28807151.00,3978,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500199,INE204A01010,IGPL,B,,,,,I G PETROCHEMICALS LTD.,493.70,501.00,490.00,492.65,492.60,495.70,,492.30,,,1809,897602.00,212,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500201,INE560A01015,INDIAGLYCO,B,,,,,INDIA GLYCOLS LTD.,897.25,897.25,881.00,883.70,883.70,884.85,,884.40,,,7148,6327787.00,723,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500202,INE333C01013,INDLEASE,XT,,,,,INDIA LEASE DEVELOPMENT LTD.,9.50,10.48,9.50,9.54,9.50,9.99,,9.54,,,1644,15876.00,27,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500206,INE680B01019,MARGOFIN,XT,,,,,MARGO FINANCE LIMITED,42.06,43.80,42.00,43.74,43.74,43.45,,43.74,,,243,10355.00,13,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500207,INE156A01020,INDORAMA,B,,,,,INDO RAMA SYNTHETICS (INDIA) L,54.61,54.75,53.70,54.51,54.51,54.29,,54.59,,,27697,1504447.00,484,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500209,INE009A01021,INFY,A,,,,,INFOSYS LTD.,1668.15,1680.45,1657.65,1670.80,1670.80,1674.50,,1669.15,,,1207422,2016534915.00,19923,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500210,INE177A01018,INGERRAND,A,,,,,INGERSOLL-RAND (INDIA) LTD.,3085.10,3135.60,3079.80,3128.30,3124.65,3080.45,,3132.55,,,354,1100980.00,112,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500213,INE262B01016,ITHL,X,,,,,INTERNATIONAL TRAVEL HOUSE LTD,623.95,628.95,610.00,621.10,621.10,615.80,,621.10,,,5806,3583191.00,224,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500214,INE570A01022,IONEXCHANG,A,,,,,ION EXCHANGE (INDIA) LTD.,540.15,553.45,540.15,549.20,549.00,543.65,,549.90,,,16786,9173314.00,1139,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500215,INE209A01019,ATFL,B,,,,,AGRO TECH FOODS LTD.,831.85,857.10,811.90,854.85,855.25,821.30,,857.35,,,539,457883.00,95,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500219,INE175A01038,JISLJALEQS,A,,,,,JAIN IRRIGATION SYSTEMS LTD.,60.87,64.88,60.87,64.37,64.37,60.65,,64.30,,,1222156,77921693.00,4577,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500223,INE945A01026,JCTLTD,X,,,,,JCT LTD.,3.11,3.18,3.08,3.17,3.17,3.08,,3.17,,,2054586,6450526.00,1260,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500227,INE197D01010,JINDALPOLY,B,,,,,JINDAL POLY FILMS LTD.,628.65,640.70,620.30,631.75,636.70,621.80,,635.80,,,1215,761417.00,211,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500228,INE019A01038,JSWSTEEL,A,,,,,JSW STEEL LTD.,816.05,820.80,792.90,816.45,816.45,812.45,,815.70,,,4005279,3252885421.00,10099,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500231,INE864B01027,UMANGDAIRY,B,,,,,UMANG DAIRIES LTD.,83.30,84.94,81.24,83.04,83.00,81.57,,83.80,,,5770,480640.00,151,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500233,INE217B01036,KAJARIACER,A,,,,,KAJARIA CERAMICS LTD.,1332.40,1351.60,1328.25,1337.80,1340.50,1332.40,,1339.35,,,203978,271762208.00,933,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500234,INE437B01014,KAKATCEM,B,,,,,KAKATIYA CEMENT SUGAR & INDUST,247.00,250.00,235.00,235.85,235.85,234.45,,236.25,,,2439,586820.00,140,F1,1,,,,,
2024-01-25,2024-01-25,CM,BSE,STK,500235,INE907A01026,KSL,B,,,,,KALYANI STEELS LTD.,599.95,599.95,584.15,587.75,587.50,592.50,,587.60,,,4922,2910727.00,501,F1,1,,,,,
