Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
14-OCT-2025,20MICRONS,214.50,211.95,0.0120,0.0309,0.0308,0.5884
14-OCT-2025,21STCENMGM,47.23,46.70,0.0113,0.0170,0.0170,0.3248
14-OCT-2025,360ONE,1126.65,1101.40,0.0227,0.0241,0.0241,0.4604
14-OCT-2025,3IINFO-RE,2.27,1.90,0.1779,0.0400,0.0418,0.7986
14-OCT-2025,3IINFOLTD,19.62,19.83,-0.0106,0.0276,0.0275,0.5254
14-OCT-2025,3MINDIA,29096.15,28931.15,0.0057,0.0153,0.0152,0.2904
14-OCT-2025,3PLAND,41.53,42.56,-0.0245,0.0326,0.0326,0.6228
14-OCT-2025,500009,33.04,34.08,-0.0310,0.0304,0.0304,0.5808
14-OCT-2025,500012,51.54,51.50,0.0008,0.0269,0.0269,0.5139
14-OCT-2025,500014,5.59,5.52,0.0126,0.0266,0.0266,0.5082
14-OCT-2025,500016,8.55,8.69,-0.0162,0.0320,0.0319,0.6094
14-OCT-2025,500028,31.20,31.75,-0.0175,0.0319,0.0318,0.6075
14-OCT-2025,500058,12.28,12.32,-0.0033,0.0294,0.0293,0.5598
14-OCT-2025,500068,13697.55,13750.00,-0.0038,0.0161,0.0161,0.3076
14-OCT-2025,500069,315.50,321.35,-0.0184,0.0271,0.0270,0.5158
14-OCT-2025,500123,9548.50,9583.45,-0.0037,0.0244,0.0244,0.4662
14-OCT-2025,500142,9.26,9.50,-0.0256,0.0395,0.0394,0.7527
14-OCT-2025,500143,186.45,191.45,-0.0265,0.0323,0.0323,0.6171
14-OCT-2025,500147,5402.85,5465.30,-0.0115,0.0379,0.0378,0.7222
14-OCT-2025,500159,127.10,126.10,0.0079,0.0228,0.0227,0.4337
14-OCT-2025,500166,188.25,188.15,0.0005,0.0251,0.0250,0.4776
14-OCT-2025,500168,980.45,980.25,0.0002,0.0120,0.0120,0.2293
14-OCT-2025,500170,25.50,25.70,-0.0078,0.0301,0.0300,0.5731
14-OCT-2025,500192,2.04,1.96,0.0400,0.0296,0.0297,0.5674
14-OCT-2025,500202,11.07,11.12,-0.0045,0.0394,0.0393,0.7508
14-OCT-2025,500206,78.01,81.00,-0.0376,0.0311,0.0311,0.5942
14-OCT-2025,500213,464.90,478.60,-0.0290,0.0251,0.0251,0.4795
14-OCT-2025,500220,169.05,173.65,-0.0268,0.0307,0.0306,0.5846
14-OCT-2025,500239,18.00,17.72,0.0157,0.0344,0.0343,0.6553
14-OCT-2025,500240,302.00,305.05,-0.0100,0.0308,0.0308,0.5884
14-OCT-2025,500245,508.45,516.10,-0.0149,0.0218,0.0218,0.4165
14-OCT-2025,500246,78.10,75.00,0.0405,0.0414,0.0414,0.7909
14-OCT-2025,500264,140.15,141.55,-0.0099,0.0299,0.0298,0.5693
14-OCT-2025,500267,338.70,336.50,0.0065,0.0262,0.0261,0.4986
14-OCT-2025,500270,132.05,133.35,-0.0098,0.0248,0.0248,0.4738
14-OCT-2025,500277,7.45,7.75,-0.0395,0.0371,0.0371,0.7088
14-OCT-2025,500285,33.05,33.63,-0.0174,0.0335,0.0335,0.6400
14-OCT-2025,500298,912.45,910.80,0.0018,0.0312,0.0312,0.5961
14-OCT-2025,500306,219.10,228.05,-0.0400,0.0351,0.0351,0.6706
14-OCT-2025,500307,505.40,510.45,-0.0099,0.0144,0.0144,0.2751
14-OCT-2025,500319,88.32,88.44,-0.0014,0.0303,0.0302,0.5770
14-OCT-2025,500322,134.00,134.40,-0.0030,0.0313,0.0312,0.5961
14-OCT-2025,500346,46.05,46.50,-0.0097,0.0309,0.0309,0.5903
14-OCT-2025,500357,10.11,10.64,-0.0511,0.0309,0.0310,0.5923
14-OCT-2025,500360,71.05,73.09,-0.0283,0.0370,0.0370,0.7069
14-OCT-2025,500365,35.90,36.71,-0.0223,0.0283,0.0282,0.5388
14-OCT-2025,500370,43.81,42.50,0.0304,0.0364,0.0363,0.6935
14-OCT-2025,500388,105.99,100.95,0.0487,0.0352,0.0352,0.6725
14-OCT-2025,500399,17.35,16.53,0.0484,0.1565,0.1562,2.9842
14-OCT-2025,500414,366.40,385.65,-0.0512,0.0337,0.0338,0.6457
14-OCT-2025,500421,15.76,16.07,-0.0195,0.0331,0.0330,0.6305
14-OCT-2025,500422,60.00,60.02,-0.0003,0.0385,0.0384,0.7336
