Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
11-SEP-2025,20MICRONS,227.35,226.67,0.0030,0.0321,0.0321,0.6133
11-SEP-2025,21STCENMGM,53.28,53.99,-0.0132,0.0175,0.0175,0.3343
11-SEP-2025,360ONE,1057.10,1078.00,-0.0196,0.0249,0.0249,0.4757
11-SEP-2025,3IINFOLTD,24.19,24.44,-0.0103,0.0278,0.0278,0.5311
11-SEP-2025,3MINDIA,30965.00,30565.00,0.0130,0.0157,0.0157,0.2999
11-SEP-2025,3PLAND,45.79,46.05,-0.0057,0.0341,0.0340,0.6496
11-SEP-2025,500009,31.89,31.89,0.0000,0.0300,0.0299,0.5712
11-SEP-2025,500012,51.18,50.00,0.0233,0.0249,0.0249,0.4757
11-SEP-2025,500014,5.31,5.33,-0.0038,0.0263,0.0262,0.5006
11-SEP-2025,500016,8.57,8.98,-0.0467,0.0327,0.0328,0.6266
11-SEP-2025,500028,36.23,36.55,-0.0088,0.0329,0.0328,0.6266
11-SEP-2025,500058,13.73,14.17,-0.0315,0.0305,0.0305,0.5827
11-SEP-2025,500068,14150.95,14062.50,0.0063,0.0166,0.0166,0.3171
11-SEP-2025,500069,341.25,347.45,-0.0180,0.0279,0.0278,0.5311
11-SEP-2025,500123,10581.35,10990.80,-0.0380,0.0249,0.0250,0.4776
11-SEP-2025,500142,9.13,9.45,-0.0344,0.0405,0.0404,0.7718
11-SEP-2025,500143,187.20,190.55,-0.0177,0.0331,0.0330,0.6305
11-SEP-2025,500147,4465.30,4456.75,0.0019,0.0348,0.0347,0.6629
11-SEP-2025,500159,130.00,129.70,0.0023,0.0230,0.0229,0.4375
11-SEP-2025,500166,198.15,197.10,0.0053,0.0262,0.0261,0.4986
11-SEP-2025,500168,980.35,980.05,0.0003,0.0127,0.0126,0.2407
11-SEP-2025,500170,24.55,23.90,0.0268,0.0308,0.0308,0.5884
11-SEP-2025,500192,2.05,2.07,-0.0097,0.0304,0.0304,0.5808
11-SEP-2025,500202,8.62,8.66,-0.0046,0.0404,0.0403,0.7699
11-SEP-2025,500206,78.37,80.78,-0.0303,0.0322,0.0322,0.6152
11-SEP-2025,500213,480.25,478.90,0.0028,0.0262,0.0262,0.5006
11-SEP-2025,500220,179.80,179.45,0.0019,0.0317,0.0316,0.6037
11-SEP-2025,500239,21.23,21.00,0.0109,0.0351,0.0350,0.6687
11-SEP-2025,500240,329.95,323.50,0.0197,0.0316,0.0316,0.6037
11-SEP-2025,500245,550.10,551.75,-0.0030,0.0228,0.0228,0.4356
11-SEP-2025,500246,73.42,77.53,-0.0545,0.0424,0.0425,0.8120
11-SEP-2025,500264,146.05,144.95,0.0076,0.0314,0.0313,0.5980
11-SEP-2025,500267,340.05,333.00,0.0210,0.0274,0.0274,0.5235
11-SEP-2025,500270,144.95,143.75,0.0083,0.0259,0.0258,0.4929
11-SEP-2025,500277,8.34,8.53,-0.0225,0.0375,0.0375,0.7164
11-SEP-2025,500285,33.64,33.06,0.0174,0.0326,0.0325,0.6209
11-SEP-2025,500298,955.30,963.50,-0.0085,0.0328,0.0327,0.6247
11-SEP-2025,500306,158.15,154.25,0.0250,0.0342,0.0341,0.6515
11-SEP-2025,500307,541.55,550.00,-0.0155,0.0121,0.0122,0.2331
11-SEP-2025,500319,93.69,94.37,-0.0072,0.0314,0.0313,0.5980
11-SEP-2025,500322,139.30,143.95,-0.0328,0.0319,0.0319,0.6094
11-SEP-2025,500346,50.74,50.88,-0.0028,0.0319,0.0318,0.6075
11-SEP-2025,500357,11.17,11.75,-0.0506,0.0310,0.0311,0.5942
11-SEP-2025,500360,89.00,90.00,-0.0112,0.0387,0.0386,0.7375
11-SEP-2025,500365,32.83,32.69,0.0043,0.0283,0.0282,0.5388
11-SEP-2025,500370,43.21,43.71,-0.0115,0.0369,0.0369,0.7050
11-SEP-2025,500388,36.29,37.10,-0.0221,0.0334,0.0333,0.6362
11-SEP-2025,500389,18.91,18.01,0.0488,0.0271,0.0273,0.5216
11-SEP-2025,500414,321.20,321.25,-0.0002,0.0343,0.0342,0.6534
11-SEP-2025,500421,18.14,17.83,0.0172,0.0335,0.0335,0.6400
11-SEP-2025,500422,57.60,48.00,0.1823,0.0372,0.0393,0.7508
11-SEP-2025,500426,1.40,1.42,-0.0142,0.0350,0.0349,0.6668
11-SEP-2025,500449,36.03,36.17,-0.0039,0.0330,0.0329,0.6286
11-SEP-2025,500450,519.10,518.20,0.0017,0.0289,0.0288,0.5502
11-SEP-2025,500458,30.13,29.79,0.0113,0.0325,0.0324,0.6190
11-SEP-2025,500672,918.15,920.80,-0.0029,0.0191,0.0191,0.3649
11-SEP-2025,501110,7.15,7.15,0.0000,0.0007,0.0007,0.0134
11-SEP-2025,501111,11.57,11.57,0.0000,0.0021,0.0021,0.0401
11-SEP-2025,501148,430.00,430.00,0.0000,0.0155,0.0155,0.2961
11-SEP-2025,501261,578.60,578.60,0.0000,0.0107,0.0106,0.2025
11-SEP-2025,501270,1.34,1.34,0.0000,0.0010,0.0010,0.0191
11-SEP-2025,501298,6554.30,6588.50,-0.0052,0.0252,0.0251,0.4795
11-SEP-2025,501311,11.19,10.66,0.0485,0.0290,0.0292,0.5579
11-SEP-2025,501314,0.71,0.72,-0.0140,0.0377,0.0376,0.7183
11-SEP-2025,501351,76.99,73.77,0.0427,0.0272,0.0273,0.5216
11-SEP-2025,501370,144.00,141.15,0.0200,0.0362,0.0362,0.6916
11-SEP-2025,501386,10.72,10.72,0.0000,0.0143,0.0142,0.2713
11-SEP-2025,501391,661.05,674.90,-0.0207,0.0352,0.0351,0.6706
11-SEP-2025,501421,5900.00,5900.00,0.0000,0.0345,0.0344,0.6572
11-SEP-2025,501430,2000.00,2019.65,-0.0098,0.0306,0.0305,0.5827
11-SEP-2025,501477,255.25,261.50,-0.0242,0.0314,0.0314,0.5999
11-SEP-2025,501479,11.02,11.02,0.0000,0.0000,0.0000,0.0000
11-SEP-2025,501622,79.75,75.96,0.0487,0.0284,0.0285,0.5445
11-SEP-2025,501630,24.48,24.48,0.0000,0.0025,0.0025,0.0478
11-SEP-2025,501700,8.92,9.00,-0.0089,0.0280,0.0279,0.5330
11-SEP-2025,501833,23.14,22.58,0.0245,0.0326,0.0326,0.6228
11-SEP-2025,501848,80.80,70.01,0.1433,0.0322,0.0337,0.6438
11-SEP-2025,502015,31.99,32.51,-0.0161,0.0363,0.0362,0.6916
11-SEP-2025,502133,54.28,55.48,-0.0219,0.0285,0.0285,0.5445
11-SEP-2025,502250,642.50,642.50,0.0000,0.0302,0.0301,0.5751
11-SEP-2025,502281,13.57,13.85,-0.0204,0.0294,0.0294,0.5617
11-SEP-2025,502294,40.05,40.05,0.0000,0.0400,0.0399,0.7623
11-SEP-2025,502445,70.97,68.98,0.0284,0.0372,0.0371,0.7088
11-SEP-2025,502587,80.33,79.95,0.0047,0.0269,0.0268,0.5120
11-SEP-2025,502589,127.90,127.90,0.0000,0.0314,0.0313,0.5980
11-SEP-2025,502850,14.32,14.32,0.0000,0.0057,0.0057,0.1089
11-SEP-2025,502865,413.30,419.10,-0.0139,0.0294,0.0294,0.5617
11-SEP-2025,502873,104.80,103.10,0.0164,0.0310,0.0310,0.5923
11-SEP-2025,502893,89.79,86.84,0.0334,0.0429,0.0429,0.8196
11-SEP-2025,502901,100.60,101.05,-0.0045,0.0280,0.0279,0.5330
