Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
08-SEP-2025,20MICRONS,230.04,231.42,-0.0060,0.0324,0.0323,0.6171
08-SEP-2025,21STCENMGM,53.52,52.92,0.0113,0.0176,0.0176,0.3362
08-SEP-2025,360ONE,1040.00,1037.60,0.0023,0.0250,0.0250,0.4776
08-SEP-2025,3IINFOLTD,23.37,23.26,0.0047,0.0278,0.0277,0.5292
08-SEP-2025,3MINDIA,30835.00,30385.00,0.0147,0.0158,0.0158,0.3019
08-SEP-2025,3PLAND,44.47,45.03,-0.0125,0.0343,0.0342,0.6534
08-SEP-2025,500009,32.16,32.39,-0.0071,0.0302,0.0301,0.5751
08-SEP-2025,500012,50.11,50.24,-0.0026,0.0249,0.0249,0.4757
08-SEP-2025,500014,5.36,5.29,0.0131,0.0264,0.0264,0.5044
08-SEP-2025,500016,8.60,9.06,-0.0521,0.0327,0.0328,0.6266
08-SEP-2025,500028,37.57,38.12,-0.0145,0.0330,0.0329,0.6286
08-SEP-2025,500058,13.90,13.36,0.0396,0.0305,0.0306,0.5846
08-SEP-2025,500068,13840.05,13560.05,0.0204,0.0166,0.0167,0.3191
08-SEP-2025,500069,346.05,348.50,-0.0071,0.0280,0.0280,0.5349
08-SEP-2025,500123,10911.30,10737.50,0.0161,0.0251,0.0250,0.4776
08-SEP-2025,500142,9.35,9.27,0.0086,0.0406,0.0405,0.7738
08-SEP-2025,500143,196.35,190.00,0.0329,0.0332,0.0332,0.6343
08-SEP-2025,500147,4352.50,4393.95,-0.0095,0.0350,0.0349,0.6668
08-SEP-2025,500159,128.10,130.00,-0.0147,0.0231,0.0231,0.4413
08-SEP-2025,500166,194.40,197.70,-0.0168,0.0263,0.0263,0.5025
08-SEP-2025,500168,981.95,983.10,-0.0012,0.0128,0.0127,0.2426
08-SEP-2025,500170,23.94,24.99,-0.0429,0.0309,0.0309,0.5903
08-SEP-2025,500178,3.47,3.31,0.0472,0.0103,0.0108,0.2063
08-SEP-2025,500192,2.07,2.10,-0.0144,0.0306,0.0306,0.5846
08-SEP-2025,500202,8.98,9.16,-0.0198,0.0406,0.0405,0.7738
08-SEP-2025,500206,78.20,78.12,0.0010,0.0324,0.0323,0.6171
08-SEP-2025,500213,490.45,482.55,0.0162,0.0264,0.0263,0.5025
08-SEP-2025,500220,183.40,189.80,-0.0343,0.0318,0.0319,0.6094
08-SEP-2025,500239,20.80,21.05,-0.0119,0.0344,0.0343,0.6553
08-SEP-2025,500240,311.00,304.95,0.0196,0.0318,0.0317,0.6056
08-SEP-2025,500245,546.45,545.65,0.0015,0.0229,0.0229,0.4375
08-SEP-2025,500246,77.00,74.65,0.0310,0.0422,0.0421,0.8043
08-SEP-2025,500248,6.68,6.68,0.0000,0.0281,0.0280,0.5349
08-SEP-2025,500264,146.30,143.95,0.0162,0.0315,0.0315,0.6018
08-SEP-2025,500267,328.90,333.20,-0.0130,0.0275,0.0275,0.5254
08-SEP-2025,500270,145.00,144.95,0.0003,0.0260,0.0259,0.4948
08-SEP-2025,500277,8.32,8.10,0.0268,0.0364,0.0364,0.6954
08-SEP-2025,500285,33.45,34.45,-0.0295,0.0328,0.0327,0.6247
08-SEP-2025,500298,952.90,947.65,0.0055,0.0330,0.0329,0.6286
08-SEP-2025,500306,146.80,145.20,0.0110,0.0343,0.0342,0.6534
08-SEP-2025,500307,550.00,543.25,0.0123,0.0122,0.0122,0.2331
08-SEP-2025,500319,95.04,95.50,-0.0048,0.0316,0.0315,0.6018
08-SEP-2025,500322,143.05,143.05,0.0000,0.0322,0.0321,0.6133
08-SEP-2025,500346,50.00,50.49,-0.0098,0.0321,0.0320,0.6114
08-SEP-2025,500357,11.73,11.18,0.0480,0.0308,0.0309,0.5903
