Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
02-FEB-2026,20MICRONS,168.85,172.55,-0.0217,0.0288,0.0288,0.5502
02-FEB-2026,21STCENMGM,37.91,38.86,-0.0248,0.0202,0.0202,0.3859
02-FEB-2026,360ONE,1110.50,1101.85,0.0078,0.0221,0.0221,0.4222
02-FEB-2026,3IINFOLTD,14.89,14.95,-0.0040,0.0262,0.0261,0.4986
02-FEB-2026,3MINDIA,34490.50,34517.85,-0.0008,0.0175,0.0174,0.3324
02-FEB-2026,3PLAND,34.38,34.56,-0.0052,0.0283,0.0283,0.5407
02-FEB-2026,500009,27.71,28.40,-0.0246,0.0299,0.0299,0.5712
02-FEB-2026,500012,45.26,46.48,-0.0266,0.0245,0.0245,0.4681
02-FEB-2026,500014,4.69,4.83,-0.0294,0.0268,0.0268,0.5120
02-FEB-2026,500016,7.53,7.30,0.0310,0.0316,0.0316,0.6037
02-FEB-2026,500028,33.77,34.17,-0.0118,0.0315,0.0314,0.5999
02-FEB-2026,500058,10.91,10.86,0.0046,0.0288,0.0287,0.5483
02-FEB-2026,500068,11743.95,11991.45,-0.0209,0.0150,0.0150,0.2866
02-FEB-2026,500069,255.70,263.45,-0.0299,0.0243,0.0243,0.4643
02-FEB-2026,500123,7828.20,8028.65,-0.0253,0.0225,0.0225,0.4299
02-FEB-2026,500142,8.24,8.75,-0.0601,0.0370,0.0371,0.7088
02-FEB-2026,500143,560.20,552.00,0.0147,0.0385,0.0385,0.7355
02-FEB-2026,500147,4708.55,4676.55,0.0068,0.0343,0.0343,0.6553
02-FEB-2026,500159,112.90,114.00,-0.0097,0.0241,0.0241,0.4604
02-FEB-2026,500166,152.70,153.20,-0.0033,0.0226,0.0225,0.4299
02-FEB-2026,500168,776.50,787.65,-0.0143,0.0113,0.0113,0.2159
02-FEB-2026,500170,21.00,20.40,0.0290,0.0306,0.0306,0.5846
02-FEB-2026,500178,6.49,6.49,0.0000,0.0112,0.0112,0.2140
02-FEB-2026,500192,1.84,1.81,0.0164,0.0304,0.0303,0.5789
02-FEB-2026,500202,7.80,7.80,0.0000,0.0362,0.0361,0.6897
02-FEB-2026,500206,66.35,63.75,0.0400,0.0317,0.0318,0.6075
