"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"AVROIND","AVRO INDIA LIMITED","EQ","Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share","1","05-May-2026","05-May-2026","-","-"
"ELANTAS","Elantas Beck India Limited","EQ","Dividend - Rs. 7.50 Per Share","10","05-May-2026","05-May-2026","-","-"
"MINDSPACE","Mindspace Business Parks REIT","RR","Distribution - Rs 6.64 Per Unit Consisting Of Dividend - Rs 3.35 Per Unit/ Repayment Of Spv Debt - Rs 3.26 Per Unit/ Interest - Re 0.01 Per Unit/Other Income - Re 0.02 Per Unit","275","05-May-2026","05-May-2026","-","-"
"INDUSINVIT","Indus Infra Trust","IV","Distribution - Rs 3.50 Per Unit Consisting Of Re 1.01 Per Unit As Interest/ Rs 2.49 Per Unit As Return Of Capital","100","05-May-2026","05-May-2026","-","-"
"HEXT","Hexaware Technologies Limited","EQ","Interim Dividend - Rs 8.50 Per Share","1","05-May-2026","05-May-2026","-","-"
