"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"RML","Rane (Madras) Limited","EQ","Dividend - Rs 16 Per Share","10","29-Jul-2026","29-Jul-2026","-","-"
"TTKPRESTIG","TTK Prestige Limited","EQ","Dividend - Rs 7.50 Per Share","1","29-Jul-2026","29-Jul-2026","-","-"
"UGARSUGAR","The Ugar Sugar Works Limited","EQ","Dividend - Re 0.10 Per Share","1","29-Jul-2026","29-Jul-2026","-","-"
"ROUTE","ROUTE MOBILE LIMITED","EQ","Interim Dividend - Rs 4 Per Share","10","29-Jul-2026","29-Jul-2026","-","-"
"GODREJAGRO","Godrej Agrovet Limited","EQ","Dividend - Rs 11 Per Share","10","29-Jul-2026","29-Jul-2026","-","-"
"SIEMENS","Siemens Limited","EQ","Dividend - Rs 18 Per Share","2","29-Jul-2026","29-Jul-2026","-","-"
"APLLTD","Alembic Pharmaceuticals Limited","EQ","Dividend - Rs 12 Per Share","2","29-Jul-2026","29-Jul-2026","-","-"
"IFGLEXPOR","IFGL Refractories Limited","EQ","Dividend - Rs 2.15 Per Share","10","29-Jul-2026","29-Jul-2026","-","-"
"SHAKTIPUMP","Shakti Pumps (India) Limited","EQ","Dividend - Re 1 Per Share","10","29-Jul-2026","29-Jul-2026","-","-"
