Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
10-JUN-2025,20MICRONS,224.05,228.16,-0.0182,0.0324,0.0323,0.6171
10-JUN-2025,21STCENMGM,66.93,67.20,-0.0040,0.0189,0.0188,0.3592
10-JUN-2025,360ONE,1062.30,1065.60,-0.0031,0.0267,0.0266,0.5082
10-JUN-2025,3IINFOLTD,26.56,25.09,0.0569,0.0305,0.0307,0.5865
10-JUN-2025,3MINDIA,29425.00,29425.00,0.0000,0.0174,0.0173,0.3305
10-JUN-2025,3PLAND,55.79,54.95,0.0152,0.0376,0.0375,0.7164
10-JUN-2025,500009,37.07,37.13,-0.0016,0.0335,0.0334,0.6381
10-JUN-2025,500012,55.41,55.44,-0.0005,0.0265,0.0265,0.5063
10-JUN-2025,500014,5.31,5.45,-0.0260,0.0284,0.0284,0.5426
10-JUN-2025,500016,10.14,10.41,-0.0263,0.0345,0.0344,0.6572
10-JUN-2025,500028,41.89,40.61,0.0310,0.0350,0.0350,0.6687
10-JUN-2025,500058,12.82,12.85,-0.0023,0.0309,0.0308,0.5884
10-JUN-2025,500068,14114.55,14054.00,0.0043,0.0177,0.0177,0.3382
10-JUN-2025,500069,399.15,387.10,0.0307,0.0297,0.0297,0.5674
10-JUN-2025,500123,10456.05,10442.20,0.0013,0.0240,0.0239,0.4566
10-JUN-2025,500142,9.73,9.88,-0.0153,0.0421,0.0420,0.8024
10-JUN-2025,500143,186.85,170.65,0.0907,0.0339,0.0344,0.6572
10-JUN-2025,500147,3688.20,3646.00,0.0115,0.0358,0.0357,0.6820
10-JUN-2025,500159,141.05,131.00,0.0739,0.0247,0.0252,0.4814
10-JUN-2025,500166,214.35,217.25,-0.0134,0.0277,0.0277,0.5292
10-JUN-2025,500168,951.35,958.25,-0.0072,0.0135,0.0135,0.2579
10-JUN-2025,500170,26.94,25.36,0.0604,0.0317,0.0320,0.6114
10-JUN-2025,500192,2.41,2.37,0.0167,0.0291,0.0291,0.5560
10-JUN-2025,500202,10.59,10.60,-0.0009,0.0437,0.0436,0.8330
10-JUN-2025,500206,83.59,84.81,-0.0145,0.0352,0.0351,0.6706
10-JUN-2025,500213,505.45,507.80,-0.0046,0.0291,0.0290,0.5540
10-JUN-2025,500220,214.85,214.00,0.0040,0.0348,0.0347,0.6629
10-JUN-2025,500239,17.15,17.44,-0.0168,0.0318,0.0318,0.6075
10-JUN-2025,500240,206.15,214.65,-0.0404,0.0288,0.0289,0.5521
10-JUN-2025,500245,579.80,583.50,-0.0064,0.0248,0.0248,0.4738
10-JUN-2025,500246,95.00,95.00,0.0000,0.0445,0.0444,0.8483
10-JUN-2025,500248,6.15,6.15,0.0000,0.0298,0.0297,0.5674
10-JUN-2025,500264,127.95,129.35,-0.0109,0.0326,0.0325,0.6209
10-JUN-2025,500267,314.35,312.95,0.0045,0.0294,0.0294,0.5617
10-JUN-2025,500270,166.85,169.90,-0.0181,0.0283,0.0282,0.5388
10-JUN-2025,500277,8.10,8.54,-0.0529,0.0380,0.0381,0.7279
10-JUN-2025,500285,43.64,43.41,0.0053,0.0351,0.0350,0.6687
10-JUN-2025,500298,1141.35,1007.85,0.1244,0.0333,0.0344,0.6572
10-JUN-2025,500306,166.80,170.95,-0.0246,0.0376,0.0375,0.7164
10-JUN-2025,500307,514.70,515.25,-0.0011,0.0130,0.0130,0.2484
10-JUN-2025,500319,112.24,112.95,-0.0063,0.0347,0.0347,0.6629
10-JUN-2025,500322,173.85,158.05,0.0953,0.0314,0.0321,0.6133
10-JUN-2025,500346,60.98,60.34,0.0106,0.0355,0.0354,0.6763
10-JUN-2025,500357,12.99,13.50,-0.0385,0.0305,0.0305,0.5827
10-JUN-2025,500360,78.81,71.71,0.0944,0.0348,0.0354,0.6763
10-JUN-2025,500365,35.96,35.10,0.0242,0.0316,0.0315,0.6018
10-JUN-2025,500370,42.87,42.83,0.0009,0.0370,0.0369,0.7050
10-JUN-2025,500388,48.63,50.83,-0.0442,0.0324,0.0325,0.6209
10-JUN-2025,500389,11.57,11.35,0.0192,0.0257,0.0257,0.4910
