Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
02-JUN-2025,20MICRONS,222.38,225.83,-0.0154,0.0326,0.0325,0.6209
02-JUN-2025,21STCENMGM,69.61,71.02,-0.0201,0.0189,0.0190,0.3630
02-JUN-2025,360ONE,1019.50,997.45,0.0219,0.0268,0.0268,0.5120
02-JUN-2025,3IINFOLTD,25.18,24.82,0.0144,0.0309,0.0309,0.5903
02-JUN-2025,3MINDIA,29295.00,29270.00,0.0009,0.0176,0.0175,0.3343
02-JUN-2025,3PLAND,52.15,48.33,0.0761,0.0371,0.0374,0.7145
02-JUN-2025,500009,37.10,37.87,-0.0205,0.0338,0.0337,0.6438
02-JUN-2025,500012,55.28,56.21,-0.0167,0.0269,0.0269,0.5139
02-JUN-2025,500014,5.42,5.42,0.0000,0.0287,0.0286,0.5464
02-JUN-2025,500016,10.62,10.67,-0.0047,0.0348,0.0347,0.6629
02-JUN-2025,500028,37.09,36.93,0.0043,0.0350,0.0349,0.6668
02-JUN-2025,500058,13.04,13.56,-0.0391,0.0311,0.0312,0.5961
02-JUN-2025,500068,13965.05,13977.65,-0.0009,0.0179,0.0179,0.3420
02-JUN-2025,500069,388.00,388.60,-0.0015,0.0300,0.0299,0.5712
02-JUN-2025,500123,10151.75,9720.15,0.0434,0.0240,0.0241,0.4604
02-JUN-2025,500142,11.05,11.25,-0.0179,0.0423,0.0422,0.8062
02-JUN-2025,500143,167.00,161.50,0.0335,0.0336,0.0336,0.6419
02-JUN-2025,500147,3828.80,3629.85,0.0534,0.0359,0.0360,0.6878
02-JUN-2025,500159,130.45,128.35,0.0162,0.0249,0.0249,0.4757
02-JUN-2025,500166,201.35,195.10,0.0315,0.0272,0.0273,0.5216
02-JUN-2025,500168,926.30,939.35,-0.0140,0.0135,0.0135,0.2579
02-JUN-2025,500170,25.88,26.75,-0.0331,0.0315,0.0315,0.6018
02-JUN-2025,500192,2.45,2.46,-0.0041,0.0295,0.0294,0.5617
02-JUN-2025,500202,10.38,10.24,0.0136,0.0442,0.0441,0.8425
02-JUN-2025,500206,81.75,83.51,-0.0213,0.0356,0.0355,0.6782
02-JUN-2025,500213,505.60,506.55,-0.0019,0.0295,0.0295,0.5636
02-JUN-2025,500220,205.15,202.40,0.0135,0.0350,0.0349,0.6668
02-JUN-2025,500239,16.58,18.09,-0.0872,0.0316,0.0321,0.6133
02-JUN-2025,500240,191.00,181.80,0.0494,0.0286,0.0288,0.5502
02-JUN-2025,500245,569.15,577.90,-0.0153,0.0248,0.0248,0.4738
02-JUN-2025,500246,101.90,102.48,-0.0057,0.0450,0.0449,0.8578
02-JUN-2025,500248,6.15,6.15,0.0000,0.0299,0.0298,0.5693
02-JUN-2025,500264,126.20,127.45,-0.0099,0.0330,0.0330,0.6305
02-JUN-2025,500267,311.05,316.85,-0.0185,0.0298,0.0297,0.5674
02-JUN-2025,500270,167.20,163.35,0.0233,0.0285,0.0285,0.5445
02-JUN-2025,500277,7.90,7.90,0.0000,0.0381,0.0380,0.7260
02-JUN-2025,500285,44.02,44.97,-0.0214,0.0354,0.0353,0.6744
02-JUN-2025,500298,994.50,970.25,0.0247,0.0338,0.0337,0.6438
02-JUN-2025,500306,164.55,151.65,0.0816,0.0376,0.0379,0.7241
02-JUN-2025,500307,514.20,522.00,-0.0151,0.0131,0.0131,0.2503
02-JUN-2025,500319,108.62,98.61,0.0967,0.0341,0.0347,0.6629
02-JUN-2025,500322,133.00,132.95,0.0004,0.0306,0.0305,0.5827
02-JUN-2025,500346,59.36,54.98,0.0767,0.0345,0.0349,0.6668
02-JUN-2025,500357,13.07,13.75,-0.0507,0.0305,0.0307,0.5865
02-JUN-2025,500358,10.94,10.94,0.0000,0.0262,0.0261,0.4986
02-JUN-2025,500360,70.45,68.02,0.0351,0.0351,0.0351,0.6706
02-JUN-2025,500365,32.83,32.50,0.0101,0.0319,0.0318,0.6075
02-JUN-2025,500370,42.04,42.17,-0.0031,0.0374,0.0373,0.7126
02-JUN-2025,500388,48.66,49.14,-0.0098,0.0327,0.0326,0.6228
02-JUN-2025,500389,10.84,11.00,-0.0147,0.0260,0.0259,0.4948
02-JUN-2025,500414,263.95,263.25,0.0027,0.0353,0.0352,0.6725
02-JUN-2025,500421,16.45,16.80,-0.0211,0.0307,0.0307,0.5865
02-JUN-2025,500422,40.17,40.53,-0.0089,0.0399,0.0398,0.7604
02-JUN-2025,500426,2.89,2.87,0.0069,0.0304,0.0303,0.5789
02-JUN-2025,500449,35.01,35.72,-0.0201,0.0374,0.0374,0.7145
02-JUN-2025,500450,554.00,553.10,0.0016,0.0282,0.0281,0.5368
02-JUN-2025,500458,25.30,25.07,0.0091,0.0331,0.0330,0.6305
02-JUN-2025,500672,1012.15,1041.65,-0.0287,0.0208,0.0209,0.3993
02-JUN-2025,501110,7.15,7.15,0.0000,0.0009,0.0009,0.0172
02-JUN-2025,501111,11.57,11.57,0.0000,0.0025,0.0025,0.0478
02-JUN-2025,501144,177.65,177.70,-0.0003,0.0232,0.0231,0.4413
02-JUN-2025,501148,385.00,391.00,-0.0155,0.0158,0.0158,0.3019
02-JUN-2025,501151,1036.00,1036.00,0.0000,0.0117,0.0117,0.2235
02-JUN-2025,501261,431.90,431.90,0.0000,0.0087,0.0086,0.1643
02-JUN-2025,501270,1.34,1.34,0.0000,0.0012,0.0012,0.0229
02-JUN-2025,501298,6224.60,6200.00,0.0040,0.0284,0.0283,0.5407
02-JUN-2025,501311,11.70,11.47,0.0199,0.0296,0.0296,0.5655
02-JUN-2025,501314,0.83,0.81,0.0244,0.0432,0.0431,0.8234
02-JUN-2025,501351,91.00,91.79,-0.0086,0.0269,0.0269,0.5139
02-JUN-2025,501370,135.00,135.55,-0.0041,0.0361,0.0360,0.6878
02-JUN-2025,501386,11.73,11.73,0.0000,0.0125,0.0124,0.2369
02-JUN-2025,501391,739.20,771.55,-0.0428,0.0363,0.0364,0.6954
02-JUN-2025,501421,4039.60,4252.20,-0.0513,0.0354,0.0355,0.6782
02-JUN-2025,501430,1706.75,1801.00,-0.0538,0.0332,0.0334,0.6381
02-JUN-2025,501477,217.95,224.00,-0.0274,0.0317,0.0317,0.6056
02-JUN-2025,501479,11.02,11.02,0.0000,0.0000,0.0000,0.0000
02-JUN-2025,501622,55.99,56.00,-0.0002,0.0282,0.0281,0.5368
02-JUN-2025,501630,24.48,24.48,0.0000,0.0030,0.0030,0.0573
02-JUN-2025,501700,11.02,11.22,-0.0180,0.0308,0.0307,0.5865
02-JUN-2025,501833,26.75,27.09,-0.0126,0.0378,0.0377,0.7203
02-JUN-2025,501848,94.45,83.29,0.1257,0.0351,0.0361,0.6897
02-JUN-2025,501945,5.29,5.29,0.0000,0.0130,0.0130,0.2484
02-JUN-2025,502015,34.59,34.98,-0.0112,0.0395,0.0394,0.7527
02-JUN-2025,502133,67.50,67.01,0.0073,0.0275,0.0274,0.5235
02-JUN-2025,502250,490.60,516.40,-0.0513,0.0313,0.0314,0.5999
02-JUN-2025,502271,26.25,25.00,0.0488,0.0213,0.0215,0.4108
02-JUN-2025,502281,14.06,14.07,-0.0007,0.0325,0.0324,0.6190
02-JUN-2025,502294,41.74,43.39,-0.0388,0.0413,0.0412,0.7871
02-JUN-2025,502445,47.53,46.90,0.0133,0.0331,0.0330,0.6305
02-JUN-2025,502587,85.70,80.49,0.0627,0.0267,0.0270,0.5158
02-JUN-2025,502589,131.50,137.70,-0.0461,0.0340,0.0340,0.6496
