Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
24-JUN-2025,20MICRONS,228.27,222.89,0.0239,0.0322,0.0322,0.6152
24-JUN-2025,21STCENMGM,64.10,65.05,-0.0147,0.0186,0.0186,0.3554
24-JUN-2025,360ONE,1147.70,1157.45,-0.0085,0.0266,0.0265,0.5063
24-JUN-2025,3IINFOLTD,25.04,24.58,0.0185,0.0302,0.0302,0.5770
24-JUN-2025,3MINDIA,28415.00,28390.00,0.0009,0.0170,0.0169,0.3229
24-JUN-2025,3PLAND,51.27,50.89,0.0074,0.0373,0.0372,0.7107
24-JUN-2025,500009,35.73,35.33,0.0113,0.0327,0.0326,0.6228
24-JUN-2025,500012,54.33,53.53,0.0148,0.0259,0.0259,0.4948
24-JUN-2025,500014,4.79,4.99,-0.0409,0.0283,0.0283,0.5407
24-JUN-2025,500016,9.85,9.37,0.0500,0.0340,0.0341,0.6515
24-JUN-2025,500028,39.25,36.44,0.0743,0.0346,0.0350,0.6687
24-JUN-2025,500058,14.96,14.00,0.0663,0.0315,0.0317,0.6056
24-JUN-2025,500068,13869.55,13620.05,0.0182,0.0174,0.0174,0.3324
24-JUN-2025,500069,388.20,380.45,0.0202,0.0293,0.0292,0.5579
24-JUN-2025,500123,11427.10,11541.15,-0.0099,0.0240,0.0240,0.4585
24-JUN-2025,500142,9.77,10.00,-0.0233,0.0415,0.0414,0.7909
24-JUN-2025,500143,188.15,188.20,-0.0003,0.0347,0.0346,0.6610
24-JUN-2025,500147,3477.05,3527.30,-0.0143,0.0356,0.0356,0.6801
24-JUN-2025,500159,129.45,128.20,0.0097,0.0250,0.0249,0.4757
24-JUN-2025,500166,200.80,200.05,0.0037,0.0275,0.0274,0.5235
24-JUN-2025,500168,922.85,920.05,0.0030,0.0132,0.0132,0.2522
24-JUN-2025,500170,26.81,26.55,0.0097,0.0317,0.0316,0.6037
24-JUN-2025,500192,2.31,2.32,-0.0043,0.0298,0.0297,0.5674
24-JUN-2025,500202,10.30,10.00,0.0296,0.0432,0.0431,0.8234
24-JUN-2025,500206,80.48,81.06,-0.0072,0.0345,0.0344,0.6572
24-JUN-2025,500213,502.25,502.20,0.0001,0.0285,0.0284,0.5426
24-JUN-2025,500220,199.05,196.90,0.0109,0.0344,0.0343,0.6553
24-JUN-2025,500239,17.09,17.22,-0.0076,0.0314,0.0314,0.5999
24-JUN-2025,500240,253.55,262.90,-0.0362,0.0316,0.0317,0.6056
24-JUN-2025,500245,584.60,578.85,0.0099,0.0243,0.0242,0.4623
24-JUN-2025,500246,91.85,88.00,0.0428,0.0445,0.0445,0.8502
24-JUN-2025,500248,6.15,6.15,0.0000,0.0290,0.0289,0.5521
24-JUN-2025,500264,125.60,123.30,0.0185,0.0319,0.0319,0.6094
24-JUN-2025,500267,302.95,301.00,0.0065,0.0288,0.0287,0.5483
24-JUN-2025,500270,158.55,160.00,-0.0091,0.0277,0.0276,0.5273
24-JUN-2025,500277,7.59,7.66,-0.0092,0.0378,0.0378,0.7222
24-JUN-2025,500285,41.81,40.93,0.0213,0.0347,0.0346,0.6610
24-JUN-2025,500298,996.00,993.00,0.0030,0.0343,0.0342,0.6534
24-JUN-2025,500306,149.85,144.20,0.0384,0.0372,0.0372,0.7107
24-JUN-2025,500307,506.45,505.65,0.0016,0.0128,0.0127,0.2426
24-JUN-2025,500319,113.64,114.89,-0.0109,0.0344,0.0343,0.6553
24-JUN-2025,500322,169.45,162.05,0.0447,0.0328,0.0329,0.6286
24-JUN-2025,500346,57.05,57.10,-0.0009,0.0349,0.0348,0.6649
24-JUN-2025,500357,13.49,12.89,0.0455,0.0308,0.0309,0.5903
24-JUN-2025,500360,76.90,73.17,0.0497,0.0349,0.0350,0.6687
24-JUN-2025,500365,34.73,35.32,-0.0168,0.0314,0.0313,0.5980
24-JUN-2025,500370,45.33,47.23,-0.0411,0.0395,0.0395,0.7546
24-JUN-2025,500388,47.97,48.00,-0.0006,0.0324,0.0323,0.6171
