Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
20-MAY-2026,20MICRONS,179.46,165.18,0.0829,0.0288,0.0293,0.5598
20-MAY-2026,21STCENMGM,31.49,30.92,0.0183,0.0199,0.0199,0.3802
20-MAY-2026,360ONE,1107.40,1098.40,0.0082,0.0216,0.0216,0.4127
20-MAY-2026,3BBLACKBIO,1263.00,1267.70,-0.0037,0.0335,0.0335,0.6400
20-MAY-2026,3IINFOLTD,17.64,17.61,0.0017,0.0248,0.0248,0.4738
20-MAY-2026,3MINDIA,31140.00,31810.00,-0.0213,0.0186,0.0186,0.3554
20-MAY-2026,3PLAND,32.49,32.49,0.0000,0.0284,0.0283,0.5407
20-MAY-2026,500012,37.82,37.87,-0.0013,0.0272,0.0272,0.5197
20-MAY-2026,500014,4.10,4.22,-0.0288,0.0295,0.0295,0.5636
20-MAY-2026,500016,8.45,8.49,-0.0047,0.0335,0.0334,0.6381
20-MAY-2026,500028,31.38,31.23,0.0048,0.0309,0.0308,0.5884
20-MAY-2026,500051,5.25,5.15,0.0192,0.0227,0.0226,0.4318
20-MAY-2026,500058,12.99,13.13,-0.0107,0.0313,0.0313,0.5980
20-MAY-2026,500069,269.00,261.75,0.0273,0.0243,0.0243,0.4643
20-MAY-2026,500142,11.59,12.01,-0.0356,0.0416,0.0416,0.7948
20-MAY-2026,500143,745.00,750.00,-0.0067,0.0344,0.0343,0.6553
20-MAY-2026,500166,177.00,172.65,0.0249,0.0220,0.0220,0.4203
20-MAY-2026,500170,26.23,25.52,0.0274,0.0308,0.0307,0.5865
20-MAY-2026,500192,1.86,1.87,-0.0054,0.0330,0.0329,0.6286
20-MAY-2026,500202,7.65,7.65,0.0000,0.0333,0.0332,0.6343
20-MAY-2026,500206,64.83,63.03,0.0282,0.0348,0.0348,0.6649
20-MAY-2026,500213,315.45,301.70,0.0446,0.0249,0.0250,0.4776
20-MAY-2026,500220,158.70,154.80,0.0249,0.0298,0.0298,0.5693
20-MAY-2026,500239,15.94,15.61,0.0209,0.0319,0.0319,0.6094
20-MAY-2026,500240,225.30,228.90,-0.0159,0.0318,0.0318,0.6075
20-MAY-2026,500246,85.49,81.42,0.0488,0.0426,0.0426,0.8139
20-MAY-2026,500248,5.21,5.21,0.0000,0.0262,0.0261,0.4986
20-MAY-2026,500270,124.30,126.85,-0.0203,0.0226,0.0226,0.4318
20-MAY-2026,500277,6.50,6.92,-0.0626,0.0414,0.0415,0.7929
