Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
13-JUN-2025,20MICRONS,224.71,228.13,-0.0151,0.0324,0.0323,0.6171
13-JUN-2025,21STCENMGM,65.01,66.22,-0.0184,0.0188,0.0188,0.3592
13-JUN-2025,360ONE,1140.50,1081.40,0.0532,0.0266,0.0268,0.5120
13-JUN-2025,3IINFOLTD,25.51,25.91,-0.0156,0.0306,0.0306,0.5846
13-JUN-2025,3MINDIA,29145.00,29230.00,-0.0029,0.0172,0.0172,0.3286
13-JUN-2025,3PLAND,52.98,56.57,-0.0656,0.0374,0.0376,0.7183
13-JUN-2025,500009,36.36,36.74,-0.0104,0.0332,0.0331,0.6324
13-JUN-2025,500012,54.71,55.22,-0.0093,0.0264,0.0263,0.5025
13-JUN-2025,500014,5.12,5.15,-0.0058,0.0284,0.0283,0.5407
13-JUN-2025,500016,10.07,10.33,-0.0255,0.0343,0.0343,0.6553
13-JUN-2025,500028,38.33,40.66,-0.0590,0.0349,0.0350,0.6687
13-JUN-2025,500058,15.05,13.76,0.0896,0.0310,0.0315,0.6018
13-JUN-2025,500068,13850.95,13822.95,0.0020,0.0176,0.0176,0.3362
13-JUN-2025,500069,396.05,398.45,-0.0060,0.0297,0.0296,0.5655
13-JUN-2025,500123,10399.15,10484.25,-0.0082,0.0239,0.0239,0.4566
13-JUN-2025,500142,9.94,10.00,-0.0060,0.0418,0.0417,0.7967
13-JUN-2025,500143,201.00,194.95,0.0306,0.0346,0.0346,0.6610
13-JUN-2025,500147,3550.40,3595.80,-0.0127,0.0356,0.0355,0.6782
13-JUN-2025,500159,130.45,131.50,-0.0080,0.0253,0.0253,0.4834
13-JUN-2025,500166,214.20,216.75,-0.0118,0.0277,0.0276,0.5273
13-JUN-2025,500168,942.25,945.95,-0.0039,0.0134,0.0134,0.2560
13-JUN-2025,500170,27.97,27.25,0.0261,0.0318,0.0318,0.6075
13-JUN-2025,500192,2.51,2.41,0.0407,0.0291,0.0292,0.5579
13-JUN-2025,500202,9.56,10.00,-0.0450,0.0435,0.0435,0.8311
13-JUN-2025,500206,82.00,82.29,-0.0035,0.0349,0.0348,0.6649
13-JUN-2025,500213,501.90,502.70,-0.0016,0.0289,0.0288,0.5502
13-JUN-2025,500220,207.15,212.75,-0.0267,0.0346,0.0345,0.6591
13-JUN-2025,500239,16.64,16.81,-0.0102,0.0317,0.0316,0.6037
13-JUN-2025,500240,212.80,205.95,0.0327,0.0287,0.0288,0.5502
13-JUN-2025,500245,576.55,579.10,-0.0044,0.0247,0.0246,0.4700
13-JUN-2025,500246,90.75,95.70,-0.0531,0.0447,0.0447,0.8540
13-JUN-2025,500248,6.15,6.15,0.0000,0.0295,0.0295,0.5636
13-JUN-2025,500264,125.95,126.45,-0.0040,0.0324,0.0323,0.6171
13-JUN-2025,500267,308.35,312.80,-0.0143,0.0293,0.0292,0.5579
13-JUN-2025,500270,163.00,165.35,-0.0143,0.0281,0.0280,0.5349
13-JUN-2025,500277,7.99,7.89,0.0126,0.0382,0.0381,0.7279
13-JUN-2025,500285,43.81,44.68,-0.0197,0.0350,0.0349,0.6668
13-JUN-2025,500298,1041.05,1046.35,-0.0051,0.0346,0.0346,0.6610
13-JUN-2025,500306,161.60,160.35,0.0078,0.0374,0.0373,0.7126
13-JUN-2025,500307,512.00,515.70,-0.0072,0.0129,0.0129,0.2465
13-JUN-2025,500319,108.94,109.44,-0.0046,0.0345,0.0344,0.6572
13-JUN-2025,500322,182.05,191.60,-0.0511,0.0323,0.0324,0.6190
