Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
25-JUN-2025,20MICRONS,231.62,228.27,0.0146,0.0322,0.0321,0.6133
25-JUN-2025,21STCENMGM,62.45,64.10,-0.0261,0.0186,0.0186,0.3554
25-JUN-2025,360ONE,1190.00,1147.70,0.0362,0.0265,0.0266,0.5082
25-JUN-2025,3IINFOLTD,25.81,25.04,0.0303,0.0302,0.0302,0.5770
25-JUN-2025,3MINDIA,28500.00,28415.00,0.0030,0.0169,0.0169,0.3229
25-JUN-2025,3PLAND,50.45,51.27,-0.0161,0.0372,0.0371,0.7088
25-JUN-2025,500009,35.52,35.73,-0.0059,0.0326,0.0326,0.6228
25-JUN-2025,500012,54.86,54.33,0.0097,0.0259,0.0258,0.4929
25-JUN-2025,500014,4.82,4.79,0.0062,0.0283,0.0283,0.5407
25-JUN-2025,500016,9.38,9.85,-0.0489,0.0341,0.0342,0.6534
25-JUN-2025,500028,39.01,39.25,-0.0061,0.0350,0.0349,0.6668
25-JUN-2025,500058,16.02,14.96,0.0685,0.0317,0.0320,0.6114
25-JUN-2025,500068,13850.00,13869.55,-0.0014,0.0174,0.0174,0.3324
25-JUN-2025,500069,387.50,388.20,-0.0018,0.0292,0.0292,0.5579
25-JUN-2025,500123,11930.70,11427.10,0.0431,0.0240,0.0241,0.4604
25-JUN-2025,500142,9.74,9.77,-0.0031,0.0414,0.0413,0.7890
25-JUN-2025,500143,188.15,188.15,0.0000,0.0346,0.0345,0.6591
25-JUN-2025,500147,3484.20,3477.05,0.0021,0.0356,0.0355,0.6782
25-JUN-2025,500159,132.00,129.45,0.0195,0.0249,0.0249,0.4757
25-JUN-2025,500166,205.65,200.80,0.0239,0.0274,0.0274,0.5235
25-JUN-2025,500168,938.35,922.85,0.0167,0.0132,0.0132,0.2522
25-JUN-2025,500170,26.52,26.81,-0.0109,0.0316,0.0316,0.6037
25-JUN-2025,500192,2.28,2.31,-0.0131,0.0297,0.0297,0.5674
25-JUN-2025,500202,10.28,10.30,-0.0019,0.0431,0.0430,0.8215
25-JUN-2025,500206,81.25,80.48,0.0095,0.0344,0.0343,0.6553
25-JUN-2025,500213,511.65,502.25,0.0185,0.0284,0.0283,0.5407
25-JUN-2025,500220,200.35,199.05,0.0065,0.0343,0.0342,0.6534
25-JUN-2025,500239,17.49,17.09,0.0231,0.0314,0.0313,0.5980
25-JUN-2025,500240,254.25,253.55,0.0028,0.0317,0.0316,0.6037
25-JUN-2025,500245,595.95,584.60,0.0192,0.0242,0.0242,0.4623
25-JUN-2025,500246,89.00,91.85,-0.0315,0.0445,0.0445,0.8502
25-JUN-2025,500248,6.15,6.15,0.0000,0.0289,0.0289,0.5521
25-JUN-2025,500264,126.15,125.60,0.0044,0.0319,0.0318,0.6075
25-JUN-2025,500267,308.00,302.95,0.0165,0.0287,0.0287,0.5483
25-JUN-2025,500270,165.05,158.55,0.0402,0.0276,0.0277,0.5292
25-JUN-2025,500277,7.95,7.59,0.0463,0.0378,0.0378,0.7222
25-JUN-2025,500285,41.88,41.81,0.0017,0.0346,0.0345,0.6591
25-JUN-2025,500298,1011.65,996.00,0.0156,0.0342,0.0341,0.6515
25-JUN-2025,500306,151.75,149.85,0.0126,0.0372,0.0371,0.7088
25-JUN-2025,500307,505.80,506.45,-0.0013,0.0127,0.0127,0.2426
25-JUN-2025,500319,114.71,113.64,0.0094,0.0343,0.0342,0.6534
25-JUN-2025,500322,169.40,169.45,-0.0003,0.0329,0.0328,0.6266
25-JUN-2025,500346,58.65,57.05,0.0277,0.0348,0.0348,0.6649
25-JUN-2025,500357,13.50,13.49,0.0007,0.0309,0.0308,0.5884
25-JUN-2025,500360,72.20,76.90,-0.0631,0.0350,0.0352,0.6725
25-JUN-2025,500365,35.40,34.73,0.0191,0.0313,0.0313,0.5980
25-JUN-2025,500370,47.04,45.33,0.0370,0.0395,0.0395,0.7546
25-JUN-2025,500388,47.95,47.97,-0.0004,0.0323,0.0322,0.6152
25-JUN-2025,500389,11.74,12.06,-0.0269,0.0257,0.0257,0.4910
25-JUN-2025,500414,251.00,264.20,-0.0513,0.0344,0.0345,0.6591
25-JUN-2025,500421,16.23,16.00,0.0143,0.0302,0.0301,0.5751
25-JUN-2025,500422,39.09,39.39,-0.0076,0.0385,0.0384,0.7336
25-JUN-2025,500426,2.80,2.78,0.0072,0.0295,0.0294,0.5617
25-JUN-2025,500449,35.80,35.10,0.0197,0.0362,0.0361,0.6897
25-JUN-2025,500450,500.00,521.35,-0.0418,0.0295,0.0295,0.5636
25-JUN-2025,500458,30.70,29.44,0.0419,0.0333,0.0334,0.6381
25-JUN-2025,500672,1021.15,1015.05,0.0060,0.0203,0.0202,0.3859
25-JUN-2025,501110,7.15,7.15,0.0000,0.0008,0.0008,0.0153
25-JUN-2025,501111,11.57,11.57,0.0000,0.0024,0.0024,0.0459
25-JUN-2025,501148,396.30,388.55,0.0197,0.0159,0.0159,0.3038
25-JUN-2025,501261,453.45,431.90,0.0487,0.0083,0.0090,0.1719
25-JUN-2025,501270,1.34,1.34,0.0000,0.0012,0.0012,0.0229
25-JUN-2025,501298,6767.00,6799.00,-0.0047,0.0274,0.0273,0.5216
25-JUN-2025,501311,13.20,13.20,0.0000,0.0295,0.0294,0.5617
25-JUN-2025,501314,0.77,0.80,-0.0382,0.0420,0.0420,0.8024
25-JUN-2025,501351,84.68,85.00,-0.0038,0.0273,0.0273,0.5216
25-JUN-2025,501370,141.00,147.90,-0.0478,0.0362,0.0362,0.6916
25-JUN-2025,501386,11.73,11.73,0.0000,0.0119,0.0119,0.2273
25-JUN-2025,501391,982.50,897.45,0.0905,0.0364,0.0369,0.7050
25-JUN-2025,501421,3843.45,3862.45,-0.0049,0.0352,0.0351,0.6706
25-JUN-2025,501430,1900.35,1975.00,-0.0385,0.0326,0.0326,0.6228
25-JUN-2025,501477,316.75,294.90,0.0715,0.0326,0.0329,0.6286
25-JUN-2025,501479,11.02,11.02,0.0000,0.0000,0.0000,0.0000
25-JUN-2025,501622,55.39,55.39,0.0000,0.0281,0.0280,0.5349
25-JUN-2025,501630,24.48,24.48,0.0000,0.0029,0.0029,0.0554
25-JUN-2025,501700,10.14,10.11,0.0030,0.0300,0.0300,0.5731
25-JUN-2025,501833,25.20,24.28,0.0372,0.0365,0.0365,0.6973
25-JUN-2025,501848,89.60,88.90,0.0078,0.0356,0.0355,0.6782
25-JUN-2025,501945,5.34,5.25,0.0170,0.0129,0.0129,0.2465
25-JUN-2025,502015,33.07,32.85,0.0067,0.0381,0.0380,0.7260
25-JUN-2025,502133,67.90,67.44,0.0068,0.0267,0.0266,0.5082
25-JUN-2025,502250,327.00,342.25,-0.0456,0.0325,0.0326,0.6228
25-JUN-2025,502281,13.89,13.91,-0.0014,0.0314,0.0313,0.5980
25-JUN-2025,502294,39.54,40.80,-0.0314,0.0408,0.0407,0.7776
25-JUN-2025,502445,53.26,54.65,-0.0258,0.0359,0.0358,0.6840
25-JUN-2025,502587,84.28,82.34,0.0233,0.0274,0.0274,0.5235
25-JUN-2025,502589,141.85,135.85,0.0432,0.0332,0.0333,0.6362
25-JUN-2025,502850,13.65,13.65,0.0000,0.0054,0.0054,0.1032
25-JUN-2025,502865,431.45,422.25,0.0216,0.0320,0.0319,0.6094
25-JUN-2025,502873,105.00,104.50,0.0048,0.0323,0.0322,0.6152
25-JUN-2025,502893,93.30,97.24,-0.0414,0.0430,0.0430,0.8215
25-JUN-2025,502901,121.06,119.77,0.0107,0.0310,0.0309,0.5903
25-JUN-2025,502933,165.00,158.10,0.0427,0.0305,0.0306,0.5846
25-JUN-2025,502958,9158.25,9206.55,-0.0053,0.0265,0.0264,0.5044
25-JUN-2025,503092,35.01,35.01,0.0000,0.0461,0.0460,0.8788
25-JUN-2025,503127,4990.00,4999.00,-0.0018,0.0303,0.0302,0.5770
25-JUN-2025,503229,183.65,188.10,-0.0239,0.0383,0.0383,0.7317
25-JUN-2025,503349,6634.05,6740.00,-0.0158,0.0317,0.0317,0.6056
25-JUN-2025,503622,7.71,7.71,0.0000,0.0033,0.0033,0.0630
25-JUN-2025,503624,8.95,8.92,0.0034,0.0375,0.0374,0.7145
25-JUN-2025,503626,10.50,10.50,0.0000,0.0000,0.0000,0.0000
25-JUN-2025,503635,14.58,14.58,0.0000,0.0036,0.0036,0.0688
25-JUN-2025,503639,9.55,9.55,0.0000,0.0102,0.0101,0.1930
25-JUN-2025,503641,10.75,10.68,0.0065,0.0264,0.0264,0.5044
25-JUN-2025,503657,17.95,17.98,-0.0017,0.0351,0.0350,0.6687
25-JUN-2025,503659,86.00,86.00,0.0000,0.0309,0.0308,0.5884
25-JUN-2025,503663,3.22,3.11,0.0348,0.0338,0.0338,0.6457
25-JUN-2025,503671,4.55,4.55,0.0000,0.0000,0.0000,0.0000
25-JUN-2025,503675,1.21,1.20,0.0083,0.0341,0.0340,0.6496
25-JUN-2025,503681,128717.50,128699.75,0.0001,0.5256,0.5243,10.0167
25-JUN-2025,503685,23.12,22.69,0.0188,0.0381,0.0380,0.7260
25-JUN-2025,503689,3.20,3.20,0.0000,0.0000,0.0000,0.0000
25-JUN-2025,503696,55.00,55.00,0.0000,0.0000,0.0000,0.0000
25-JUN-2025,503772,56.70,56.70,0.0000,0.0296,0.0295,0.5636
25-JUN-2025,503776,44.79,44.79,0.0000,0.0368,0.0367,0.7012
25-JUN-2025,503804,329.95,331.20,-0.0038,0.0196,0.0196,0.3745
25-JUN-2025,503816,65.34,66.67,-0.0202,0.0333,0.0332,0.6343
25-JUN-2025,503837,13.97,12.98,0.0735,0.0347,0.0350,0.6687
25-JUN-2025,503863,12.33,12.33,0.0000,0.0274,0.0274,0.5235
25-JUN-2025,504000,113.82,109.35,0.0401,0.0331,0.0331,0.6324
