Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
05-JUN-2025,20MICRONS,229.31,217.54,0.0527,0.0324,0.0325,0.6209
05-JUN-2025,21STCENMGM,66.06,67.06,-0.0150,0.0190,0.0189,0.3611
05-JUN-2025,360ONE,1074.10,1024.25,0.0475,0.0267,0.0268,0.5120
05-JUN-2025,3IINFOLTD,24.51,24.79,-0.0114,0.0307,0.0307,0.5865
05-JUN-2025,3MINDIA,29630.00,29695.00,-0.0022,0.0175,0.0174,0.3324
05-JUN-2025,3PLAND,54.35,51.20,0.0597,0.0375,0.0376,0.7183
05-JUN-2025,500009,36.84,36.95,-0.0030,0.0336,0.0335,0.6400
05-JUN-2025,500012,55.23,55.07,0.0029,0.0267,0.0267,0.5101
05-JUN-2025,500014,5.48,5.42,0.0110,0.0286,0.0285,0.5445
05-JUN-2025,500016,10.57,10.88,-0.0289,0.0345,0.0345,0.6591
05-JUN-2025,500028,37.49,35.51,0.0543,0.0348,0.0350,0.6687
05-JUN-2025,500058,13.28,13.11,0.0129,0.0310,0.0310,0.5923
05-JUN-2025,500068,13880.05,13911.70,-0.0023,0.0178,0.0177,0.3382
05-JUN-2025,500069,377.40,380.00,-0.0069,0.0299,0.0298,0.5693
05-JUN-2025,500123,9914.10,9893.80,0.0020,0.0240,0.0240,0.4585
05-JUN-2025,500142,10.39,10.08,0.0303,0.0423,0.0422,0.8062
05-JUN-2025,500143,164.45,166.65,-0.0133,0.0335,0.0334,0.6381
05-JUN-2025,500147,3716.70,3865.90,-0.0394,0.0359,0.0359,0.6859
05-JUN-2025,500159,130.95,131.45,-0.0038,0.0249,0.0248,0.4738
05-JUN-2025,500166,199.45,198.75,0.0035,0.0271,0.0271,0.5177
05-JUN-2025,500168,923.50,928.25,-0.0051,0.0134,0.0134,0.2560
05-JUN-2025,500170,26.37,24.45,0.0756,0.0315,0.0318,0.6075
05-JUN-2025,500192,2.38,2.40,-0.0084,0.0293,0.0292,0.5579
05-JUN-2025,500202,10.37,10.27,0.0097,0.0440,0.0439,0.8387
05-JUN-2025,500206,84.13,81.93,0.0265,0.0354,0.0353,0.6744
05-JUN-2025,500213,505.30,506.40,-0.0022,0.0293,0.0293,0.5598
05-JUN-2025,500220,199.35,200.50,-0.0058,0.0348,0.0347,0.6629
05-JUN-2025,500239,17.12,17.16,-0.0023,0.0320,0.0320,0.6114
05-JUN-2025,500240,201.50,194.75,0.0341,0.0287,0.0288,0.5502
05-JUN-2025,500245,582.50,562.55,0.0348,0.0249,0.0249,0.4757
05-JUN-2025,500246,98.80,102.00,-0.0319,0.0447,0.0446,0.8521
05-JUN-2025,500264,129.20,126.30,0.0227,0.0328,0.0328,0.6266
05-JUN-2025,500267,302.45,307.15,-0.0154,0.0296,0.0295,0.5636
05-JUN-2025,500270,164.10,164.20,-0.0006,0.0284,0.0283,0.5407
05-JUN-2025,500277,8.08,8.17,-0.0111,0.0379,0.0378,0.7222
05-JUN-2025,500285,42.29,42.69,-0.0094,0.0352,0.0351,0.6706
05-JUN-2025,500298,1003.15,1005.15,-0.0020,0.0336,0.0335,0.6400
05-JUN-2025,500306,164.55,162.60,0.0119,0.0378,0.0377,0.7203
05-JUN-2025,500307,511.30,512.60,-0.0025,0.0131,0.0131,0.2503
