"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"JINDALSAW","Jindal Saw Limited","EQ","Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share","1","09-Oct-2024","09-Oct-2024","-","-"
"706GS2046","GOVERNMENT OF INDIA","GS","Interest Payment","100","09-Oct-2024","09-Oct-2024","-","-"
