"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"761GS2030","GOVERNMENT OF INDIA","GS","Interest Payment","100","08-Nov-2024","08-Nov-2024","-","-"
"GLOBAL","Global Education Limited","EQ","Extra Ordinary General Meeting","5","08-Nov-2024","-","11-Nov-2024","19-Nov-2024"
"CAMS","Computer Age Management Services Limited","EQ","Interim Dividend - Rs 14.5 Per Share/Special Dividend - Rs 10.5 Per Share","10","08-Nov-2024","08-Nov-2024","-","-"
"DABUR","Dabur India Limited","EQ","Interim Dividend - Rs 2.75 Per Share","1","08-Nov-2024","08-Nov-2024","-","-"
"IRB","IRB Infrastructure Developers Limited","EQ","Interim Dividend - Re 0.10 Per Share","1","08-Nov-2024","08-Nov-2024","-","-"
"PETRONET","Petronet LNG Limited","EQ","Interim Dividend - Rs 7 Per Share","10","08-Nov-2024","08-Nov-2024","-","-"
"RECLTD","REC Limited","EQ","Interim Dividend - Rs 4 Per Share","10","08-Nov-2024","08-Nov-2024","-","-"
"TCIEXP","TCI Express Limited","EQ","Interim Dividend - Rs 3 Per Share","2","08-Nov-2024","08-Nov-2024","-","-"
"ZEEL","Zee Entertainment Enterprises Limited","EQ","Dividend - Re 1 Per Share","1","08-Nov-2024","08-Nov-2024","-","-"
"BHINVIT","Bharat Highways INVIT","IV","Distribution - Rs 2.20 Per Unit Consisting Of Interest - Rs 1.66 Per Unit/ Dividend - Re 0.30 Per Unit/Return Of Capital 0.19 Per Unit/ Other Income 0.05 Per Unit","100","08-Nov-2024","08-Nov-2024","-","-"
"BIRET","Brookfield India Real Estate Trust","RR","Distribution - Rs 4.60 Per Unit Consisting Of Interest - Rs 1.66 Per Unit/ Repayment Of Spv Debt And Ncds - Rs 2.38 Per Unit/ Dividend - Re 0.51 Per Unit/ Interest On Fixed Deposit - Re 0.05 Per Unit","275","08-Nov-2024","09-Nov-2024","-","-"
"SHRADHA","Shradha Infraprojects Limited","EQ","Extra Ordinary General Meeting","5","08-Nov-2024","-","11-Nov-2024","19-Nov-2024"
"MOTISONS","Motisons Jewellers Limited","EQ","Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share","1","08-Nov-2024","09-Nov-2024","-","-"
"DIACABS","Diamond Power Infrastructure Limited","EQ","Extra Ordinary General Meeting","10","08-Nov-2024","-","09-Nov-2024","15-Nov-2024"
"RGL","Renaissance Global Limited","EQ","Extra Ordinary General Meeting","2","08-Nov-2024","-","09-Nov-2024","16-Nov-2024"
"ROTO","Roto Pumps Limited","EQ","Face Value Split (Sub-Division) - From Rs 2/- Per Share To Re 1/- Per Share","1","08-Nov-2024","08-Nov-2024","-","-"
"824GS2033","GOVERNMENT OF INDIA","GS","Interest Payment","100","08-Nov-2024","08-Nov-2024","-","-"
