"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"CALSOFT","California Software Company Limited","EQ","Annual General Meeting","10","30-Aug-2024","-","02-Sep-2024","09-Sep-2024"
"CAREERP","Career Point Limited","EQ","Interim Dividend - Re 1 Per Share","10","30-Aug-2024","30-Aug-2024","-","-"
"ITDC","India Tourism Development Corporation Limited","EQ","Annual General Meeting","10","30-Aug-2024","-","02-Sep-2024","06-Sep-2024"
"KAJARIACER","Kajaria Ceramics Limited","EQ","Annual General Meeting/Dividend - Rs 6 Per Share","1","30-Aug-2024","-","31-Aug-2024","06-Sep-2024"
"NAVA","NAVA LIMITED","EQ","Interim Dividend - Rs 4 Per Share","2","30-Aug-2024","01-Sep-2024","-","-"
"QUICKHEAL","Quick Heal Technologies Limited","EQ","Dividend - Rs 3 Per Share","10","30-Aug-2024","-","31-Aug-2024","06-Sep-2024"
"SUYOG","Suyog Telematics Limited","EQ","Dividend - Rs 1.25 Per Share","10","30-Aug-2024","30-Aug-2024","-","-"
"TVSSRICHAK","TVS Srichakra Limited","EQ","Annual General Meeting/Dividend - Rs 47.34 Per Share","10","30-Aug-2024","-","31-Aug-2024","12-Sep-2024"
"UFLEX","UFLEX Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","10","30-Aug-2024","-","31-Aug-2024","19-Sep-2024"
"UNITEDTEA","The United Nilgiri Tea Estates Company Limited","EQ","Annual General Meeting/Dividend - Rs 1.70 Per Share","10","30-Aug-2024","-","31-Aug-2024","06-Sep-2024"
"JSL","Jindal Stainless Limited","EQ","Dividend - Rs 2 Per Share","2","30-Aug-2024","30-Aug-2024","-","-"
"JTLIND","JTL INDUSTRIES LIMITED","EQ","Dividend - Re 0.25 Per Share","2","30-Aug-2024","30-Aug-2024","-","-"
"NCC","NCC Limited","EQ","Dividend - Rs 2.20 Per Share","2","30-Aug-2024","30-Aug-2024","-","-"
"OIL","Oil India Limited","EQ","Dividend - Rs 2.50 Per Sh","10","30-Aug-2024","30-Aug-2024","-","-"
"SARDAEN","Sarda Energy & Minerals Limited","EQ","Dividend - Re 1 Per Share","1","30-Aug-2024","30-Aug-2024","-","-"
"SHYAMMETL","Shyam Metalics and Energy Limited","EQ","Dividend - Rs 2.70 Per Share","10","30-Aug-2024","30-Aug-2024","-","-"
"VIJAYA","Vijaya Diagnostic Centre Limited","EQ","Dividend - Re 1 Per Share","1","30-Aug-2024","30-Aug-2024","-","-"
"WEIZMANIND","Weizmann Limited","EQ","Buy Back","10","30-Aug-2024","30-Aug-2024","-","-"
"EPACK","EPACK Durable Limited","EQ","Annual General Meeting","10","30-Aug-2024","-","31-Aug-2024","06-Sep-2024"
"MARSHALL","Marshall Machines Limited","EQ","Annual General Meeting","10","30-Aug-2024","-","31-Aug-2024","06-Sep-2024"
"MENONBE","Menon Bearings Limited","EQ","Annual General Meeting","1","30-Aug-2024","-","31-Aug-2024","06-Sep-2024"
"NDL","Nandan Denim Limited","EQ","Annual General Meeting","1","30-Aug-2024","-","31-Aug-2024","06-Sep-2024"
"SHYAMMETL","Shyam Metalics and Energy Limited","EQ","Annual General Meeting","10","30-Aug-2024","-","31-Aug-2024","06-Sep-2024"
"WEWIN","WE WIN LIMITED","EQ","Annual General Meeting","10","30-Aug-2024","-","31-Aug-2024","06-Sep-2024"
"FOCUS","Focus Lighting and Fixtures Limited","EQ","Dividend - Re 0.50 Per Share","2","30-Aug-2024","30-Aug-2024","-","-"
"GANESHHOUC","Ganesh Housing Corporation Limited","EQ","Dividend - Rs 11 Per Share","10","30-Aug-2024","30-Aug-2024","-","-"
"ITDC","India Tourism Development Corporation Limited","EQ","Dividend - Rs 2.52 Per Share","10","30-Aug-2024","30-Aug-2024","-","-"
"MOIL","MOIL Limited","EQ","Dividend - Rs 2.55 Per Share","10","30-Aug-2024","30-Aug-2024","-","-"
"PFC","Power Finance Corporation Limited","EQ","Interim Dividend - Rs 3.25 Per Share","10","30-Aug-2024","30-Aug-2024","-","-"
"ROHLTD","Royal Orchid Hotels Limited","EQ","Dividend - Rs 2.50 Per Share","10","30-Aug-2024","30-Aug-2024","-","-"
"SALZERELEC","Salzer Electronics Limited","EQ","Annual General Meeting / Dividend - Rs 2.50 Per Sh","10","30-Aug-2024","30-Aug-2024","-","-"
"CANTABIL","Cantabil Retail India Limited","EQ","Dividend - Re 0.50 Per Share","2","30-Aug-2024","30-Aug-2024","-","-"
"DUCON","Ducon Infratechnologies Limited","EQ","Rights 1:4 @ Premium Rs 6/-","1","30-Aug-2024","30-Aug-2024","-","-"
