"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"MANALIPETC","Manali Petrochemicals Limited","EQ","Annual General Meeting/Dividend - Rs 0.75 Per Share","5","10-Sep-2024","-","11-Sep-2024","18-Sep-2024"
"MSTCLTD","Mstc Limited","EQ","Annual General Meeting/Dividend - Rs 5 Per Share","10","10-Sep-2024","-","11-Sep-2024","18-Sep-2024"
"NAGREEKCAP","Nagreeka Capital & Infrastructure Limited","EQ","Annual General Meeting","5","10-Sep-2024","-","11-Sep-2024","17-Sep-2024"
"NOIDATOLL","Noida Toll Bridge Company Limited","EQ","Annual General Meeting","10","10-Sep-2024","-","11-Sep-2024","17-Sep-2024"
"AJOONI","Ajooni Biotech Limited","EQ","Annual General Meeting","2","10-Sep-2024","-","11-Sep-2024","17-Sep-2024"
"CLEDUCATE","CL Educate Limited","EQ","Annual General Meeting","5","10-Sep-2024","-","11-Sep-2024","17-Sep-2024"
"VEDL","Vedanta Limited","EQ","Interim Dividend - Rs 20 Per Share","1","10-Sep-2024","10-Sep-2024","-","-"
"SNOWMAN","Snowman Logistics Limited","EQ","Annual General Meeting","10","10-Sep-2024","-","11-Sep-2024","19-Sep-2024"
"SYRMA","Syrma SGS Technology Limited","EQ","Annual General Meeting","10","10-Sep-2024","-","11-Sep-2024","17-Sep-2024"
"JAICORPLTD","Jai Corp Limited","EQ","Buy Back","1","10-Sep-2024","10-Sep-2024","-","-"
"HIKAL","Hikal Limited","EQ","Annual General Meeting","2","10-Sep-2024","-","11-Sep-2024","17-Sep-2024"
"SYRMA","Syrma SGS Technology Limited","EQ","Dividend - Rs 1.50 Per Share","10","10-Sep-2024","10-Sep-2024","-","-"
"HCC","Hindustan Construction Company Limited","EQ","Annual General Meeting","1","10-Sep-2024","-","11-Sep-2024","17-Sep-2024"
