"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"ANDHRAPAP","ANDHRA PAPER LIMITED","EQ","Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share","2","11-Sep-2024","11-Sep-2024","-","-"
"POCL","Pondy Oxides & Chemicals Limited","EQ","Annual General Meeting/Dividend - Rs 5 Per Share","10","11-Sep-2024","-","12-Sep-2024","18-Sep-2024"
"SANDUMA","Sandur Manganese & Iron Ores Limited","EQ","Dividend - Re 1 Per Share","10","11-Sep-2024","11-Sep-2024","-","-"
"SUBROS","Subros Limited","EQ","Annual General Meeting/Dividend - Re 1.8 Per Share","2","11-Sep-2024","-","12-Sep-2024","18-Sep-2024"
"UTTAMSUGAR","Uttam Sugar Mills Limited","EQ","Annual General Meetingdividend - Rs 2.5 Per Share","10","11-Sep-2024","-","12-Sep-2024","18-Sep-2024"
"SGIL","Synergy Green Industries Limited","EQ","Rights 1:10 @ Premium Rs 315/-","10","11-Sep-2024","11-Sep-2024","-","-"
"TVTODAY","TV Today Network Limited","EQ","Dividend - Rs 8.50 Per Share","5","11-Sep-2024","11-Sep-2024","-","-"
"AGI","AGI Greenpac Limited","EQ","Annual General Meeting/Dividend - Rs 6 Per Share","2","11-Sep-2024","-","12-Sep-2024","18-Sep-2024"
"AROGRANITE","Aro Granite Industries Limited","EQ","Annual General Meeting","10","11-Sep-2024","-","12-Sep-2024","18-Sep-2024"
"BCLIND","Bcl Industries Limited","EQ","Dividend - Re 0.25 Per Share","1","11-Sep-2024","11-Sep-2024","-","-"
"FCSSOFT","FCS Software Solutions Limited","EQ","Annual General Meeting","1","11-Sep-2024","-","12-Sep-2024","20-Sep-2024"
"FINPIPE","Finolex Industries Limited","EQ","Annual General Meeting/Dividend - Rs 2.50 Per Share","2","11-Sep-2024","-","12-Sep-2024","18-Sep-2024"
"GICRE","General Insurance Corporation of India","EQ","Dividend - Rs 10 Per Share","5","11-Sep-2024","11-Sep-2024","-","-"
"GRAVITA","Gravita India Limited","EQ","Annual General Meeting","2","11-Sep-2024","-","12-Sep-2024","18-Sep-2024"
"GULFPETRO","GP Petroleums Limited","EQ","Annual General Meeting","5","11-Sep-2024","-","12-Sep-2024","18-Sep-2024"
"INDNIPPON","India Nippon Electricals Limited","EQ","Annual General Meeting","5","11-Sep-2024","-","12-Sep-2024","18-Sep-2024"
"INSECTICID","Insecticides (India) Limited","EQ","Buy Back","10","11-Sep-2024","11-Sep-2024","-","-"
"MANAKSIA","Manaksia Limited","EQ","Annual General Meeting","2","11-Sep-2024","-","12-Sep-2024","18-Sep-2024"
"MANAKSTEEL","Manaksia Steels Limited","EQ","Annual General Meeting","1","11-Sep-2024","-","12-Sep-2024","18-Sep-2024"
"NAGREEKEXP","Nagreeka Exports Limited","EQ","Annual General Meeting","5","11-Sep-2024","-","12-Sep-2024","18-Sep-2024"
"INFIBEAM","Infibeam Avenues Limited","EQ","Demerger","1","11-Sep-2024","11-Sep-2024","-","-"
