"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"ACCELYA","Accelya Solutions India Limited","EQ","Dividend - Rs 40 Per Share","10","24-Oct-2025","24-Oct-2025","-","-"
"772GS2055","GOVERNMENT OF INDIA","GS","Interest Payment","100","24-Oct-2025","24-Oct-2025","-","-"
"THYROCARE","Thyrocare Technologies Limited","EQ","Interim Dividend - Rs 7 Per Share","10","24-Oct-2025","24-Oct-2025","-","-"
"WAAREEENER","Waaree Energies Limited","EQ","Interim Dividend - Rs 2 Per Share","10","24-Oct-2025","24-Oct-2025","-","-"
"IRFC","Indian Railway Finance Corporation Limited","EQ","Interim Dividend - Rs 1.05 Per Share","10","24-Oct-2025","24-Oct-2025","-","-"
"HDBFS","HDB Financial Services Limited","EQ","Interim Dividend - Rs 2 Per Share","10","24-Oct-2025","24-Oct-2025","-","-"
"CYIENT","Cyient Limited","EQ","Interim Dividend - Rs 16 Per Share","5","24-Oct-2025","24-Oct-2025","-","-"
"LTIM","LTIMindtree Limited","EQ","Interim Dividend - Rs 22 Per Share","1","24-Oct-2025","24-Oct-2025","-","-"
"DALBHARAT","Dalmia Bharat Limited","EQ","Interim Dividend - Rs 4 Per Share","2","24-Oct-2025","25-Oct-2025","-","-"
"KAJARIACER","Kajaria Ceramics Limited","EQ","Interim Dividend - Rs 8 Per Share","1","24-Oct-2025","24-Oct-2025","-","-"
