"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"DALBHARAT","Dalmia Bharat Limited","EQ","Interim Dividend - Rs 4 Per Share","2","25-Oct-2024","26-Oct-2024","-","-"
"SHREMINVIT","Shrem Invit","IV","Distribution - Rs 3.5 Per Unit Consists Of Rs. 1.16 Per Unit As Dividend/Rs. 0.9863 Per Unit As Interest/ Rs. 1.3537 Per Unit As Return Of Capital","100","25-Oct-2024","26-Oct-2024","-","-"
"SUKHJITS","Sukhjit Starch & Chemicals Limited","EQ","Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share","5","25-Oct-2024","25-Oct-2024","-","-"
"DBCORP","D.B.Corp Limited","EQ","Interim Dividend - Rs 5 Per Share","10","25-Oct-2024","25-Oct-2024","-","-"
"WEALTH","Wealth First Portfolio Managers Limited","EQ","Interim Dividend - Rs 8 Per Share","10","25-Oct-2024","25-Oct-2024","-","-"
"772GS2055","GOVERNMENT OF INDIA","GS","Interest Payment","100","25-Oct-2024","25-Oct-2024","-","-"
"MATRIMONY","Matrimony.Com Limited","EQ","Buy Back","5","25-Oct-2024","25-Oct-2024","-","-"
"ALLCARGO","Allcargo Logistics Limited","EQ","Interim Dividend - Rs 1.10 Per Share","2","25-Oct-2024","26-Oct-2024","-","-"
"HINDWAREAP","Hindware Home Innovation Limited","EQ","Rights 119:758 @ Premium Rs 218/-","2","25-Oct-2024","25-Oct-2024","-","-"
"LTIM","LTIMindtree Limited","EQ","Interim Dividend - Rs 20  Per Share","1","25-Oct-2024","25-Oct-2024","-","-"
"LTTS","L&T Technology Services Limited","EQ","Interim Dividend - Rs 17 Per Share","2","25-Oct-2024","25-Oct-2024","-","-"
