"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"SIGACHI","Sigachi Industries Limited","EQ","Annual General Meeting/Dividend - Re 0.10 Per Share","1","28-Aug-2024","-","29-Aug-2024","04-Sep-2024"
"VARDMNPOLY","Vardhman Polytex Limited","EQ","Rights 7:23 @ Premium Rs 5/-","1","28-Aug-2024","28-Aug-2024","-","-"
"FORCEMOT","FORCE MOTORS LTD","EQ","Dividend - Rs 20 Per Share","10","28-Aug-2024","28-Aug-2024","-","-"
"FORCEMOT","FORCE MOTORS LTD","EQ","Annual General Meeting","10","28-Aug-2024","-","29-Aug-2024","04-Sep-2024"
"GANDHAR","Gandhar Oil Refinery (India) Limited","EQ","Annual General Meeting","2","28-Aug-2024","-","29-Aug-2024","05-Sep-2024"
"YUKEN","Yuken India Limited","EQ","Annual General Meeting/Dividend - Rs 1.50 Per Share","10","28-Aug-2024","-","29-Aug-2024","05-Sep-2024"
"HINDZINC","Hindustan Zinc Limited","EQ","Interim Dividend - Rs 19 Per Share","2","28-Aug-2024","28-Aug-2024","-","-"
"DMCC","DMCC SPECIALITY CHEMICALS LIMITED","EQ","Dividend - Re 1 Per Share","10","28-Aug-2024","28-Aug-2024","-","-"
"DMCC","DMCC SPECIALITY CHEMICALS LIMITED","EQ","Annual General Meeting","10","28-Aug-2024","-","29-Aug-2024","04-Sep-2024"
"ASAHIINDIA","Asahi India Glass Limited","EQ","Annual General Meeting / Dividend - Rs 2 Per Share","1","28-Aug-2024","-","29-Aug-2024","04-Sep-2024"
"AXITA","Axita Cotton Limited","EQ","Dividend - Re 0.10 Per Share","1","28-Aug-2024","28-Aug-2024","-","-"
"GET&D","GE T&D India Limited","EQ","Dividend - Rs 2 Per Share","2","28-Aug-2024","28-Aug-2024","-","-"
