"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"FCL","Fineotex Chemical Limited","EQ","Interim Dividend - Re 0.4 Per Share","2","18-Feb-2025","18-Feb-2025","-","-"
"AMRUTANJAN","Amrutanjan Health Care Limited","EQ","Interim Dividend - Re 1 Per Share","1","18-Feb-2025","18-Feb-2025","-","-"
"GREENPANEL","Greenpanel Industries Limited","EQ","Interim Dividend - Re 0.30 Per Share","1","18-Feb-2025","18-Feb-2025","-","-"
"HAL","Hindustan Aeronautics Limited","EQ","Interim Dividend - Rs 25 Per Share","5","18-Feb-2025","18-Feb-2025","-","-"
"HONDAPOWER","Honda India Power Products Limited","EQ","Special Dividend - Rs 10 Per Share","10","18-Feb-2025","18-Feb-2025","-","-"
"IOLCP","IOL Chemicals and Pharmaceuticals Limited","EQ","Interim Dividend - Rs 4 Per Share","10","18-Feb-2025","18-Feb-2025","-","-"
"KOTHARIPRO","Kothari Products Limited","EQ","Bonus 1:1","10","18-Feb-2025","18-Feb-2025","-","-"
"KPEL","K.P. Energy Limited","EQ","Interim Dividend - Re 0.20 Per Share","5","18-Feb-2025","18-Feb-2025","-","-"
"KPIGREEN","KPI Green Energy Limited","EQ","Interim Dividend - Re 0.20 Per Share","5","18-Feb-2025","18-Feb-2025","-","-"
"MAITHANALL","Maithan Alloys Limited","EQ","Interim Dividend - Rs 3 Per Share","10","18-Feb-2025","19-Feb-2025","-","-"
"NATCOPHARM","Natco Pharma Limited","EQ","Interim Dividend - Rs 1.50 Per Share","2","18-Feb-2025","18-Feb-2025","-","-"
"OSEINTRUST","Oriental InfraTrust","IV","Distribution - Rs 2.6219 Per Unit Consists Of Interest- Rs 1.4213 Per Unit/Dividend - Re 0.6049 Per Unit/Return Of Capital Re 0.5957 Per Unit","100","18-Feb-2025","18-Feb-2025","-","-"
"PRECWIRE","Precision Wires India Limited","EQ","Interim Dividend - Re 0.30 Per Share","1","18-Feb-2025","18-Feb-2025","-","-"
"NBCC","NBCC (India) Limited","EQ","Interim Dividend - Re 0.53 Per Share","1","18-Feb-2025","18-Feb-2025","-","-"
"NCLIND","NCL Industries Limited","EQ","Interim Dividend - Re 1 Per Share","10","18-Feb-2025","18-Feb-2025","-","-"
"SSDL","Saraswati Saree Depot Limited","EQ","Interim Dividend - Rs 2.27 Per Share","10","18-Feb-2025","19-Feb-2025","-","-"
"SUPRAJIT","Suprajit Engineering Limited","EQ","Interim Dividend - Rs 1.25 Per Share","1","18-Feb-2025","18-Feb-2025","-","-"
"UNIDT","United Drilling Tools Limited","EQ","Interim Dividend - Re 0.60 Per Share","10","18-Feb-2025","19-Feb-2025","-","-"
"BHARATFORG","Bharat Forge Limited","EQ","Interim Dividend - Rs 2.5 Per Share","2","18-Feb-2025","18-Feb-2025","-","-"
"CARBORUNIV","Carborundum Universal Limited","EQ","Interim Dividend - Rs 1.50 Per Share","1","18-Feb-2025","19-Feb-2025","-","-"
"GILLETTE","Gillette India Limited","EQ","Interim Dividend - Rs 65 Per Share","10","18-Feb-2025","19-Feb-2025","-","-"
