"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"KSB","Ksb Limited","EQ","Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share","2","25-Jul-2024","25-Jul-2024","-","-"
"VGUARD","V-Guard Industries Limited","EQ","Annual General Meeting/Dividend - Rs 1.40 Per Share","1","25-Jul-2024","-","26-Jul-2024","01-Aug-2024"
"BANARBEADS","Banaras Beads Limited","EQ","Annual General Meeting","10","25-Jul-2024","-","26-Jul-2024","01-Aug-2024"
"BEPL","Bhansali Engineering Polymers Limited","EQ","Interim Dividend - Re 1 Per Share","1","25-Jul-2024","25-Jul-2024","-","-"
"DATAMATICS","Datamatics Global Services Limited","EQ","Annual General Meeting/Dividend - Rs 5 Per Share","5","25-Jul-2024","-","26-Jul-2024","01-Aug-2024"
"DIAMINESQ","Diamines & Chemicals Limited","EQ","Annual General Meeting/Dividend - Rs 2.50 Per Share","10","25-Jul-2024","-","26-Jul-2024","01-Aug-2024"
"GESHIP","The Great Eastern Shipping Company Limited","EQ","Annual General Meeting","10","25-Jul-2024","-","26-Jul-2024","01-Aug-2024"
"HIRECT","Hind Rectifiers Limited","EQ","Annual General Meeting/Dividend - Rs 1.20 Per Share","2","25-Jul-2024","-","26-Jul-2024","01-Aug-2024"
"MRF","MRF Limited","EQ","Annual General Meeting/Dividend - Rs 194 Per Share","10","25-Jul-2024","-","26-Jul-2024","01-Aug-2024"
"ORIENTELEC","Orient Electric Limited","EQ","Annual General Meeting/Dividend - Re 0.75 Per Share","1","25-Jul-2024","-","26-Jul-2024","01-Aug-2024"
"RADICO","Radico Khaitan Limited","EQ","Annual General Meeting/Dividend - Rs 3 Per Share","2","25-Jul-2024","-","26-Jul-2024","07-Aug-2024"
"SAMBHAAV","Sambhaav Media Limited","EQ","Annual General Meeting","1","25-Jul-2024","-","26-Jul-2024","01-Aug-2024"
"SMARTLINK","Smartlink Holdings Limited","EQ","Annual General Meeting","2","25-Jul-2024","-","26-Jul-2024","01-Aug-2024"
"AKZOINDIA","Akzo Nobel India Limited","EQ","Annual General Meeting/Dividend - Rs 25 Per Share","10","25-Jul-2024","-","26-Jul-2024","01-Aug-2024"
"MAGADSUGAR","Magadh Sugar & Energy Limited","EQ","Annual General Meeting/Dividend - Rs 10 Per Share/Special Dividend - Rs 5 Per Share","10","25-Jul-2024","-","26-Jul-2024","01-Aug-2024"
"PUNJABCHEM","Punjab Chemicals & Crop Protection Limited","EQ","Annual General Meeting/Dividend - Rs 3 Per Share","10","25-Jul-2024","-","26-Jul-2024","02-Aug-2024"
"UBL","United Breweries Limited","EQ","Dividend - Rs 10 Per Share","1","25-Jul-2024","-","26-Jul-2024","01-Aug-2024"
"3PLAND","3P Land Holdings Limited","EQ","Annual General Meeting","2","25-Jul-2024","-","26-Jul-2024","03-Aug-2024"
