"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"DEVIT","Dev Information Technology Limited","EQ","Interim Dividend - Rs 0.25 Per Share","5","26-Nov-2024","26-Nov-2024","-","-"
"DOLATALGO","Dolat Algotech Limited","EQ","Interim Dividend - Rs 0.25 Per Share","1","26-Nov-2024","26-Nov-2024","-","-"
"GPTINFRA","GPT Infraprojects Limited","EQ","Interim Dividend - Re 1 Per Share","10","26-Nov-2024","26-Nov-2024","-","-"
"KSCL","Kaveri Seed Company Limited","EQ","Interim Dividend - Rs 5 Per Share","2","26-Nov-2024","26-Nov-2024","-","-"
"UPL","UPL Limited","EQ","Rights 1:8 @ Premium Rs 358/-","2","26-Nov-2024","26-Nov-2024","-","-"
"SUNTV","Sun TV Network Limited","EQ","Interim Dividend - Rs 5 Per Share","5","26-Nov-2024","26-Nov-2024","-","-"
"GANECOS","Ganesha Ecosphere Limited","EQ","Interim Dividend - Rs 1.5 Per Share","10","26-Nov-2024","26-Nov-2024","-","-"
"702GS2027","Government of India","GS","Interest Payment","100","26-Nov-2024","26-Nov-2024","-","-"
"GILLETTE","Gillette India Limited","EQ","Annual General Meeting/Dividend - Rs 45 Per Share","10","26-Nov-2024","-","27-Nov-2024","03-Dec-2024"
"POLYPLEX","Polyplex Corporation Limited","EQ","Interim Dividend - Rs 9 Per Share","10","26-Nov-2024","26-Nov-2024","-","-"
