"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"DOMS","DOMS Industries Limited","EQ","Dividend - Rs 2.50 Per Share","10","13-Sep-2024","16-Sep-2024","-","-"
"FOODSIN","Foods & Inns Limited","EQ","Annual General Meeting/Dividend - Rs 0.30 Per Share","1","13-Sep-2024","-","16-Sep-2024","24-Sep-2024"
"GENUSPAPER","Genus Paper & Boards Limited","EQ","Annual General Meeting","1","13-Sep-2024","-","17-Sep-2024","23-Sep-2024"
"GIPCL","Gujarat Industries Power Company Limited","EQ","Dividend - Rs 3.95 Per Share","10","13-Sep-2024","-","14-Sep-2024","20-Sep-2024"
"GLENMARK","Glenmark Pharmaceuticals Limited","EQ","Dividend - Rs 2.50 Per Share","1","13-Sep-2024","-","17-Sep-2024","27-Sep-2024"
"GRSE","Garden Reach Shipbuilders & Engineers Limited","EQ","Annual General Meeting/Dividend - Rs 1.44 Per Share","10","13-Sep-2024","-","14-Sep-2024","20-Sep-2024"
"HARIOMPIPE","Hariom Pipe Industries Limited","EQ","Dividend - Re 0.60 Per Share","10","13-Sep-2024","16-Sep-2024","-","-"
"HITECH","Hi-Tech Pipes Limited","EQ","Dividend - Rs 0.025 Per Share","1","13-Sep-2024","14-Sep-2024","-","-"
"IGL","Indraprastha Gas Limited","EQ","Annual General Meeting/Dividend - Rs 5 Per Share","2","13-Sep-2024","-","17-Sep-2024","27-Sep-2024"
"INDIACEM","The India Cements Limited","EQ","Annual General Meeting","10","13-Sep-2024","-","17-Sep-2024","23-Sep-2024"
"INDRAMEDCO","Indraprastha Medical Corporation Limited","EQ","Annual General Meeting/Dividend - Rs 4.50 Per Share","10","13-Sep-2024","-","14-Sep-2024","24-Sep-2024"
"JAGRAN","Jagran Prakashan Limited","EQ","Dividend - Rs 5 Per Share","2","13-Sep-2024","13-Sep-2024","-","-"
"JINDALSAW","Jindal Saw Limited","EQ","Extra Ordinary General Meeting","2","13-Sep-2024","-","17-Sep-2024","23-Sep-2024"
"KCPSUGIND","KCP Sugar and Industries Corporation Limited","EQ","Annual General Meeting/Dividend - Re 0.20  Per Share","1","13-Sep-2024","-","17-Sep-2024","23-Sep-2024"
"KRISHANA","Krishana Phoschem Limited","EQ","Dividend - Re 0.50 Per Share","10","13-Sep-2024","13-Sep-2024","-","-"
"LINCOLN","Lincoln Pharmaceuticals Limited","EQ","Dividend - Rs 1.80 Per Share","10","13-Sep-2024","-","14-Sep-2024","30-Sep-2024"
"LORDSCHLO","Lords Chloro Alkali Limited","EQ","Annual General Meeting","10","13-Sep-2024","-","17-Sep-2024","23-Sep-2024"
"LOYALTEX","Loyal Textile Mills Limited","EQ","Annual General Meeting","10","13-Sep-2024","-","17-Sep-2024","23-Sep-2024"
"MANAKALUCO","Manaksia Aluminium Company Limited","EQ","Annual General Meeting","1","13-Sep-2024","-","14-Sep-2024","20-Sep-2024"
"MURUDCERA","Murudeshwar Ceramics Limited","EQ","Annual General Meeting/Dividend - Re 0.50 Per Share","10","13-Sep-2024","-","14-Sep-2024","21-Sep-2024"
"PAR","Par Drugs and Chemicals Limited","EQ","Annual General Meeting","10","13-Sep-2024","-","14-Sep-2024","21-Sep-2024"
"PRECWIRE","Precision Wires India Limited","EQ","Annual General Meeting/Dividend - Re 0.45 Per Share","1","13-Sep-2024","-","14-Sep-2024","20-Sep-2024"
