"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"HGINFRA","H.G. Infra Engineering Limited","EQ","Dividend - Rs 1.50 Per Share","10","14-Aug-2024","14-Aug-2024","-","-"
"WONDERLA","Wonderla Holidays Limited","EQ","Annual General Meeting","10","14-Aug-2024","-","16-Aug-2024","21-Aug-2024"
"JIKIND","JIK Industries Limited","EQ","Annual General Meeting","10","14-Aug-2024","-","16-Aug-2024","23-Aug-2024"
"JINDRILL","Jindal Drilling And Industries Limited","EQ","Dividend - Re 0.50 Per Share","5","14-Aug-2024","14-Aug-2024","-","-"
"LFIC","Lakshmi Finance & Industrial Corporation Limited","EQ","Annual General Meeting/Dividend - Rs 3.4 Per Share/Special Dividend - Re 0.60 Per Share","10","14-Aug-2024","-","15-Aug-2024","22-Aug-2024"
"MAHSEAMLES","Maharashtra Seamless Limited","EQ","Dividend - Rs 10 Per Share","5","14-Aug-2024","14-Aug-2024","-","-"
"MGL","Mahanagar Gas Limited","EQ","Annual General Meeting/Dividend - Rs 18 Per Share","10","14-Aug-2024","-","15-Aug-2024","23-Aug-2024"
"MOTHERSON","Samvardhana Motherson International Limited","EQ","Annual General Meeting/Dividend - Re 0.80 Per Share","1","14-Aug-2024","-","16-Aug-2024","22-Aug-2024"
"MRPL","Mangalore Refinery and Petrochemicals Limited","EQ","Annual General Meeting","10","14-Aug-2024","-","16-Aug-2024","22-Aug-2024"
"MSUMI","Motherson Sumi Wiring India Limited","EQ","Annual General Meeting/Dividend - Re 0.80 Per Share","1","14-Aug-2024","-","16-Aug-2024","22-Aug-2024"
"POWERINDIA","Hitachi Energy India Limited","EQ","Annual General Meeting/Dividend - Rs 4 Per Share","2","14-Aug-2024","-","15-Aug-2024","21-Aug-2024"
"SAURASHCEM","Saurashtra Cement Limited","EQ","Annual General Meeting","10","14-Aug-2024","-","15-Aug-2024","21-Aug-2024"
"SAURASHCEM","Saurashtra Cement Limited","EQ","Dividend - Re 1 Per Share","10","14-Aug-2024","14-Aug-2024","-","-"
"SHIVAMILLS","Shiva Mills Limited","EQ","Annual General Meeting","10","14-Aug-2024","-","15-Aug-2024","21-Aug-2024"
"TTKPRESTIG","TTK Prestige Limited","EQ","Annual General Meeting/Dividend - Rs 6 Per Share","1","14-Aug-2024","-","15-Aug-2024","15-Aug-2024"
"VINNY","Vinny Overseas Limited","EQ","Rights 1:1 @ Premium Rs 1/-","1","14-Aug-2024","14-Aug-2024","-","-"
"SHIVATEX","Shiva Texyarn Limited","EQ","Annual General Meeting","10","14-Aug-2024","-","15-Aug-2024","21-Aug-2024"
"ALANKIT","Alankit Limited","EQ","Annual General Meeting","1","14-Aug-2024","-","16-Aug-2024","22-Aug-2024"
"ANZEN","Anzen India Energy Yield Plus Trust","IV","Distribution - Rs 2.45 Consisting Of Rs 2.41 Per Unit In The Form Of Interest/ Re 0.04 Per Unit In The Form Of Other Income","100","14-Aug-2024","14-Aug-2024","-","-"
"BASML","Bannari Amman Spinning Mills Limited","EQ","Annual General Meeting","5","14-Aug-2024","-","16-Aug-2024","22-Aug-2024"
"BEL","Bharat Electronics Limited","EQ","Annual General Meeting/Dividend - Re 0.80 Per Share","1","14-Aug-2024","-","16-Aug-2024","18-Aug-2024"
"BIRET","Brookfield India Real Estate Trust","RR","Distribution - Rs 4.50 Per Unit Consisting Of Interest - Rs 1.79 Per Unit/ Dividend - Re 0.51 Per Unit/ Interest On Fixed Deposit - Re 0.07 Per Unit/ Repayment Of Spv Loan Rs 2.13 Per Unit","275","14-Aug-2024","15-Aug-2024","-","-"
"DTIL","Dhunseri Tea & Industries Limited","EQ","Annual General Meeting","10","14-Aug-2024","-","15-Aug-2024","21-Aug-2024"
"EPL","EPL Limited","EQ","Dividend - Rs 2.30 Per Share","2","14-Aug-2024","14-Aug-2024","-","-"
"EPL","EPL Limited","EQ","Annual General Meeting","2","14-Aug-2024","-","15-Aug-2024","21-Aug-2024"
"FLAIR","Flair Writing Industries Limited","EQ","Annual General Meeting","5","14-Aug-2024","-","15-Aug-2024","22-Aug-2024"
"FMGOETZE","Federal-Mogul Goetze (India) Limited.","EQ","Annual General Meeting","10","14-Aug-2024","-","15-Aug-2024","22-Aug-2024"
"GPPL","Gujarat Pipavav Port Limited","EQ","Annual General Meeting/Dividend - Rs 3.70 Per Share","10","14-Aug-2024","-","16-Aug-2024","22-Aug-2024"
"KCP","KCP Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","1","14-Aug-2024","-","16-Aug-2024","22-Aug-2024"
"KSL","Kalyani Steels Limited","EQ","Dividend - Rs 10 Per Share","5","14-Aug-2024","-","16-Aug-2024","22-Aug-2024"
"DHUNINV","Dhunseri Investments Limited","EQ","Annual General Meeting/Dividend - Rs 2.50 Per Share","10","14-Aug-2024","-","16-Aug-2024","22-Aug-2024"
"TTKPRESTIG","TTK Prestige Limited","EQ","Buy Back","1","14-Aug-2024","14-Aug-2024","-","-"
"PFC","Power Finance Corporation Limited","EQ","Annual General Meeting","10","14-Aug-2024","-","16-Aug-2024","21-Aug-2024"
"RAILTEL","Railtel Corporation Of India Limited","EQ","Dividend - Rs 1.85 Per Share","10","14-Aug-2024","14-Aug-2024","-","-"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","EQ","Dividend - Rs 6.75 Per Share","1","14-Aug-2024","14-Aug-2024","-","-"
