"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"772GS2025","GOVERNMENT OF INDIA","GS","Interest Payment","100","22-Nov-2024","22-Nov-2024","-","-"
"PANAMAPET","Panama Petrochem Limited","EQ","Interim Dividend - Rs 2 Per Share","2","22-Nov-2024","22-Nov-2024","-","-"
"DHRUV","Dhruv Consultancy Services Limited","EQ","Interim Dividend - Re 0.10 Per Share","10","22-Nov-2024","22-Nov-2024","-","-"
"EASTSILK","Eastern Silk Industries Limited","EQ","Capital Reduction","2","22-Nov-2024","23-Nov-2024","-","-"
"FDC","FDC Limited","EQ","Interim Dividend - Rs 5 Per Share","1","22-Nov-2024","22-Nov-2024","-","-"
"KUNDANMM","Kundan Minerals and Metals Limited","EQ","Extra Ordinary General Meeting","10","22-Nov-2024","-","25-Nov-2024","01-Dec-2024"
"MAWANASUG","Mawana Sugars Limited","EQ","Interim Dividend - Rs 3 Per Share","10","22-Nov-2024","23-Nov-2024","-","-"
"MSTCLTD","Mstc Limited","EQ","Interim Dividend - Rs 4 Per Share","10","22-Nov-2024","22-Nov-2024","-","-"
"ORIENTTECH","Orient Technologies Limited","EQ","Interim Dividend - Rs 1.80 Per Share","10","22-Nov-2024","22-Nov-2024","-","-"
"SATIA","Satia Industries Limited","EQ","Interim Dividend - Re 0.10 Per Share","1","22-Nov-2024","23-Nov-2024","-","-"
"STEELCAS","Steelcast Limited","EQ","Interim Dividend - Rs 1.35 Per Share","5","22-Nov-2024","22-Nov-2024","-","-"
"VEEDOL","Veedol Corporation Limited","EQ","Interim Dividend - Rs 20 Per Share","2","22-Nov-2024","22-Nov-2024","-","-"
"AMRUTANJAN","Amrutanjan Health Care Limited","EQ","Interim Dividend - Re 1 Per Share","1","22-Nov-2024","22-Nov-2024","-","-"
"GFSTEELS","Grand Foundry Limited","EQ","Extra Ordinary General Meeting","4","22-Nov-2024","-","23-Nov-2024","29-Nov-2024"
"815GS2026","GOVERNMENT OF INDIA","GS","Interest Payment","100","22-Nov-2024","22-Nov-2024","-","-"
