"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"NECCLTD","North Eastern Carrying Corporation Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"GATECH","GACM Technologies Limited","EQ","Annual General Meeting","1","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"GATECHDVR","GACM Technologies Limited","EQ","Annual General Meeting","1","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"GENESYS","Genesys International Corporation Limited","EQ","Annual General Meeting","5","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"GENUSPOWER","Genus Power Infrastructures Limited","EQ","Annual General Meeting/Dividend - Rs  0.60 Per Share","1","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"GLOBALE","Globale Tessile Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"GODHA","Godha Cabcon & Insulation Limited","EQ","Annual General Meeting","1","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"GSS","GSS Infotech Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"GUJAPOLLO","Gujarat Apollo Industries Limited","EQ","Annual General Meeting/Dividend - Rs 2 Per Share","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"HFCL","HFCL Limited","EQ","Annual General Meeting/Dividend - Rs 0.20 Per Share","1","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"HINDNATGLS","Hindusthan National Glass & Industries Limited","EQ","Annual General Meeting","2","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"HPL","HPL Electric & Power Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"IIFL","IIFL Finance Limited","EQ","Annual General Meeting","2","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"INDOSTAR","IndoStar Capital Finance Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"INDSWFTLTD","Ind-Swift Limited","EQ","Annual General Meeting","2","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"INTENTECH","Intense Technologies Limited","EQ","Annual General Meeting/Dividend - Re 1 Per Share","2","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"JAIPURKURT","Nandani Creation Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"JBFIND","JBF Industries Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"JINDALPOLY","Jindal Poly Films Limited","EQ","Annual General Meeting/Dividend - Rs 5.50 Per Share","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"JPASSOCIAT","Jaiprakash Associates Limited","EQ","Annual General Meeting","2","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"KEEPLEARN","DSJ Keep Learning Limited","EQ","Annual General Meeting","1","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"KERNEX","Kernex Microsystems (India) Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"KOHINOOR","Kohinoor Foods Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"KRITIKA","Kritika Wires Limited","EQ","Annual General Meeting","2","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"LAL","Lorenzini Apparels Limited","EQ","Annual General Meeting","1","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"LAOPALA","La Opala RG Limited","EQ","Annual General Meeting/Dividend - Rs 5 Per Share/Special Dividend - Rs 5 Per Share","2","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"LEXUS","Lexus Granito (India) Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","27-Sep-2024"
"LPDC","Landmark Property Development Company Limited","EQ","Annual General Meeting","1","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"LYPSAGEMS","Lypsa Gems & Jewellery Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"MADHAV","Madhav Marbles and Granites Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"MAHESHWARI","Maheshwari Logistics Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"MBLINFRA","MBL Infrastructure Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"MFML","Mahalaxmi Fabric Mills Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"SVLL","Shree Vasu Logistics Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"MHLXMIRU","Mahalaxmi Rubtech Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"MKPL","M K Proteins Limited","EQ","Annual General Meeting","1","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"MODTHREAD","Modern Threads (India) Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"MOHITIND","Mohit Industries Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"MOKSH","Moksh Ornaments Limited","EQ","Annual General Meeting","2","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"MTNL","Mahanagar Telephone Nigam Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"NAGAFERT","Nagarjuna Fertilizers and Chemicals Limited","EQ","Annual General Meeting","1","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"OILCOUNTUB","Oil Country Tubular Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"OMINFRAL","OM INFRA LIMITED","EQ","Annual General Meeting/Dividend - Rs 0.50 Per Share","1","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"ONELIFECAP","Onelife Capital Advisors Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"OPTIEMUS","Optiemus Infracom Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"ORIENTCER","ORIENT CERATECH LIMITED","EQ","Annual General Meeting","1","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"ORIENTCER","ORIENT CERATECH LIMITED","EQ","Dividend - Re 0.25 Per Share","1","23-Sep-2024","23-Sep-2024","-","-"
"PGEL","PG Electroplast Limited","EQ","Dividend - Rs 0.20 Per Share","1","23-Sep-2024","23-Sep-2024","-","-"
"PIGL","Power & Instrumentation (Gujarat) Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
"PIGL","Power & Instrumentation (Gujarat) Limited","EQ","Dividend - Rs 0.20 Per Share","10","23-Sep-2024","23-Sep-2024","-","-"
"PLAZACABLE","Plaza Wires Limited","EQ","Annual General Meeting","10","23-Sep-2024","-","24-Sep-2024","30-Sep-2024"
