,11-Jun-2026
The Nifty witnessed an intraday movement of about 255.4 points.The closing index was 0.23 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 112502.22
, Traded Quantity (in Lakhs), 52289.60
, Number of Trades, 35463899
, Total Market Capitalisation (Rs. Crores), 45233059.16

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23214.95,     23104.40,     23327.45,     23072.05,     23161.60,-53.35
,NIFTY50 EQL Wgt,     31724.00,     31565.00,     31746.35,     31488.10,     31566.15,-157.85
,NIFTY100 EQL Wgt,     33234.65,     33064.40,     33179.10,     32921.10,     32965.95,-268.70
,NIFTY100 LowVol30,     19251.55,     19176.75,     19313.90,     19132.20,     19198.25,-53.30
,NIFTY Alpha 50,     51155.35,     50881.85,     51264.15,     50672.50,     50749.50,-405.85
,NIFTY MIDCAP 150,     21920.20,     21826.50,     21906.15,     21698.50,     21733.05,-187.15
,NIFTY SMLCAP 50,      8779.00,      8740.35,      8822.60,      8700.25,      8746.80,-32.20
,NIFTY SMLCAP 250,     16782.95,     16703.25,     16805.10,     16602.00,     16642.70,-140.25
,NIFTY MIDSML 400,     20037.55,     19948.70,     20033.05,     19837.45,     19867.70,-169.85
,NIFTY200 QUALTY30,     19733.00,     19621.35,     19653.80,     19472.50,     19504.45,-228.55
,Nifty FinSrv25 50,     27364.00,     27237.75,     27526.00,     27209.75,     27271.50,-92.50
,NIFTY AlphaLowVol,     25427.65,     25337.20,     25515.15,     25283.90,     25362.25,-65.40
,Nifty200Momentm30,     29736.55,     29562.25,     29685.45,     29424.20,     29470.15,-266.40
,Nifty100ESGSecLdr,      3881.00,      3861.50,      3894.35,      3853.10,      3865.45,-15.55
,NIFTY100 ESG,      4747.25,      4721.30,      4744.00,      4704.85,      4711.95,-35.30
,NIFTY M150 QLTY50,     23385.40,     23276.95,     23373.45,     23118.10,     23153.95,-231.45
,NIFTY INDIA MFG,     15480.50,     15409.20,     15503.20,     15352.45,     15411.65,-68.85
,Nifty200 Alpha 30,     25115.05,     24987.80,     25149.35,     24855.50,     24895.45,-219.60
,NiftyM150Momntm50,     61224.80,     60891.10,     61164.70,     60499.05,     60604.25,-620.55
,Nifty50 USD,      8443.10,      8443.10,      8448.30,      8227.00,      8389.20,-53.90
,Nifty IT,     28279.90,     27888.00,     28003.95,     27519.15,     27821.00,-458.90
,Nifty Next 50,     69154.70,     68784.75,     69036.45,     68282.80,     68378.75,-775.95
,Nifty Bank,     55100.30,     54779.65,     55600.15,     54753.15,     55176.75,76.45
,NIFTY MIDCAP 100,     59810.20,     59546.25,     59763.65,     59217.15,     59325.40,-484.80
,Nifty 500,     22233.85,     22128.55,     22258.90,     22063.75,     22114.45,-119.40
,Nifty 100,     24200.75,     24082.85,     24270.20,     24036.35,     24104.70,-96.05
,Nifty Midcap 50,     17005.20,     16927.65,     16983.55,     16832.90,     16865.50,-139.70
,Nifty Realty,       748.15,       744.35,       748.50,       738.45,       743.35,-4.80
,Nifty Infra,      9061.20,      9035.25,      9077.30,      9010.10,      9024.90,-36.30
,Nifty Energy,     38949.30,     38890.80,     39050.80,     38572.45,     38655.90,-293.40
,Nifty FMCG,     48957.00,     48852.20,     48964.45,     48464.85,     48521.80,-435.20
,Nifty MNC,     31388.45,     31298.30,     31444.40,     31147.85,     31176.20,-212.25
,Nifty Pharma,     24160.75,     24131.65,     24457.30,     24094.40,     24306.95,146.20
,Nifty PSE,      9883.80,      9867.45,      9872.95,      9764.40,      9783.25,-100.55
,Nifty PSU Bank,      8378.70,      8314.85,      8358.05,      8260.65,      8303.95,-74.75
,Nifty Serv Sector,     29489.35,     29329.55,     29672.90,     29314.90,     29421.80,-67.55
,Nifty Auto,     25833.55,     25678.35,     25957.50,     25516.60,     25790.35,-43.20
,Nifty Metal,     12766.45,     12664.55,     12839.75,     12627.60,     12733.60,-32.85
,Nifty Media,      1439.85,      1438.80,      1471.40,      1432.05,      1465.50,25.65
,NIFTY SMLCAP 100,     17822.50,     17735.10,     17864.25,     17631.55,     17702.60,-119.90
,Nifty 200,     13397.80,     13333.75,     13422.95,     13300.90,     13333.70,-64.10
,Nifty Div Opps 50,      5751.85,      5717.35,      5722.50,      5686.05,      5694.10,-57.75
,Nifty Commodities,      9819.25,      9780.15,      9816.35,      9740.30,      9760.30,-58.95
,Nifty Consumption,     11106.25,     11058.75,     11111.10,     11009.60,     11047.80,-58.45
,Nifty Fin Service,     25206.25,     25087.80,     25405.60,     25068.30,     25152.00,-54.25
,Nifty50 Div Point,        53.34,        53.34,        53.34,        53.34,        53.34,0.00
,Nifty100 Liq 15,      6997.65,      6967.55,      7028.60,      6954.25,      6978.30,-19.35
,Nifty CPSE,      6726.85,      6737.65,      6749.90,      6675.35,      6691.60,-35.25
,Nifty GrowSect 15,     10640.00,     10562.30,     10642.45,     10510.35,     10585.35,-54.65
,Nifty50 PR 2x Lev,     11202.80,     11094.50,     11309.60,     11063.65,     11149.70,-53.10
,Nifty50 PR 1x Inv,       227.20,       228.35,       228.65,       226.15,       227.75,0.55
,Nifty50 TR 2x Lev,     16878.50,     16715.30,     17039.40,     16668.80,     16798.45,-80.05
,Nifty50 TR 1x Inv,       185.45,       186.35,       186.60,       184.55,       185.90,0.45
,Nifty50 Value 20,     11900.45,     11832.90,     11971.35,     11824.90,     11882.65,-17.80
,Nifty Mid Liq 15,     15997.30,     15894.10,     16010.70,     15827.60,     15880.35,-116.95
,Nifty Pvt Bank,     26740.30,     26608.80,     27197.00,     26589.10,     26886.30,146.00
,NIFTY100 Qualty30,      5432.80,      5403.65,      5414.40,      5370.30,      5377.65,-55.15
,Nifty GS 8 13Yr,      3001.04,      3001.59,      3001.60,      2998.00,      3000.93,-0.11
,Nifty GS 10Yr,      2624.34,      2624.85,      2624.97,      2621.12,      2624.58,0.24
,Nifty GS 10Yr Cln,       869.01,       869.01,       869.05,       867.77,       868.92,-0.09
,Nifty GS 4 8Yr,      3288.86,      3289.43,      3292.40,      3288.44,      3292.26,3.40
,Nifty GS 11 15Yr,      3287.56,      3288.19,      3288.19,      3285.85,      3286.86,-0.70
,Nifty GS 15YrPlus,      3479.07,      3479.79,      3483.94,      3474.91,      3478.14,-0.93
,Nifty GS Compsite,      3083.53,      3084.10,      3084.23,      3081.87,      3083.82,0.29
,NIFTY HEALTHCARE,     15449.20,     15424.60,     15590.55,     15397.80,     15500.50,51.30
,NIFTY CONSR DURBL,     34567.65,     34423.10,     34544.85,     34049.05,     34168.50,-399.15
,NIFTY OIL AND GAS,     10803.00,     10775.05,     10818.80,     10740.55,     10779.10,-23.90
,NIFTY500 MULTICAP,     15677.60,     15604.05,     15677.85,     15547.20,     15580.10,-97.50
,NIFTY LARGEMID250,     15930.45,     15857.75,     15931.60,     15804.25,     15829.65,-100.80
,NIFTY MID SELECT,     13991.25,     13923.65,     13972.85,     13839.65,     13866.55,-124.70
,NIFTY TOTAL MKT,     12530.90,     12471.80,     12540.90,     12432.50,     12460.55,-70.35
,NIFTY MICROCAP250,     23518.15,     23418.35,     23541.10,     23190.60,     23253.60,-264.55
,NIFTY IND DIGITAL,      7633.70,      7564.85,      7603.70,      7500.20,      7549.45,-84.25
,Nifty Tata 25 Cap,     13744.90,     13641.10,     13688.45,     13542.70,     13617.95,-126.95
,Nifty MidSml Hlth,     47850.05,     47751.85,     48303.85,     47657.30,     47981.75,131.70
,Nifty Multi Mfg,     15803.50,     15741.25,     15849.45,     15677.30,     15741.35,-62.15
,Nifty Multi Infra,     13949.05,     13900.80,     13956.65,     13850.10,     13872.15,-76.90
,BHARATBOND-APR30,      1595.30,      1595.62,      1595.62,      1594.20,      1594.20,-1.10
,BHARATBOND-APR31,      1450.12,      1450.40,      1450.58,      1450.40,      1450.55,0.43
,BHARATBOND-APR32,      1314.31,      1314.57,      1314.63,      1314.53,      1314.53,0.22
