,30-Jun-2026
The Nifty witnessed an intraday movement of about 206.35 points.The closing index was 0.34 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 140407.22
, Traded Quantity (in Lakhs), 56755.27
, Number of Trades, 40258903
, Total Market Capitalisation (Rs. Crores), 47408274.96

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23946.25,     24032.05,     24035.55,     23829.20,     23865.75,-80.50
,NIFTY50 EQL Wgt,     32449.30,     32497.10,     32520.90,     32284.30,     32369.55,-79.75
,NIFTY100 EQL Wgt,     34136.10,     34209.55,     34273.20,     34012.50,     34120.65,-15.45
,NIFTY100 LowVol30,     19733.45,     19779.15,     19786.40,     19638.75,     19683.10,-50.35
,NIFTY Alpha 50,     53502.10,     53586.65,     53880.85,     53207.60,     53700.30,198.20
,NIFTY MIDCAP 150,     22679.65,     22735.20,     22865.70,     22617.15,     22774.25,94.60
,NIFTY SMLCAP 50,      9235.05,      9264.15,      9355.25,      9251.50,      9332.55,97.50
,NIFTY SMLCAP 250,     17619.60,     17676.60,     17762.00,     17619.55,     17720.30,100.70
,NIFTY MIDSML 400,     20834.90,     20891.55,     21004.85,     20797.20,     20932.80,97.90
,NIFTY200 QUALTY30,     19613.00,     19648.60,     19658.00,     19469.40,     19561.40,-51.60
,Nifty FinSrv25 50,     28897.95,     29041.30,     29044.60,     28796.85,     28840.15,-57.80
,NIFTY AlphaLowVol,     26293.35,     26334.05,     26431.60,     26196.35,     26293.10,-0.25
,Nifty200Momentm30,     30937.95,     30909.90,     31047.60,     30704.80,     30912.90,-25.05
,Nifty100ESGSecLdr,      4001.70,      4017.85,      4018.40,      3990.60,      3997.45,-4.25
,NIFTY100 ESG,      4858.35,      4871.85,      4872.55,      4836.75,      4844.25,-14.10
,NIFTY M150 QLTY50,     23866.25,     23923.90,     23978.60,     23727.25,     23890.00,23.75
,NIFTY INDIA MFG,     15821.40,     15869.10,     15957.70,     15757.70,     15876.00,54.60
,Nifty200 Alpha 30,     26259.90,     26255.50,     26352.35,     26047.05,     26253.80,-6.10
,NiftyM150Momntm50,     63142.20,     63121.15,     63502.20,     62758.45,     63228.60,86.40
,Nifty50 USD,      8777.05,      8777.05,      8861.70,      8718.20,      8754.50,-22.55
,Nifty IT,     27038.50,     26989.95,     27032.20,     26208.50,     26299.05,-739.45
,Nifty Next 50,     71510.30,     71716.90,     71970.05,     71358.45,     71629.45,119.15
,Nifty Bank,     57727.35,     58011.95,     58011.95,     57456.65,     57542.90,-184.45
,NIFTY MIDCAP 100,     61567.30,     61709.95,     62052.60,     61398.35,     61797.70,230.40
,Nifty 500,     23000.00,     23074.15,     23088.95,     22932.05,     22995.65,-4.35
,Nifty 100,     24976.70,     25063.00,     25063.05,     24883.80,     24915.60,-61.10
,Nifty Midcap 50,     17521.00,     17568.20,     17669.00,     17475.55,     17594.90,73.90
,Nifty Realty,       818.85,       823.25,       835.30,       818.55,       829.55,10.70
,Nifty Infra,      9385.05,      9411.35,      9436.60,      9376.70,      9392.20,7.15
,Nifty Energy,     39718.00,     39784.75,     39848.05,     39521.20,     39740.50,22.50
,Nifty FMCG,     49127.65,     49119.80,     49159.40,     48712.70,     48794.20,-333.45
,Nifty MNC,     32227.95,     32375.00,     32629.70,     32227.60,     32514.35,286.40
,Nifty Pharma,     25227.90,     25274.75,     25476.55,     25173.05,     25326.40,98.50
,Nifty PSE,      9969.50,      9984.50,     10013.25,      9924.20,      9980.70,11.20
,Nifty PSU Bank,      8553.85,      8583.15,      8598.70,      8481.40,      8492.65,-61.20
,Nifty Serv Sector,     30625.05,     30753.35,     30753.65,     30453.90,     30504.70,-120.35
,Nifty Auto,     26417.60,     26537.00,     26664.30,     26067.70,     26479.80,62.20
,Nifty Metal,     12545.00,     12529.25,     12573.05,     12442.10,     12519.15,-25.85
,Nifty Media,      1489.85,      1491.25,      1496.10,      1475.65,      1478.40,-11.45
,NIFTY SMLCAP 100,     18673.10,     18732.25,     18909.60,     18697.05,     18863.10,190.00
,Nifty 200,     13820.10,     13864.75,     13864.75,     13774.00,     13803.40,-16.70
,Nifty Div Opps 50,      5752.85,      5756.55,      5763.05,      5692.10,      5701.10,-51.75
,Nifty Commodities,      9819.90,      9825.55,      9837.75,      9756.90,      9792.95,-26.95
,Nifty Consumption,     11491.40,     11527.90,     11569.50,     11443.30,     11514.90,23.50
,Nifty Fin Service,     26598.35,     26724.85,     26729.70,     26505.75,     26554.55,-43.80
,Nifty50 Div Point,       113.99,       117.69,       117.69,       117.69,       117.69,3.70
