,19-Jun-2026
The Nifty witnessed an intraday movement of about 145.3 points.The closing index was 0.64 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 159981.95
, Traded Quantity (in Lakhs), 62786.56
, Number of Trades, 40645289
, Total Market Capitalisation (Rs. Crores), 47724901.16

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24168.00,     23991.20,     24047.20,     23901.90,     24013.10,-154.90
,NIFTY50 EQL Wgt,     32773.25,     32554.55,     32732.40,     32496.20,     32684.85,-88.40
,NIFTY100 EQL Wgt,     34595.35,     34438.05,     34547.60,     34292.90,     34496.45,-98.90
,NIFTY100 LowVol30,     19837.85,     19701.95,     19765.45,     19632.00,     19739.65,-98.20
,NIFTY Alpha 50,     53901.10,     53774.70,     54501.75,     53678.30,     54407.40,506.30
,NIFTY MIDCAP 150,     22893.20,     22805.45,     23006.45,     22747.55,     22972.95,79.75
,NIFTY SMLCAP 50,      9238.80,      9228.95,      9306.55,      9213.90,      9285.45,46.65
,NIFTY SMLCAP 250,     17612.60,     17592.65,     17751.55,     17550.95,     17713.80,101.20
,NIFTY MIDSML 400,     20961.20,     20900.10,     21085.10,     20848.50,     21050.35,89.15
,NIFTY200 QUALTY30,     20226.15,     20011.85,     20093.70,     19900.65,     20055.90,-170.25
,Nifty FinSrv25 50,     28881.10,     28755.30,     28786.25,     28617.85,     28737.80,-143.30
,NIFTY AlphaLowVol,     26341.45,     26250.20,     26338.20,     26172.25,     26298.50,-42.95
,Nifty200Momentm30,     31265.35,     31167.85,     31290.25,     31099.30,     31253.85,-11.50
,Nifty100ESGSecLdr,      4047.15,      4012.60,      4022.45,      3997.45,      4017.00,-30.15
,NIFTY100 ESG,      4927.30,      4879.05,      4901.55,      4864.20,      4894.50,-32.80
,NIFTY M150 QLTY50,     24400.70,     24244.75,     24499.00,     24142.90,     24442.50,41.80
,NIFTY INDIA MFG,     16034.25,     15990.35,     16046.10,     15946.20,     16020.90,-13.35
,Nifty200 Alpha 30,     26351.55,     26276.75,     26512.15,     26219.35,     26480.95,129.40
,NiftyM150Momntm50,     64396.15,     64120.05,     64635.25,     64007.25,     64557.15,161.00
,Nifty50 USD,      8877.35,      8877.35,      8877.35,      8768.45,      8820.75,-56.60
,Nifty IT,     28466.45,     27012.15,     27527.75,     26634.50,     27426.85,-1039.60
,Nifty Next 50,     72595.95,     72408.60,     72604.10,     71982.30,     72356.65,-239.30
,Nifty Bank,     57963.80,     57754.95,     57804.90,     57464.55,     57685.75,-278.05
,NIFTY MIDCAP 100,     62379.25,     62092.20,     62583.45,     61947.25,     62517.30,138.05
,Nifty 500,     23206.45,     23082.70,     23174.65,     23023.35,     23144.20,-62.25
,Nifty 100,     25233.65,     25071.45,     25120.00,     24969.00,     25086.65,-147.00
,Nifty Midcap 50,     17716.85,     17618.15,     17755.70,     17579.55,     17735.30,18.45
,Nifty Realty,       820.20,       817.00,       817.00,       805.70,       811.90,-8.30
,Nifty Infra,      9499.70,      9491.00,      9534.30,      9461.80,      9511.85,12.15
,Nifty Energy,     40457.30,     40450.95,     40614.95,     40293.95,     40548.10,90.80
,Nifty FMCG,     49654.50,     49514.80,     49695.90,     49230.20,     49558.70,-95.80
,Nifty MNC,     32661.55,     32557.10,     32748.50,     32502.10,     32685.15,23.60
,Nifty Pharma,     24282.20,     24276.15,     24493.85,     24274.40,     24460.30,178.10
,Nifty PSE,     10187.00,     10171.70,     10199.05,     10123.75,     10178.50,-8.50
,Nifty PSU Bank,      8770.70,      8757.15,      8759.15,      8665.90,      8716.50,-54.20
,Nifty Serv Sector,     30810.65,     30490.05,     30606.30,     30374.80,     30562.70,-247.95
,Nifty Auto,     26746.40,     26668.00,     26692.30,     26462.05,     26583.35,-163.05
,Nifty Metal,     13010.40,     12928.50,     13050.70,     12846.25,     13020.80,10.40
,Nifty Media,      1513.95,      1518.20,      1536.20,      1509.35,      1515.40,1.45
,NIFTY SMLCAP 100,     18705.60,     18676.60,     18826.65,     18638.30,     18784.45,78.85
,Nifty 200,     13970.35,     13885.65,     13928.30,     13841.20,     13911.25,-59.10
,Nifty Div Opps 50,      5912.35,      5831.85,      5853.05,      5802.30,      5842.85,-69.50
,Nifty Commodities,     10090.00,     10055.95,     10096.70,     10009.30,     10055.80,-34.20
,Nifty Consumption,     11615.95,     11580.80,     11639.10,     11540.25,     11621.60,5.65
,Nifty Fin Service,     26581.95,     26466.25,     26487.65,     26331.05,     26431.15,-150.80
