,03-Jun-2026
The Nifty witnessed an intraday movement of about 308.15 points.The closing index was 0.33 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 135352.00
, Traded Quantity (in Lakhs), 63275.66
, Number of Trades, 37885532
, Total Market Capitalisation (Rs. Crores), 46121002.68

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23483.55,     23415.95,     23459.65,     23151.50,     23405.60,-77.95
,NIFTY50 EQL Wgt,     32291.80,     32231.95,     32251.80,     31840.70,     32133.10,-158.70
,NIFTY100 EQL Wgt,     33776.95,     33750.45,     33754.15,     33292.05,     33628.50,-148.45
,NIFTY100 LowVol30,     19417.60,     19363.80,     19390.15,     19171.30,     19321.15,-96.45
,NIFTY Alpha 50,     51828.40,     51901.90,     52151.00,     51333.95,     52020.25,191.85
,NIFTY MIDCAP 150,     22305.85,     22302.25,     22321.95,     21962.15,     22220.50,-85.35
,NIFTY SMLCAP 50,      8894.60,      8909.00,      8916.95,      8762.10,      8880.25,-14.35
,NIFTY SMLCAP 250,     16946.60,     16969.15,     16984.10,     16738.85,     16954.45,7.85
,NIFTY MIDSML 400,     20336.90,     20343.85,     20357.50,     20045.20,     20288.45,-48.45
,NIFTY200 QUALTY30,     20207.10,     20140.15,     20142.20,     19776.95,     19869.95,-337.15
,Nifty FinSrv25 50,     27105.70,     27041.50,     27272.90,     26731.40,     27192.35,86.65
,NIFTY AlphaLowVol,     25342.85,     25325.05,     25414.05,     25124.65,     25358.70,15.85
,Nifty200Momentm30,     30001.35,     30018.35,     30060.35,     29546.50,     29993.05,-8.30
,Nifty100ESGSecLdr,      3939.65,      3928.45,      3932.55,      3883.20,      3919.70,-19.95
,NIFTY100 ESG,      4820.55,      4804.60,      4806.05,      4740.15,      4781.70,-38.85
,NIFTY M150 QLTY50,     23748.20,     23724.70,     23729.05,     23350.65,     23546.70,-201.50
,NIFTY INDIA MFG,     15750.10,     15755.50,     15800.00,     15628.20,     15759.25,9.15
,Nifty200 Alpha 30,     25454.75,     25480.50,     25551.60,     25123.30,     25495.95,41.20
,NiftyM150Momntm50,     62206.75,     62182.20,     62255.05,     61240.75,     62079.05,-127.70
,Nifty50 USD,      8541.25,      8541.25,      8548.55,      8375.60,      8475.60,-65.65
,Nifty IT,     31116.55,     30563.20,     30567.00,     29301.00,     29384.45,-1732.10
,Nifty Next 50,     70115.80,     70137.85,     70137.85,     69130.65,     69856.40,-259.40
,Nifty Bank,     53714.65,     53541.10,     54299.35,     53027.15,     54185.95,471.30
,NIFTY MIDCAP 100,     60942.00,     60929.10,     60964.80,     59938.80,     60687.20,-254.80
,Nifty 500,     22521.10,     22488.15,     22505.00,     22202.60,     22451.85,-69.25
,Nifty 100,     24491.30,     24435.50,     24467.05,     24146.30,     24408.30,-83.00
,Nifty Midcap 50,     17287.30,     17274.10,     17280.15,     16975.10,     17190.50,-96.80
,Nifty Realty,       773.35,       773.20,       773.70,       753.80,       762.60,-10.75
,Nifty Infra,      9226.65,      9238.85,      9258.30,      9129.85,      9219.15,-7.50
,Nifty Energy,     40189.65,     40233.70,     40322.70,     39853.05,     40196.85,7.20
,Nifty FMCG,     48612.80,     48617.30,     48617.30,     47922.80,     48123.95,-488.85
,Nifty MNC,     31751.75,     31778.75,     31779.70,     31508.00,     31638.15,-113.60
,Nifty Pharma,     24006.30,     23978.05,     24119.75,     23829.60,     24086.60,80.30
,Nifty PSE,     10082.35,     10092.30,     10123.55,      9999.50,     10089.55,7.20
,Nifty PSU Bank,      8049.15,      8044.75,      8206.85,      7948.20,      8185.90,136.75
,Nifty Serv Sector,     29659.05,     29519.80,     29624.15,     29176.60,     29556.25,-102.80
,Nifty Auto,     26079.45,     26069.20,     26215.30,     25881.60,     26092.80,13.35
,Nifty Metal,     13557.65,     13588.70,     13613.60,     13384.30,     13535.20,-22.45
,Nifty Media,      1429.25,      1427.90,      1428.65,      1394.65,      1420.80,-8.45
,NIFTY SMLCAP 100,     18052.30,     18078.65,     18094.50,     17781.35,     18032.05,-20.25
,Nifty 200,     13577.00,     13551.65,     13562.90,     13379.45,     13528.85,-48.15
,Nifty Div Opps 50,      5912.95,      5884.30,      5887.05,      5775.10,      5837.30,-75.65
,Nifty Commodities,     10222.65,     10238.15,     10257.80,     10107.80,     10203.80,-18.85
