,04-Jun-2026
The Nifty witnessed an intraday movement of about 218.0 points.The closing index was 0.05 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 128983.62
, Traded Quantity (in Lakhs), 60476.90
, Number of Trades, 36985442
, Total Market Capitalisation (Rs. Crores), 46219451.96

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23405.60,     23282.45,     23465.30,     23247.30,     23416.55,10.95
,NIFTY50 EQL Wgt,     32133.10,     31999.55,     32233.60,     31940.50,     32174.00,40.90
,NIFTY100 EQL Wgt,     33628.50,     33513.85,     33815.10,     33447.40,     33682.50,54.00
,NIFTY100 LowVol30,     19321.15,     19255.40,     19378.05,     19188.20,     19309.15,-12.00
,NIFTY Alpha 50,     52020.25,     52054.20,     52501.40,     51874.55,     52299.55,279.30
,NIFTY MIDCAP 150,     22220.50,     22174.60,     22416.90,     22114.15,     22315.95,95.45
,NIFTY SMLCAP 50,      8880.25,      8855.90,      8946.85,      8841.15,      8914.25,34.00
,NIFTY SMLCAP 250,     16954.45,     16910.35,     17112.45,     16887.25,     17052.70,98.25
,NIFTY MIDSML 400,     20288.45,     20242.90,     20466.60,     20198.90,     20385.90,97.45
,NIFTY200 QUALTY30,     19869.95,     19812.65,     20032.85,     19755.65,     19952.40,82.45
,Nifty FinSrv25 50,     27192.35,     27059.75,     27398.95,     27015.80,     27294.20,101.85
,NIFTY AlphaLowVol,     25358.70,     25272.35,     25470.10,     25216.70,     25375.60,16.90
,Nifty200Momentm30,     29993.05,     29911.90,     30153.25,     29801.20,     30043.20,50.15
,Nifty100ESGSecLdr,      3919.70,      3897.00,      3931.30,      3894.15,      3921.45,1.75
,NIFTY100 ESG,      4781.70,      4757.30,      4803.60,      4749.70,      4788.95,7.25
,NIFTY M150 QLTY50,     23546.70,     23464.65,     23799.95,     23404.00,     23695.00,148.30
,NIFTY INDIA MFG,     15759.25,     15719.15,     15887.70,     15683.20,     15790.90,31.65
,Nifty200 Alpha 30,     25495.95,     25475.25,     25729.80,     25375.75,     25615.80,119.85
,NiftyM150Momntm50,     62079.05,     62038.75,     62675.25,     61836.25,     62356.55,277.50
,Nifty50 USD,      8473.10,      8473.10,      8497.20,      8246.80,      8480.85,7.75
,Nifty IT,     29384.45,     29150.05,     29382.90,     28971.80,     29300.60,-83.85
,Nifty Next 50,     69856.40,     69672.70,     70425.55,     69530.15,     70010.95,154.55
,Nifty Bank,     54185.95,     53918.85,     54461.00,     53829.40,     54307.85,121.90
,NIFTY MIDCAP 100,     60687.20,     60568.70,     61273.95,     60379.60,     60966.65,279.45
,Nifty 500,     22451.85,     22362.40,     22559.85,     22328.35,     22497.70,45.85
,Nifty 100,     24408.30,     24291.90,     24486.80,     24255.40,     24427.70,19.40
,Nifty Midcap 50,     17190.50,     17140.00,     17362.55,     17080.65,     17264.65,74.15
,Nifty Realty,       762.60,       758.05,       769.90,       753.70,       764.60,2.00
,Nifty Infra,      9219.15,      9177.35,      9244.35,      9172.00,      9209.15,-10.00
,Nifty Energy,     40196.85,     40150.90,     40600.30,     40150.70,     40445.75,248.90
,Nifty FMCG,     48123.95,     48067.95,     48538.10,     47851.25,     48216.00,92.05
,Nifty MNC,     31638.15,     31614.25,     31962.40,     31547.10,     31696.10,57.95
,Nifty Pharma,     24086.60,     24042.00,     24275.30,     23883.00,     24177.95,91.35
,Nifty PSE,     10089.55,     10053.55,     10157.85,     10053.05,     10122.25,32.70
,Nifty PSU Bank,      8185.90,      8162.90,      8258.55,      8110.90,      8219.35,33.45
,Nifty Serv Sector,     29556.25,     29379.95,     29661.00,     29344.65,     29586.00,29.75
,Nifty Auto,     26092.80,     25981.25,     26447.35,     25897.35,     26144.35,51.55
,Nifty Metal,     13535.20,     13492.85,     13545.25,     13412.45,     13436.00,-99.20
,Nifty Media,      1420.80,      1413.95,      1463.10,      1409.25,      1451.90,31.10
,NIFTY SMLCAP 100,     18032.05,     17984.30,     18176.55,     17960.90,     18121.05,89.00
,Nifty 200,     13528.85,     13471.90,     13586.80,     13450.30,     13549.85,21.00
,Nifty Div Opps 50,      5837.30,      5813.45,      5861.15,      5798.55,      5846.95,9.65
,Nifty Commodities,     10203.80,     10168.25,     10227.50,     10158.30,     10181.95,-21.85
,Nifty Consumption,     11135.30,     11093.75,     11233.25,     11067.45,     11185.90,50.60
,Nifty Fin Service,     24955.70,     24824.40,     25120.30,     24787.35,     25031.25,75.55
,Nifty50 Div Point,        42.90,        42.90,        42.90,        42.90,        42.90,0.00
,Nifty100 Liq 15,      7058.25,      7023.20,      7105.20,      7013.25,      7073.70,15.45
,Nifty CPSE,      6932.90,      6898.00,      6974.65,      6898.00,      6963.85,30.95
,Nifty GrowSect 15,     10716.90,     10666.70,     10769.70,     10612.65,     10725.50,8.60
,Nifty50 PR 2x Lev,     11400.60,     11279.00,     11457.00,     11247.05,     11409.65,9.05
,Nifty50 PR 1x Inv,       225.15,       226.40,       226.70,       224.65,       225.10,-0.05
,Nifty50 TR 2x Lev,     17161.15,     16978.05,     17246.00,     16929.95,     17174.75,13.60
,Nifty50 TR 1x Inv,       183.85,       184.85,       185.10,       183.40,       183.80,-0.05
,Nifty50 Value 20,     11922.65,     11856.35,     11971.80,     11836.50,     11942.40,19.75
,Nifty Mid Liq 15,     16161.20,     16114.45,     16378.55,     16040.30,     16305.70,144.50
,Nifty Pvt Bank,     26193.40,     26037.00,     26341.80,     26030.70,     26238.50,45.10
,NIFTY100 Qualty30,      5482.05,      5465.75,      5508.20,      5447.15,      5478.00,-4.05
,Nifty GS 8 13Yr,      2977.69,      2978.24,      2983.18,      2978.24,      2981.92,4.23
,Nifty GS 10Yr,      2604.59,      2605.09,      2608.54,      2604.49,      2607.69,3.10
,Nifty GS 10Yr Cln,       863.60,       863.60,       864.75,       863.40,       864.47,0.87
,Nifty GS 4 8Yr,      3253.38,      3253.95,      3258.07,      3253.82,      3257.51,4.13
,Nifty GS 11 15Yr,      3255.23,      3255.86,      3259.81,      3255.86,      3258.25,3.02
,Nifty GS 15YrPlus,      3443.10,      3443.81,      3451.29,      3443.81,      3450.45,7.35
,Nifty GS Compsite,      3056.73,      3057.31,      3062.47,      3057.31,      3061.55,4.82
,NIFTY HEALTHCARE,     15270.70,     15244.05,     15365.00,     15151.45,     15323.15,52.45
,NIFTY CONSR DURBL,     34665.95,     34532.15,     35537.65,     34416.95,     35422.40,756.45
,NIFTY OIL AND GAS,     11130.80,     11066.70,     11183.90,     11065.70,     11159.40,28.60
,NIFTY500 MULTICAP,     15838.65,     15782.55,     15932.85,     15758.30,     15885.10,46.45
,NIFTY LARGEMID250,     16109.25,     16055.00,     16204.50,     16025.45,     16151.25,42.00
,NIFTY MID SELECT,     14149.05,     14121.50,     14297.05,     14069.95,     14186.30,37.25
,NIFTY TOTAL MKT,     12652.45,     12603.70,     12717.45,     12584.90,     12681.75,29.30
,NIFTY MICROCAP250,     23690.75,     23670.30,     23994.10,     23636.15,     23894.20,203.45
,NIFTY IND DIGITAL,      7851.20,      7806.70,      7903.05,      7776.90,      7864.60,13.40
,Nifty Tata 25 Cap,     14182.70,     14129.35,     14309.40,     14091.15,     14273.20,90.50
,Nifty MidSml Hlth,     47445.15,     47378.70,     47996.40,     47159.90,     47772.55,327.40
,Nifty Multi Mfg,     16064.90,     16008.20,     16175.95,     15982.90,     16088.65,23.75
,Nifty Multi Infra,     14230.75,     14183.60,     14329.55,     14176.05,     14245.65,14.90
,BHARATBOND-APR30,      1571.86,      1572.18,      1572.77,      1572.18,      1572.77,0.91
,BHARATBOND-APR31,      1426.70,      1426.98,      1427.76,      1426.98,      1427.76,1.06
,BHARATBOND-APR32,      1292.71,      1292.97,      1292.98,      1292.97,      1292.98,0.27
,BHARATBOND-APR33,      1253.96,      1254.21,      1254.22,      1254.21,      1254.22,0.26
,Nifty Ind Defence,      9024.45,      9013.70,      9171.05,      8993.35,      9067.30,42.85
,Nifty Ind Tourism,      7273.60,      7241.45,      7392.20,      7216.30,      7357.60,84.00
,Nifty Capital Mkt,      5288.25,      5266.90,      5378.15,      5256.95,      5348.20,59.95
,Nifty500Momentm50,     52285.45,     52186.65,     52706.50,     52004.70,     52510.20,224.75
,NiftyMS400 MQ 100,     49859.45,     49812.10,     50395.05,     49662.35,     50179.10,319.65
,NiftySml250MQ 100,     44703.40,     44610.90,     45133.50,     44521.75,     45004.10,300.70
,Nifty Top 10 EW,      8414.55,      8367.60,      8423.20,      8355.90,      8406.00,-8.55
,Nifty AQL 30,     21919.10,     21870.70,     22081.15,     21805.60,     21979.65,60.55
,Nifty AQLV 30,     19645.60,     19583.65,     19749.10,     19537.95,     19694.15,48.55
,Nifty EV,      3045.30,      3035.75,      3080.25,      3027.05,      3057.20,11.90
,Nifty HighBeta 50,      4198.10,      4185.55,      4231.45,      4174.25,      4208.15,10.05
,Nifty New Consump,     10829.60,     10780.50,     10947.65,     10758.60,     10911.35,81.75
,Nifty Corp MAATR,     38507.35,     38319.45,     38727.20,     38292.00,     38539.80,32.45
,Nifty Low Vol 50,     23775.00,     23685.95,     23865.20,     23636.90,     23794.05,19.05
,Nifty Mobility,     21370.50,     21275.55,     21643.65,     21242.45,     21468.55,98.05
,Nifty Qlty LV 30,     15936.20,     15889.90,     16036.20,     15840.85,     15983.40,47.20
,Nifty Sml250 Q50,     24351.35,     24272.00,     24503.20,     24252.15,     24405.70,54.35
,Nifty Top 15 EW,      9401.40,      9352.65,      9435.10,      9333.05,      9397.25,-4.15
,Nifty100 Alpha 30,     17819.80,     17770.20,     17940.00,     17713.55,     17872.25,52.45
,Nifty100 Enh ESG,      4814.05,      4789.40,      4836.25,      4781.75,      4821.55,7.50
,Nifty200 Value 30,     15395.85,     15344.65,     15476.50,     15338.80,     15450.10,54.25
,Nifty500 EW,     14236.30,     14195.85,     14351.85,     14172.25,     14301.50,65.20
,Nifty Multi MQ 50,     41593.10,     41539.95,     41991.20,     41409.60,     41804.55,211.45
,Nifty500 Value 50,     16559.80,     16505.15,     16620.30,     16500.60,     16592.60,32.80
,Nifty Top 20 EW,      8342.50,      8299.90,      8383.85,      8278.55,      8362.20,19.70
,Nifty CoreHousing,     14760.35,     14721.30,     14887.75,     14674.60,     14811.80,51.45
,Nifty FinSerExBnk,     30016.50,     29899.90,     30233.65,     29813.55,     30083.90,67.40
,Nifty Housing,     11801.65,     11760.80,     11851.25,     11740.35,     11805.05,3.40
,Nifty IPO,      2137.95,      2136.00,      2152.60,      2135.85,      2144.60,6.65
,Nifty MS Fin Serv,     21406.25,     21341.40,     21554.30,     21265.85,     21468.05,61.80
,Nifty MS Ind Cons,     17396.35,     17354.45,     17612.90,     17296.35,     17514.55,118.20
,Nifty MS IT Telcm,      9572.25,      9527.60,      9653.90,      9482.90,      9606.90,34.65
,Nifty NonCyc Cons,     14434.20,     14387.45,     14580.50,     14350.25,     14538.35,104.15
,Nifty Rural,     14824.00,     14781.60,     14926.70,     14743.30,     14856.00,32.00
,Nifty Shariah 25,      7719.50,      7692.85,      7770.00,      7666.60,      7741.65,22.15
,Nifty Trans Logis,     23669.05,     23560.45,     24005.60,     23514.85,     23785.25,116.20
,Nifty50 Shariah,      4313.35,      4293.05,      4307.25,      4275.45,      4292.75,-20.60
,Nifty500 LMS Eql,     17657.00,     17601.55,     17779.05,     17572.45,     17721.25,64.25
,Nifty500 Shariah,      6876.70,      6857.55,      6912.90,      6837.95,      6889.55,12.85
,Nifty500 Qlty50,     19471.75,     19436.35,     19704.70,     19393.90,     19623.50,151.75
,Nifty500 LowVol50,     21615.05,     21540.95,     21735.20,     21515.45,     21669.00,53.95
,Nifty500 MQVLv50,     30413.40,     30348.70,     30627.85,     30279.80,     30519.40,106.00
,Nifty500 Flexicap,      9572.25,      9541.85,      9647.80,      9514.00,      9602.35,30.10
,Nifty TMMQ 50,     43746.75,     43741.45,     44226.35,     43594.65,     43957.85,211.10
,Nifty FPI 150,      1515.00,      1508.45,      1520.45,      1505.90,      1516.25,1.25
,Nifty SME Emerge,     13615.50,     13621.30,     13723.25,     13620.50,     13678.95,63.45
,Nifty Internet,      1188.90,      1182.80,      1206.45,      1179.90,      1194.70,5.80
,Nifty Chemicals,     29076.60,     28988.60,     29217.95,     28904.60,     29055.50,-21.10
,Nifty Waves,      1894.95,      1891.90,      1927.35,      1883.30,      1917.35,22.40
,Nifty InfraLog,     11951.25,     11928.75,     12056.10,     11913.15,     11986.45,35.20
,Nifty500 Health,     19759.30,     19719.35,     19903.70,     19626.40,     19848.20,88.90
,Nifty RailwaysPSU,      2909.40,      2896.95,      2940.10,      2895.80,      2923.70,14.30
,NiftyConglomerate,     14476.30,     14424.75,     14552.35,     14397.45,     14487.25,10.95
,Nifty MidSmall 50 50,     19693.00,     19647.05,     19867.70,     19609.50,     19792.35,99.35
,Nifty Cement,     14598.85,     14571.80,     14647.85,     14532.10,     14568.50,-30.35
,Nifty Smallcap 500,     19237.20,     19195.40,     19431.85,     19169.45,     19362.80,125.60
,Nifty REITs Realty,      1763.55,      1758.05,      1768.85,      1751.90,      1763.90,0.35
,India VIX,16.2775,16.2775,16.4050,15.5300,15.8850,-0.3925

,ADVANCES,1916
,DECLINES,1563
,UNCHANGED,103

,Total securities that have hit their price bands today,277

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR,VALUE(Rs Crs)
,HDFCBANK,EQ,       753.65,       754.20,0.07,3208.84
,RELIANCE,EQ,      1313.20,      1303.70,-0.72,3059.07
,TEJASNET,EQ,       569.25,       601.95,5.74,2799.54
,ICICIBANK,EQ,      1242.00,      1251.70,0.78,2436.41
,SBIN,EQ,       970.45,       979.25,0.91,1845.96
,BSE,EQ,      3966.10,      4033.40,1.70,1712.97
,IFCI,EQ,        80.42,        81.98,1.94,1641.79
,JSLL,EQ,       692.30,       651.90,-5.84,1625.10
,HFCL,EQ,       199.41,       197.08,-1.17,1587.79
,INFY,EQ,      1222.60,      1201.30,-1.74,1535.13
,NETWEB,EQ,      4705.30,      4934.20,4.86,1342.31
,IDEA,EQ,        14.85,        14.93,0.54,1291.39
,APOLLO,EQ,       407.55,       419.20,2.86,1256.50
,BHARTIARTL,EQ,      1824.10,      1818.90,-0.29,1221.63
,HSCL,EQ,       602.05,       642.00,6.64,1211.69
,JBMA,EQ,       669.25,       692.80,3.52,1154.08
,OLAELEC,EQ,        43.74,        43.32,-0.96,1109.62
,TCS,EQ,      2241.70,      2241.00,-0.03,1088.54
,ZENTEC,EQ,      1688.10,      1809.80,7.21,1080.89
,MCX,EQ,      2833.60,      2893.50,2.11,1067.88
,MTARTECH,EQ,      7468.00,      7755.50,3.85,982.80
,ETERNAL,EQ,       247.00,       254.35,2.98,933.50
,POWERINDIA,EQ,     35190.00,     36525.00,3.79,931.76
,BHEL,EQ,       406.30,       389.20,-4.21,893.01
,BAJFINANCE,EQ,       876.80,       874.40,-0.27,845.93

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,TITAN,EQ,      4231.00,      4088.80,3.48
,ETERNAL,EQ,       254.35,       247.00,2.98
,COALINDIA,EQ,       481.65,       472.30,1.98
,CIPLA,EQ,      1398.70,      1375.20,1.71
,ADANIENT,EQ,      2972.80,      2925.60,1.61

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,TRENT,EQ,      2837.60,      4257.60,-33.35
,INFY,EQ,      1201.30,      1222.60,-1.74
,BAJAJFINSV,EQ,      1709.80,      1734.40,-1.42
,HINDALCO,EQ,      1125.60,      1138.90,-1.17
,SBILIFE,EQ,      1764.90,      1784.20,-1.08

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE,TRADED QUANTITY
,1015ECL29,NR,      1019.01,                    29551.29,29
,1015SCFL29,YY,      1002.60,                   200520.00,200
,1015SCL28B,AZ,       680.00,                    27200.00,40
,1018GS2026,GS,       105.90,                   284511.95,2704
,1025VCCL28,N0,     96300.00,                   288900.00,3
,1040UCL27B,N1,      1002.23,                   142423.20,142
,1050ISFL28,N5,      1050.00,                     5250.00,5
,1050NFL26,N7,      1008.00,                     1008.00,1
,1050UCL28,NH,      1013.00,                   858440.00,847
,105IIFL29,N7,      1030.00,                     6180.00,6
,1065NFL27,NC,      1010.00,                    94850.24,94
,1075SCL33A,N2,       915.00,                    36230.00,40
,1075WCA28,N0,      9819.71,                    39627.42,4
,10IIFL28,N4,      1073.78,                   584656.93,545
,10IIFL28A,NE,      1009.80,                  1458451.15,1445
,10IIFL29,N6,      1013.00,                   109484.00,108
,10NIDO26,N6,      1082.80,                   368761.80,341
,10UCL26,ND,      1009.99,                    21191.23,21
,1102NFL26,N8,      1299.00,                  1394364.35,1107
,111ESFB31,N0,    101500.00,                   507500.00,5
,1150AFIL28,N0,      9834.00,                    19668.00,2
,115VCCL31A,N0,      9700.00,                   145500.00,15
,116VCCL27,N0,     99490.00,                   198980.00,2
,118VCCL27B,N0,     98499.00,                   197498.00,2
,1225IFL27,N0,      9001.00,                     9001.00,1
,1225IFL28,N0,      9001.12,                   234029.03,26
,125VCCL31,N0,     96397.00,                    96397.00,1
,12AFIL27,N0,      9800.00,                    19700.00,2
,12AFIL27A,N0,      9708.00,                    98332.00,10
,12AFIL28,N0,      9867.67,                    39417.67,4
,12VCCL29B,N0,     99000.00,                    99000.00,1
,20MICRONS,EQ,       189.36,                 35097690.07,183378
,21STCENMGM,EQ,        32.55,                    63108.57,1934
,360ONE,EQ,      1071.80,               2704387971.10,2527568
,364D021026,TB,        97.25,                    19434.00,200
,364D190327,TB,        94.75,                     9475.00,100
,3BBLACKBIO,EQ,      1126.90,                  5509967.90,4876
,3IINFOLTD,EQ,        17.11,                  2220992.43,129116
,3MINDIA,EQ,     32290.00,                 85306840.00,2629
,3PLAND,EQ,        31.91,                    58268.46,1842
,5PAISA,EQ,       320.60,                  4257072.30,13197
,603GS2029,GS,        99.31,                    19862.00,200
,610GS2031,GS,       100.70,                      100.70,1
,613GS2028,GS,        99.29,                       99.29,1
,633GS2035,GS,       102.00,                      902.00,9
,63MOONS,EQ,       620.50,                 75357404.30,119842
,648GS2035,GS,        96.50,                    11194.00,116
,667GS2050,GS,        93.50,                   177053.83,1951
,668GS2040,GS,        97.40,                   313159.10,3245
,675GS2029,GS,       101.75,                      203.16,2
,676GS2061,GS,        90.29,                   544080.20,6041
,679GS2034,GS,        97.46,                    81379.10,835
,679GS2034A,GS,        96.12,                    19224.00,200
,683MH32A,SG,        96.50,                  1061500.00,11000
,68GS2060,GS,        93.99,                     1311.23,14
,690GS2065,GS,        91.32,                   329411.69,3618
,691RJ31A,SG,        98.75,                   938125.00,9500
,694GS2036,GS,        99.10,                    29730.00,300
,695GS2061,GS,        95.50,                   197160.00,2065
,697GR2034,GS,        97.00,                     9700.00,100
,698GR2054,GS,        95.44,                      668.08,7
,702GS2031,GS,       102.85,                   102850.00,1000
,704GS2029,GS,       101.50,                  1199259.00,11806
,706GS2028,GS,       101.84,                   356473.00,3500
,706GS2046,GS,        97.60,                   497010.00,5100
,709GS2054,GS,        95.30,                  4970848.21,52204
,709GS2074,GS,        93.00,                    78443.45,843
,710GS2029,GS,       103.52,                  1264922.40,12232
