,17-Jun-2026
The Nifty witnessed an intraday movement of about 138.5 points.The closing index was 0.4 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 133368.61
, Traded Quantity (in Lakhs), 61173.72
, Number of Trades, 36951566
, Total Market Capitalisation (Rs. Crores), 47504110.37

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23989.15,     24044.50,     24108.20,     23969.70,     24085.70,96.55
,NIFTY50 EQL Wgt,     32496.00,     32558.20,     32644.45,     32484.25,     32615.60,119.60
,NIFTY100 EQL Wgt,     34220.35,     34280.40,     34418.50,     34169.60,     34402.90,182.55
,NIFTY100 LowVol30,     19741.15,     19787.70,     19822.30,     19724.65,     19796.25,55.10
,NIFTY Alpha 50,     53201.50,     53263.65,     53748.80,     53178.85,     53710.05,508.55
,NIFTY MIDCAP 150,     22671.40,     22730.00,     22797.00,     22683.20,     22786.25,114.85
,NIFTY SMLCAP 50,      9114.60,      9146.25,      9189.45,      9134.65,      9181.85,67.25
,NIFTY SMLCAP 250,     17369.25,     17420.20,     17512.70,     17419.55,     17495.75,126.50
,NIFTY MIDSML 400,     20728.75,     20784.75,     20859.50,     20762.55,     20849.35,120.60
,NIFTY200 QUALTY30,     20023.70,     20078.65,     20233.50,     20059.45,     20224.10,200.40
,Nifty FinSrv25 50,     28677.05,     28727.65,     28770.05,     28601.95,     28673.00,-4.05
,NIFTY AlphaLowVol,     26163.85,     26198.60,     26259.65,     26120.75,     26236.40,72.55
,Nifty200Momentm30,     31042.75,     31101.55,     31159.05,     30973.50,     31143.70,100.95
,Nifty100ESGSecLdr,      4012.55,      4023.00,      4035.70,      4011.20,      4033.35,20.80
,NIFTY100 ESG,      4886.45,      4898.50,      4915.90,      4888.60,      4912.80,26.35
,NIFTY M150 QLTY50,     24179.70,     24267.40,     24328.60,     24208.05,     24314.00,134.30
,NIFTY INDIA MFG,     15877.60,     15908.25,     15998.85,     15855.75,     15990.50,112.90
,Nifty200 Alpha 30,     26076.20,     26090.80,     26310.00,     26030.75,     26291.35,215.15
,NiftyM150Momntm50,     63818.15,     64008.70,     64209.50,     63774.95,     64157.95,339.80
,Nifty50 USD,      8790.55,      8790.55,      8918.40,      8790.55,      8832.40,41.85
,Nifty IT,     28568.10,     28759.05,     29007.00,     28688.40,     28809.55,241.45
,Nifty Next 50,     71798.65,     71857.65,     72294.65,     71583.15,     72258.50,459.85
,Nifty Bank,     57297.15,     57434.05,     57646.15,     57222.40,     57585.05,287.90
,NIFTY MIDCAP 100,     61802.05,     61960.75,     62152.15,     61811.70,     62123.35,321.30
,Nifty 500,     22997.25,     23048.70,     23120.90,     22990.95,     23109.70,112.45
,Nifty 100,     25029.90,     25080.65,     25154.70,     25001.40,     25141.80,111.90
,Nifty Midcap 50,     17607.15,     17656.25,     17695.60,     17565.85,     17659.65,52.50
,Nifty Realty,       818.10,       814.25,       817.75,       809.35,       814.60,-3.50
,Nifty Infra,      9426.70,      9450.35,      9475.35,      9399.40,      9469.95,43.25
,Nifty Energy,     39915.40,     39985.60,     40259.10,     39873.55,     40238.45,323.05
,Nifty FMCG,     49642.40,     49677.95,     49867.85,     49402.75,     49556.05,-86.35
,Nifty MNC,     32442.30,     32388.55,     32683.05,     32353.25,     32657.70,215.40
,Nifty Pharma,     24157.85,     24198.75,     24238.65,     24035.45,     24146.55,-11.30
,Nifty PSE,     10017.35,     10038.10,     10131.60,     10003.05,     10118.15,100.80
,Nifty PSU Bank,      8563.20,      8590.60,      8725.10,      8534.65,      8713.10,149.90
,Nifty Serv Sector,     30568.45,     30645.20,     30735.45,     30586.00,     30668.35,99.90
,Nifty Auto,     26891.55,     26972.15,     26986.20,     26548.70,     26724.40,-167.15
,Nifty Metal,     12881.50,     12848.95,     13066.70,     12757.70,     13011.40,129.90
,Nifty Media,      1506.30,      1516.50,      1520.15,      1503.45,      1505.65,-0.65
