,12-Jun-2026
The Nifty witnessed an intraday movement of about 331.45 points.The closing index was 1.99 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 118837.67
, Traded Quantity (in Lakhs), 56006.69
, Number of Trades, 35489036
, Total Market Capitalisation (Rs. Crores), 46200261.90

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23161.60,     23412.55,     23645.35,     23313.90,     23622.90,461.30
,NIFTY50 EQL Wgt,     31566.15,     31918.30,     32040.00,     31667.40,     32010.55,444.40
,NIFTY100 EQL Wgt,     32965.95,     33384.10,     33636.95,     33180.65,     33604.25,638.30
,NIFTY100 LowVol30,     19198.25,     19385.45,     19504.50,     19325.95,     19483.25,285.00
,NIFTY Alpha 50,     50749.50,     51564.55,     52358.85,     51393.85,     52287.15,1537.65
,NIFTY MIDCAP 150,     21733.05,     22015.50,     22279.90,     21931.60,     22257.90,524.85
,NIFTY SMLCAP 50,      8746.80,      8871.40,      8983.70,      8849.65,      8976.10,229.30
,NIFTY SMLCAP 250,     16642.70,     16854.20,     17088.85,     16831.15,     17079.10,436.40
,NIFTY MIDSML 400,     19867.70,     20124.00,     20377.00,     20064.70,     20361.45,493.75
,NIFTY200 QUALTY30,     19504.45,     19703.95,     19740.30,     19552.55,     19680.30,175.85
,Nifty FinSrv25 50,     27271.50,     27641.05,     28115.15,     27532.95,     28093.35,821.85
,NIFTY AlphaLowVol,     25362.25,     25625.15,     25759.55,     25497.00,     25738.15,375.90
,Nifty200Momentm30,     29470.15,     29930.80,     30441.30,     29822.20,     30404.75,934.60
,Nifty100ESGSecLdr,      3865.45,      3907.10,      3947.55,      3890.65,      3943.95,78.50
,NIFTY100 ESG,      4711.95,      4763.65,      4800.60,      4738.25,      4796.20,84.25
,NIFTY M150 QLTY50,     23153.95,     23417.10,     23635.10,     23330.75,     23613.90,459.95
,NIFTY INDIA MFG,     15411.65,     15599.30,     15681.20,     15490.35,     15663.10,251.45
,Nifty200 Alpha 30,     24895.45,     25302.50,     25661.45,     25159.15,     25629.15,733.70
,NiftyM150Momntm50,     60604.25,     61506.10,     62650.30,     61288.00,     62577.65,1973.40
,Nifty50 USD,      8381.05,      8381.05,      8630.20,      8343.70,      8612.10,231.05
,Nifty IT,     27821.00,     28025.25,     28078.60,     27660.00,     27795.75,-25.25
,Nifty Next 50,     68378.75,     69318.20,     70080.95,     68947.40,     70007.20,1628.45
,Nifty Bank,     55176.75,     55934.10,     56867.10,     55726.55,     56814.80,1638.05
,NIFTY MIDCAP 100,     59325.40,     60115.85,     60829.15,     59833.80,     60768.10,1442.70
,Nifty 500,     22114.45,     22376.45,     22618.70,     22295.15,     22599.80,485.35
,Nifty 100,     24104.70,     24378.90,     24625.50,     24271.70,     24602.25,497.55
,Nifty Midcap 50,     16865.50,     17083.85,     17281.75,     16985.30,     17265.90,400.40
,Nifty Realty,       743.35,       756.00,       770.95,       749.05,       769.60,26.25
,Nifty Infra,      9024.90,      9122.05,      9246.55,      9084.30,      9236.80,211.90
,Nifty Energy,     38655.90,     39122.15,     39311.90,     38684.40,     39244.45,588.55
,Nifty FMCG,     48521.80,     48829.85,     49007.75,     48654.80,     48827.60,305.80
,Nifty MNC,     31176.20,     31532.25,     31710.25,     31421.55,     31676.55,500.35
,Nifty Pharma,     24306.95,     24526.50,     24526.80,     24274.50,     24380.05,73.10
,Nifty PSE,      9783.25,      9901.40,      9912.25,      9777.20,      9897.10,113.85
,Nifty PSU Bank,      8303.95,      8446.95,      8537.70,      8385.75,      8528.75,224.80
,Nifty Serv Sector,     29421.80,     29744.50,     30129.05,     29662.45,     30099.65,677.85
,Nifty Auto,     25790.35,     26089.65,     26322.00,     25877.50,     26293.85,503.50
,Nifty Metal,     12733.60,     12928.30,     12933.95,     12744.25,     12854.50,120.90
,Nifty Media,      1465.50,      1486.05,      1493.95,      1467.30,      1487.60,22.10
,NIFTY SMLCAP 100,     17702.60,     17946.90,     18212.55,     17900.80,     18197.45,494.85
,Nifty 200,     13333.70,     13490.45,     13630.95,     13431.25,     13618.55,284.85
,Nifty Div Opps 50,      5694.10,      5758.85,      5779.60,      5710.30,      5774.50,80.40
,Nifty Commodities,      9760.30,      9884.65,      9908.00,      9763.45,      9896.45,136.15
,Nifty Consumption,     11047.80,     11152.85,     11242.75,     11113.75,     11229.00,181.20
,Nifty Fin Service,     25152.00,     25489.25,     25962.05,     25401.05,     25943.35,791.35
,Nifty50 Div Point,        53.34,        62.14,        62.14,        62.14,        62.14,8.80
,Nifty100 Liq 15,      6978.30,      7063.50,      7172.45,      7042.75,      7162.25,183.95
,Nifty CPSE,      6691.60,      6751.10,      6751.25,      6636.95,      6684.75,-6.85
,Nifty GrowSect 15,     10585.35,     10667.50,     10691.40,     10597.15,     10669.55,84.20
,Nifty50 PR 2x Lev,     11149.70,     11389.75,     11613.75,     11294.90,     11592.25,442.55
,Nifty50 PR 1x Inv,       227.75,       225.35,       226.30,       223.05,       223.25,-4.50
,Nifty50 TR 2x Lev,     16798.45,     17172.90,     17510.35,     17029.95,     17477.95,679.50
,Nifty50 TR 1x Inv,       185.90,       183.80,       184.60,       181.95,       182.15,-3.75
,Nifty50 Value 20,     11882.65,     12001.20,     12024.35,     11902.40,     12012.60,129.95
,Nifty Mid Liq 15,     15880.35,     16112.95,     16363.60,     16017.10,     16347.85,467.50
,Nifty Pvt Bank,     26886.30,     27216.00,     27684.80,     27099.50,     27649.70,763.40
,NIFTY100 Qualty30,      5377.65,      5434.20,      5443.50,      5385.95,      5411.50,33.85
,Nifty GS 8 13Yr,      3001.53,      3002.08,      3009.53,      3002.08,      3008.69,7.16
,Nifty GS 10Yr,      2626.15,      2626.65,      2634.47,      2626.64,      2633.04,6.89
,Nifty GS 10Yr Cln,       869.44,       869.44,       872.04,       869.44,       871.57,2.13
,Nifty GS 4 8Yr,      3293.84,      3294.41,      3301.39,      3294.14,      3300.87,7.03
,Nifty GS 11 15Yr,      3288.82,      3289.45,      3299.12,      3289.45,      3298.46,9.64
,Nifty GS 15YrPlus,      3479.80,      3480.52,      3494.34,      3480.52,      3489.49,9.69
,Nifty GS Compsite,      3085.08,      3085.66,      3092.96,      3085.66,      3092.15,7.07
