,01-Jun-2026
The Nifty witnessed an intraday movement of about 375.75 points.The closing index was 0.7 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 132672.24
, Traded Quantity (in Lakhs), 59110.15
, Number of Trades, 40606252
, Total Market Capitalisation (Rs. Crores), 46054325.52

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23547.75,     23654.50,     23733.70,     23357.95,     23382.60,-165.15
,NIFTY50 EQL Wgt,     32390.95,     32542.80,     32677.55,     32103.75,     32136.25,-254.70
,NIFTY100 EQL Wgt,     34058.05,     34220.45,     34318.35,     33596.95,     33638.90,-419.15
,NIFTY100 LowVol30,     19513.45,     19614.50,     19677.85,     19307.55,     19332.60,-180.85
,NIFTY Alpha 50,     52795.35,     52972.85,     53066.80,     51641.80,     51725.25,-1070.10
,NIFTY MIDCAP 150,     22571.40,     22662.75,     22695.10,     22234.00,     22265.20,-306.20
,NIFTY SMLCAP 50,      8951.35,      9008.60,      9038.90,      8868.85,      8882.00,-69.35
,NIFTY SMLCAP 250,     16992.10,     17082.70,     17139.65,     16828.10,     16857.10,-135.00
,NIFTY MIDSML 400,     20515.85,     20607.75,     20648.45,     20249.25,     20276.15,-239.70
,NIFTY200 QUALTY30,     20112.00,     20197.95,     20284.40,     19938.90,     19973.40,-138.60
,Nifty FinSrv25 50,     27671.10,     27754.15,     27811.80,     27229.25,     27277.35,-393.75
,NIFTY AlphaLowVol,     25679.05,     25772.40,     25847.65,     25323.45,     25354.75,-324.30
,Nifty200Momentm30,     30460.80,     30627.35,     30735.60,     29946.90,     29995.30,-465.50
,Nifty100ESGSecLdr,      3949.85,      3968.55,      3980.85,      3916.60,      3920.20,-29.65
,NIFTY100 ESG,      4821.35,      4843.30,      4861.55,      4779.20,      4784.30,-37.05
,NIFTY M150 QLTY50,     23786.45,     23876.40,     23969.80,     23552.00,     23590.30,-196.15
,NIFTY INDIA MFG,     15889.90,     15963.75,     16000.50,     15695.65,     15715.55,-174.35
,Nifty200 Alpha 30,     26014.95,     26125.90,     26173.55,     25485.65,     25518.75,-496.20
,NiftyM150Momntm50,     63420.95,     63669.85,     63746.90,     62215.10,     62298.90,-1122.05
,Nifty50 USD,      8588.70,      8588.70,      8665.45,      8413.35,      8532.15,-56.55
,Nifty IT,     29080.15,     29349.20,     30238.15,     29341.60,     29854.25,774.10
,Nifty Next 50,     71073.65,     71430.85,     71530.65,     69806.55,     69921.85,-1151.80
,Nifty Bank,     54239.20,     54403.85,     54582.75,     53470.00,     53643.10,-596.10
,NIFTY MIDCAP 100,     61723.80,     61978.20,     62062.00,     60735.85,     60827.95,-895.85
,Nifty 500,     22657.00,     22760.80,     22810.20,     22414.80,     22437.95,-219.05
,Nifty 100,     24608.45,     24722.30,     24789.75,     24369.85,     24393.05,-215.40
,Nifty Midcap 50,     17490.55,     17556.55,     17583.80,     17253.05,     17279.20,-211.35
,Nifty Realty,       782.55,       786.65,       788.75,       766.05,       768.20,-14.35
,Nifty Infra,      9353.05,      9398.75,      9422.50,      9226.90,      9237.15,-115.90
,Nifty Energy,     40878.00,     40983.90,     41041.50,     40188.80,     40253.65,-624.35
,Nifty FMCG,     49383.35,     49474.55,     49571.65,     48127.50,     48247.70,-1135.65
,Nifty MNC,     32455.90,     32614.75,     32666.85,     31698.35,     31742.20,-713.70
,Nifty Pharma,     24345.80,     24547.85,     24571.35,     24148.85,     24214.25,-131.55
,Nifty PSE,     10227.35,     10250.65,     10287.40,     10135.20,     10151.45,-75.90
,Nifty PSU Bank,      8156.15,      8187.35,      8212.80,      7982.85,      8005.50,-150.65
,Nifty Serv Sector,     29685.15,     29809.90,     29924.60,     29476.00,     29519.00,-166.15
,Nifty Auto,     26338.45,     26439.20,     26548.10,     25830.20,     25891.90,-446.55
,Nifty Metal,     13440.95,     13505.15,     13569.10,     13395.95,     13506.55,65.60
,Nifty Media,      1408.30,      1423.65,      1454.75,      1416.10,      1427.55,19.25
,NIFTY SMLCAP 100,     18138.80,     18238.95,     18295.65,     17949.70,     17979.80,-159.00
,Nifty 200,     13663.70,     13725.50,     13758.10,     13514.55,     13528.35,-135.35
,Nifty Div Opps 50,      5880.90,      5910.20,      5931.75,      5846.25,      5853.45,-27.45
,Nifty Commodities,     10295.00,     10336.10,     10363.10,     10229.75,     10242.10,-52.90
,Nifty Consumption,     11261.00,     11316.70,     11354.45,     11066.05,     11084.00,-177.00
,Nifty Fin Service,     25354.00,     25428.70,     25488.50,     24959.60,     25008.45,-345.55
,Nifty50 Div Point,        42.90,        42.90,        42.90,        42.90,        42.90,0.00
,Nifty100 Liq 15,      7113.10,      7140.65,      7167.40,      7021.95,      7029.10,-84.00
,Nifty CPSE,      7008.85,      7023.15,      7049.70,      6955.60,      6970.00,-38.85
,Nifty GrowSect 15,     10733.25,     10799.75,     10851.35,     10702.70,     10717.15,-16.10
,Nifty50 PR 2x Lev,     11548.35,     11647.90,     11719.65,     11357.20,     11381.80,-166.55
,Nifty50 PR 1x Inv,       223.75,       222.80,       225.65,       222.10,       225.35,1.60
,Nifty50 TR 2x Lev,     17383.65,     17533.55,     17641.50,     17095.95,     17132.80,-250.85
,Nifty50 TR 1x Inv,       182.60,       181.85,       184.15,       181.30,       184.00,1.40
,Nifty50 Value 20,     11979.05,     12023.65,     12081.25,     11934.45,     11947.40,-31.65
,Nifty Mid Liq 15,     16637.25,     16725.35,     16776.90,     16360.50,     16395.65,-241.60
,Nifty Pvt Bank,     26326.40,     26386.45,     26465.95,     25984.75,     26068.00,-258.40
,NIFTY100 Qualty30,      5522.95,      5549.15,      5574.60,      5485.60,      5494.90,-28.05
,Nifty GS 8 13Yr,      2980.71,      2981.26,      2981.27,      2975.54,      2978.00,-2.71
,Nifty GS 10Yr,      2611.62,      2612.13,      2612.13,      2605.85,      2607.16,-4.46
,Nifty GS 10Yr Cln,       866.45,       866.45,       866.45,       864.36,       864.79,-1.66
,Nifty GS 4 8Yr,      3253.60,      3254.16,      3254.71,      3250.66,      3251.16,-2.44
,Nifty GS 11 15Yr,      3259.39,      3260.01,      3260.01,      3256.45,      3257.36,-2.03
,Nifty GS 15YrPlus,      3447.81,      3448.53,      3448.53,      3439.57,      3441.25,-6.56
,Nifty GS Compsite,      3059.21,      3059.78,      3059.80,      3054.62,      3056.87,-2.34
,NIFTY HEALTHCARE,     15392.75,     15473.05,     15489.40,     15240.75,     15267.20,-125.55
,NIFTY CONSR DURBL,     34943.55,     35142.65,     35183.15,     34452.20,     34500.20,-443.35
,NIFTY OIL AND GAS,     11200.25,     11257.65,     11290.75,     11148.50,     11159.10,-41.15
,NIFTY500 MULTICAP,     15974.95,     16049.35,     16079.90,     15801.55,     15818.90,-156.05
,NIFTY LARGEMID250,     16304.65,     16375.20,     16403.10,     16102.50,     16121.20,-183.45
,NIFTY MID SELECT,     14474.90,     14532.00,     14557.85,     14239.75,     14264.85,-210.05
,NIFTY TOTAL MKT,     12762.20,     12821.45,     12848.60,     12624.50,     12638.05,-124.15
,NIFTY MICROCAP250,     23642.95,     23787.10,     23822.25,     23312.80,     23380.40,-262.55
,NIFTY IND DIGITAL,      7868.70,      7915.95,      7993.70,      7905.10,      7915.90,47.20
,Nifty Tata 25 Cap,     14200.40,     14307.40,     14374.80,     14130.75,     14146.15,-54.25
,Nifty MidSml Hlth,     47781.60,     48166.95,     48289.25,     47440.85,     47557.90,-223.70
,Nifty Multi Mfg,     16192.15,     16275.85,     16307.90,     16014.20,     16034.80,-157.35
,Nifty Multi Infra,     14423.20,     14484.80,     14513.65,     14204.40,     14225.45,-197.75
,BHARATBOND-APR30,      1571.51,      1571.83,      1571.83,      1571.83,      1571.83,0.32
,BHARATBOND-APR31,      1425.86,      1426.14,      1426.15,      1426.14,      1426.15,0.29
,BHARATBOND-APR32,      1292.64,      1292.90,      1292.90,      1292.90,      1292.90,0.26
,BHARATBOND-APR33,      1253.71,      1253.97,      1253.97,      1253.97,      1253.97,0.26
,Nifty Ind Defence,      9107.50,      9142.75,      9167.55,      8884.85,      8924.50,-183.00
