,15-Jun-2026
The Nifty witnessed an intraday movement of about 193.6 points.The closing index was 0.98 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 138642.27
, Traded Quantity (in Lakhs), 60957.87
, Number of Trades, 41923281
, Total Market Capitalisation (Rs. Crores), 47013907.91

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23622.90,     23984.85,     24011.40,     23817.80,     23853.90,231.00
,NIFTY50 EQL Wgt,     32010.55,     32486.40,     32537.20,     32342.85,     32387.15,376.60
,NIFTY100 EQL Wgt,     33604.25,     34125.00,     34308.65,     34067.65,     34116.95,512.70
,NIFTY100 LowVol30,     19483.25,     19749.75,     19756.35,     19625.35,     19649.60,166.35
,NIFTY Alpha 50,     52287.15,     53172.80,     53655.05,     52993.00,     53244.85,957.70
,NIFTY MIDCAP 150,     22257.90,     22614.75,     22700.85,     22550.35,     22585.10,327.20
,NIFTY SMLCAP 50,      8976.10,      9117.00,      9140.65,      9060.95,      9073.50,97.40
,NIFTY SMLCAP 250,     17079.10,     17364.45,     17396.70,     17265.70,     17292.70,213.60
,NIFTY MIDSML 400,     20361.45,     20692.55,     20753.35,     20621.45,     20645.60,284.15
,NIFTY200 QUALTY30,     19680.30,     19970.05,     19971.10,     19815.55,     19845.70,165.40
,Nifty FinSrv25 50,     28093.35,     28614.35,     28744.75,     28434.60,     28483.65,390.30
,NIFTY AlphaLowVol,     25738.15,     26103.30,     26182.95,     26047.40,     26089.55,351.40
,Nifty200Momentm30,     30404.75,     31005.90,     31212.10,     30949.75,     31070.80,666.05
,Nifty100ESGSecLdr,      3943.95,      4007.50,      4012.75,      3980.05,      3986.35,42.40
,NIFTY100 ESG,      4796.20,      4869.35,      4888.10,      4851.70,      4858.90,62.70
,NIFTY M150 QLTY50,     23613.90,     23955.70,     24088.45,     23938.30,     23979.15,365.25
,NIFTY INDIA MFG,     15663.10,     15886.95,     16141.20,     15849.95,     15911.50,248.40
,Nifty200 Alpha 30,     25629.15,     26077.05,     26446.75,     25977.00,     26177.45,548.30
,NiftyM150Momntm50,     62577.65,     63696.90,     64036.25,     63544.50,     63709.45,1131.80
,Nifty50 USD,      8606.15,      8606.15,      8871.90,      8606.15,      8731.20,125.05
,Nifty IT,     27795.75,     28178.85,     28384.25,     27955.05,     28067.85,272.10
,Nifty Next 50,     70007.20,     71155.70,     73098.95,     71119.80,     71685.25,1678.05
,Nifty Bank,     56814.80,     57679.65,     57804.50,     57119.20,     57198.80,384.00
,NIFTY MIDCAP 100,     60768.10,     61734.05,     61886.45,     61446.75,     61549.65,781.55
,Nifty 500,     22599.80,     22955.80,     23019.45,     22859.65,     22891.30,291.50
,Nifty 100,     24602.25,     24984.15,     25076.45,     24870.40,     24907.85,305.60
,Nifty Midcap 50,     17265.90,     17541.15,     17591.70,     17471.30,     17501.90,236.00
,Nifty Realty,       769.60,       786.30,       804.60,       785.40,       800.05,30.45
,Nifty Infra,      9236.80,      9388.25,      9404.90,      9354.25,      9370.70,133.90
,Nifty Energy,     39244.45,     39862.60,     39870.45,     39430.00,     39493.95,249.50
,Nifty FMCG,     48827.60,     49422.20,     49510.85,     48963.30,     49043.40,215.80
,Nifty MNC,     31676.55,     32167.45,     33825.60,     32026.45,     32396.60,720.05
,Nifty Pharma,     24380.05,     24551.65,     24553.50,     24198.15,     24220.10,-159.95
,Nifty PSE,      9897.10,     10059.50,     10059.50,      9936.50,      9953.90,56.80
,Nifty PSU Bank,      8528.75,      8663.55,      8721.85,      8562.60,      8581.30,52.55
,Nifty Serv Sector,     30099.65,     30586.10,     30624.55,     30314.50,     30362.35,262.70
,Nifty Auto,     26293.85,     26692.00,     27127.45,     26650.40,     26977.50,683.65
,Nifty Metal,     12854.50,     13004.90,     13931.35,     12974.90,     13083.85,229.35
,Nifty Media,      1487.60,      1500.95,      1506.10,      1480.40,      1485.50,-2.10
,NIFTY SMLCAP 100,     18197.45,     18485.70,     18532.70,     18368.45,     18400.00,202.55
,Nifty 200,     13618.55,     13831.00,     13868.65,     13767.95,     13788.90,170.35
,Nifty Div Opps 50,      5774.50,      5863.50,      5940.15,      5835.25,      5844.25,69.75
,Nifty Commodities,      9896.45,     10041.05,     10312.80,     10001.65,     10022.05,125.60
,Nifty Consumption,     11229.00,     11383.35,     11479.30,     11370.45,     11422.90,193.90
,Nifty Fin Service,     25943.35,     26423.50,     26512.95,     26232.70,     26274.80,331.45
,Nifty50 Div Point,        62.14,        62.14,        62.14,        62.14,        62.14,0.00
,Nifty100 Liq 15,      7162.25,      7285.85,      7446.65,      7274.25,      7323.45,161.20
,Nifty CPSE,      6684.75,      6766.20,      6766.75,      6662.95,      6673.65,-11.10
,Nifty GrowSect 15,     10669.55,     10793.65,     10861.10,     10764.15,     10809.95,140.40
,Nifty50 PR 2x Lev,     11592.25,     11942.55,     11966.35,     11778.80,     11814.00,221.75
,Nifty50 PR 1x Inv,       223.25,       219.95,       221.50,       219.70,       221.20,-2.05
,Nifty50 TR 2x Lev,     17477.95,     18006.10,     18042.05,     17759.25,     17812.30,334.35
,Nifty50 TR 1x Inv,       182.15,       179.40,       180.70,       179.25,       180.45,-1.70
,Nifty50 Value 20,     12012.60,     12159.35,     12166.80,     12034.45,     12048.20,35.60
,Nifty Mid Liq 15,     16347.85,     16663.95,     16729.45,     16561.70,     16638.55,290.70
,Nifty Pvt Bank,     27649.70,     28036.50,     28114.40,     27739.55,     27811.60,161.90
,NIFTY100 Qualty30,      5411.50,      5486.35,      5487.65,      5448.70,      5456.55,45.05
,Nifty GS 8 13Yr,      3007.10,      3007.65,      3015.02,      3007.65,      3012.86,5.76
,Nifty GS 10Yr,      2632.92,      2633.43,      2641.59,      2633.42,      2640.02,7.10
,Nifty GS 10Yr Cln,       871.19,       871.19,       873.91,       871.19,       873.39,2.20
,Nifty GS 4 8Yr,      3300.40,      3300.97,      3306.45,      3300.97,      3306.11,5.71
,Nifty GS 11 15Yr,      3295.13,      3295.76,      3302.47,      3295.76,      3301.66,6.53
,Nifty GS 15YrPlus,      3487.70,      3488.42,      3498.38,      3488.42,      3495.55,7.85
,Nifty GS Compsite,      3091.17,      3091.75,      3099.58,      3091.75,      3097.15,5.98
,NIFTY HEALTHCARE,     15551.70,     15656.90,     15657.90,     15472.85,     15488.55,-63.15
,NIFTY CONSR DURBL,     34982.85,     35473.30,     36152.95,     35459.15,     35995.85,1013.00
,NIFTY OIL AND GAS,     11012.30,     11250.00,     11257.05,     11162.15,     11180.60,168.30
,NIFTY500 MULTICAP,     15937.20,     16191.40,     16232.95,     16124.70,     16144.60,207.40
,NIFTY LARGEMID250,     16185.00,     16440.50,     16488.75,     16380.50,     16405.10,220.10
,NIFTY MID SELECT,     14245.60,     14479.50,     14537.20,     14398.05,     14426.35,180.75
,NIFTY TOTAL MKT,     12738.30,     12940.00,     12977.55,     12887.75,     12905.05,166.75
,NIFTY MICROCAP250,     23956.85,     24382.20,     24537.70,     24291.60,     24377.75,420.90
,NIFTY IND DIGITAL,      7675.00,      7796.80,      7838.75,      7756.70,      7772.35,97.35
,Nifty Tata 25 Cap,     13919.85,     14136.25,     14216.75,     14122.75,     14146.15,226.30
,Nifty MidSml Hlth,     48244.85,     48677.70,     48691.85,     47680.95,     47727.00,-517.85
,Nifty Multi Mfg,     15988.30,     16208.20,     16224.50,     16114.65,     16134.25,145.95
,Nifty Multi Infra,     14219.65,     14469.30,     14503.65,     14413.40,     14435.45,215.80
,BHARATBOND-APR30,      1597.07,      1597.39,      1598.17,      1597.37,      1598.17,1.10
,BHARATBOND-APR31,      1451.18,      1451.46,      1451.46,      1451.46,      1451.46,0.28
,BHARATBOND-APR32,      1313.91,      1314.17,      1314.17,      1314.17,      1314.17,0.26
,BHARATBOND-APR33,      1274.47,      1274.72,      1274.72,      1274.72,      1274.72,0.25
,Nifty Ind Defence,      8995.35,      9128.40,      9215.85,      9025.65,      9129.80,134.45
,Nifty Ind Tourism,      7443.70,      7596.10,      7693.75,      7580.00,      7633.10,189.40
,Nifty Capital Mkt,      5347.60,      5451.45,      5533.15,      5413.25,      5513.00,165.40
,Nifty500Momentm50,     52946.60,     53953.10,     54216.50,     53839.90,     53957.90,1011.30
,NiftyMS400 MQ 100,     50023.30,     50831.85,     50982.95,     50656.80,     50742.25,718.95
,NiftySml250MQ 100,     44849.65,     45591.10,     45657.00,     45358.20,     45410.50,560.85
,Nifty Top 10 EW,      8576.95,      8694.30,      8714.85,      8642.85,      8654.25,77.30
,Nifty AQL 30,     22244.50,     22542.80,     22555.90,     22378.75,     22408.85,164.35
,Nifty AQLV 30,     19791.55,     20072.60,     20076.35,     19899.05,     19923.95,132.40
,Nifty EV,      3067.40,      3117.00,      3142.25,      3111.15,      3124.00,56.60
,Nifty HighBeta 50,      4193.25,      4271.00,      4318.55,      4265.55,      4283.50,90.25
,Nifty New Consump,     10898.35,     11071.55,     11248.05,     11064.30,     11189.10,290.75
,Nifty Corp MAATR,     38008.40,     38606.65,     38708.10,     38397.45,     38461.80,453.40
,Nifty Low Vol 50,     23933.45,     24238.40,     24255.10,     24105.85,     24135.00,201.55
,Nifty Mobility,     21583.95,     22005.70,     22266.00,     21978.20,     22114.50,530.55
,Nifty Qlty LV 30,     16123.05,     16342.05,     16343.30,     16170.75,     16189.25,66.20
,Nifty Sml250 Q50,     24408.65,     24805.90,     24910.75,     24715.70,     24743.90,335.25
,Nifty Top 15 EW,      9627.45,      9770.85,      9809.35,      9727.90,      9742.10,114.65
,Nifty100 Alpha 30,     17765.90,     18067.80,     18687.95,     18017.10,     18197.25,431.35
,Nifty100 Enh ESG,      4828.95,      4902.80,      4919.20,      4882.55,      4889.85,60.90
,Nifty200 Value 30,     15229.65,     15503.80,     15938.15,     15437.45,     15460.65,231.00
,Nifty500 EW,     14293.10,     14526.20,     14578.40,     14483.50,     14501.75,208.65
,Nifty Multi MQ 50,     41631.70,     42366.65,     42551.50,     42214.80,     42367.20,735.50
,Nifty500 Value 50,     16293.25,     16555.90,     17026.90,     16481.40,     16501.95,208.70
,Nifty Top 20 EW,      8466.95,      8588.15,      8616.55,      8552.55,      8564.65,97.70
,Nifty CoreHousing,     14887.15,     15156.20,     15301.70,     15152.05,     15235.40,348.25
,Nifty FinSerExBnk,     30375.05,     31025.50,     31432.05,     30977.95,     31284.30,909.25
,Nifty Housing,     11861.75,     12049.70,     12086.35,     11973.90,     11992.45,130.70
,Nifty IPO,      2162.95,      2204.45,      2216.35,      2188.50,      2210.45,47.50
,Nifty MS Fin Serv,     21749.50,     22119.65,     22323.60,     22068.10,     22242.70,493.20
,Nifty MS Ind Cons,     17557.10,     17823.45,     17940.80,     17780.45,     17824.10,267.00
,Nifty MS IT Telcm,      9273.35,      9444.60,      9458.40,      9339.90,      9350.10,76.75
,Nifty NonCyc Cons,     14572.95,     14787.85,     14856.50,     14752.65,     14777.75,204.80
,Nifty Rural,     14984.90,     15232.90,     15289.25,     15198.40,     15219.85,234.95
,Nifty Shariah 25,      7661.65,      7770.65,      7775.80,      7708.75,      7719.50,57.85
,Nifty Trans Logis,     23886.65,     24328.95,     24672.15,     24288.45,     24503.75,617.10
,Nifty50 Shariah,      4198.50,      4254.45,      4257.55,      4220.25,      4225.80,27.30
,Nifty500 LMS Eql,     17756.75,     18042.50,     18086.90,     17970.65,     17991.30,234.55
,Nifty500 Shariah,      6800.70,      6900.20,      6905.35,      6852.90,      6861.00,60.30
,Nifty500 Qlty50,     19240.75,     19538.95,     19569.00,     19423.40,     19460.60,219.85
,Nifty500 LowVol50,     21609.15,     21898.75,     21903.95,     21791.60,     21817.75,208.60
,Nifty500 MQVLv50,     30529.30,     31025.05,     31143.60,     30865.40,     30901.20,371.90
,Nifty500 Flexicap,      9542.90,      9682.75,      9726.30,      9653.70,      9675.00,132.10
,Nifty TMMQ 50,     43644.20,     44376.05,     44463.10,     44134.10,     44269.65,625.45
,Nifty FPI 150,      1516.90,      1539.85,      1545.60,      1534.30,      1536.70,19.80
,Nifty SME Emerge,     13583.35,     13703.30,     13810.10,     13697.00,     13747.60,164.25
,Nifty Internet,      1197.85,      1218.80,      1235.60,      1216.25,      1226.85,29.00
,Nifty Chemicals,     29261.60,     29689.45,     29707.80,     29480.75,     29530.05,268.45
,Nifty Waves,      1920.85,      1944.15,      1962.30,      1930.45,      1934.15,13.30
,Nifty InfraLog,     11935.15,     12148.05,     12167.75,     12090.55,     12108.70,173.55
,Nifty500 Health,     20140.05,     20304.85,     20305.90,     20004.40,     20020.00,-120.05
,Nifty RailwaysPSU,      2890.45,      2948.30,      2958.00,      2917.95,      2923.10,32.65
,NiftyConglomerate,     14414.40,     14655.90,     14748.00,     14632.00,     14656.00,241.60
