,21-Sep-2026
The Nifty witnessed an intraday movement of about 152.0 points.The closing index was 0.29 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 101800.94
, Traded Quantity (in Lakhs), 45599.05
, Number of Trades, 36979392
, Total Market Capitalisation (Rs. Crores), 48056973.96

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23346.40,     23330.20,     23466.80,     23314.80,     23414.30,67.90
,NIFTY50 EQL Wgt,     31943.20,     31913.55,     32115.75,     31904.85,     32027.45,84.25
,NIFTY100 EQL Wgt,     33968.00,     33950.80,     34096.15,     33947.90,     34009.20,41.20
,NIFTY100 LowVol30,     19359.85,     19353.30,     19499.05,     19348.15,     19461.20,101.35
,NIFTY Alpha 50,     56192.35,     56090.50,     56164.65,     55745.65,     55808.95,-383.40
,NIFTY MIDCAP 150,     22901.85,     22832.65,     22872.25,     22780.35,     22816.80,-85.05
,NIFTY SMLCAP 50,      9956.65,      9971.45,      9997.45,      9923.20,      9948.15,-8.50
,NIFTY SMLCAP 250,     18287.40,     18316.60,     18357.25,     18253.75,     18279.05,-8.35
,NIFTY MIDSML 400,     21238.65,     21208.35,     21246.85,     21153.40,     21183.70,-54.95
,NIFTY200 QUALTY30,     19561.45,     19551.30,     19696.25,     19550.45,     19649.40,87.95
,Nifty FinSrv25 50,     27552.00,     27597.40,     27715.25,     27517.20,     27608.00,56.00
,NIFTY AlphaLowVol,     26110.95,     26134.90,     26279.40,     26122.65,     26224.30,113.35
,Nifty200Momentm30,     30425.85,     30427.75,     30524.80,     30278.75,     30328.15,-97.70
,Nifty100ESGSecLdr,      3921.65,      3916.40,      3933.05,      3913.80,      3924.20,2.55
,NIFTY100 ESG,      4866.15,      4858.30,      4877.90,      4854.60,      4864.60,-1.55
,NIFTY M150 QLTY50,     23819.40,     23724.80,     23750.20,     23604.10,     23618.55,-200.85
,NIFTY INDIA MFG,     15929.65,     15931.15,     15994.50,     15930.45,     15945.15,15.50
,Nifty200 Alpha 30,     26462.95,     26417.10,     26468.05,     26256.00,     26292.80,-170.15
,NiftyM150Momntm50,     63369.20,     63215.85,     63326.80,     62912.85,     63059.65,-309.55
,Nifty50 USD,      8437.10,      8437.15,      8486.55,      8338.35,      8467.00,29.90
,Nifty IT,     28854.55,     28633.40,     28905.60,     28475.35,     28830.90,-23.65
,Nifty Next 50,     72025.40,     72077.65,     72299.80,     72043.80,     72083.95,58.55
,Nifty Bank,     56358.70,     56361.90,     56668.20,     56269.55,     56470.65,111.95
,NIFTY MIDCAP 100,     62191.25,     62009.00,     62163.70,     61902.40,     62013.10,-178.15
,Nifty 500,     22840.55,     22823.40,     22905.05,     22815.80,     22860.05,19.50
,Nifty 100,     24498.75,     24488.30,     24614.85,     24478.60,     24560.35,61.60
,Nifty Midcap 50,     17882.90,     17835.35,     17920.55,     17825.45,     17879.65,-3.25
,Nifty Realty,       844.20,       845.55,       856.65,       844.80,       853.85,9.65
,Nifty Infra,      9071.30,      9047.55,      9076.10,      9035.95,      9058.20,-13.10
,Nifty Energy,     37773.55,     37728.80,     37910.40,     37720.45,     37818.55,45.00
,Nifty FMCG,     45466.80,     45506.15,     46067.15,     45496.30,     45900.90,434.10
