,09-Sep-2026
The Nifty witnessed an intraday movement of about 140.05 points.The closing index was 0.86 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 121444.96
, Traded Quantity (in Lakhs), 54032.28
, Number of Trades, 39041902
, Total Market Capitalisation (Rs. Crores), 48375086.57

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23635.10,     23522.05,     23571.55,     23431.50,     23431.50,-203.60
,NIFTY50 EQL Wgt,     32293.40,     32181.85,     32280.65,     32122.85,     32149.65,-143.75
,NIFTY100 EQL Wgt,     34424.35,     34302.60,     34411.80,     34257.65,     34291.25,-133.10
,NIFTY100 LowVol30,     19692.80,     19610.90,     19621.05,     19498.30,     19502.10,-190.70
,NIFTY Alpha 50,     56647.15,     56559.50,     56924.40,     56519.20,     56731.45,84.30
,NIFTY MIDCAP 150,     23089.95,     23002.55,     23056.00,     22938.65,     22990.95,-99.00
,NIFTY SMLCAP 50,     10058.10,     10048.50,     10061.80,     10009.90,     10018.35,-39.75
,NIFTY SMLCAP 250,     18527.20,     18522.10,     18537.20,     18422.55,     18431.95,-95.25
,NIFTY MIDSML 400,     21449.05,     21393.95,     21413.30,     21327.15,     21350.75,-98.30
,NIFTY200 QUALTY30,     20122.15,     20025.15,     20041.05,     19866.50,     19909.85,-212.30
,Nifty FinSrv25 50,     27812.60,     27665.75,     27682.00,     27470.35,     27470.35,-342.25
,NIFTY AlphaLowVol,     26521.00,     26465.35,     26554.05,     26434.65,     26490.40,-30.60
,Nifty200Momentm30,     30971.80,     30920.70,     31242.70,     30884.55,     31140.75,168.95
,Nifty100ESGSecLdr,      3958.40,      3937.25,      3951.90,      3928.60,      3932.65,-25.75
,NIFTY100 ESG,      4907.90,      4880.95,      4892.90,      4867.60,      4873.75,-34.15
,NIFTY M150 QLTY50,     24010.05,     23891.35,     23896.85,     23668.80,     23706.10,-303.95
,NIFTY INDIA MFG,     16248.10,     16219.00,     16262.05,     16175.05,     16210.15,-37.95
,Nifty200 Alpha 30,     26811.45,     26760.95,     27046.55,     26732.85,     26933.30,121.85
,NiftyM150Momntm50,     64047.55,     63949.20,     64193.95,     63783.15,     64035.20,-12.35
,Nifty50 USD,      8636.15,      8636.15,      8636.15,      8415.70,      8537.60,-98.55
,Nifty IT,     29883.45,     29299.55,     29299.55,     28779.80,     28913.95,-969.50
,Nifty Next 50,     72950.65,     72689.80,     73084.20,     72655.85,     72853.85,-96.80
,Nifty Bank,     56777.55,     56498.85,     56743.05,     56295.55,     56295.55,-482.00
,NIFTY MIDCAP 100,     62915.80,     62635.30,     62783.20,     62459.55,     62592.80,-323.00
,Nifty 500,     23106.10,     23015.80,     23061.70,     22957.60,     22958.75,-147.35
,Nifty 100,     24803.90,     24690.90,     24755.35,     24623.90,     24624.30,-179.60
,Nifty Midcap 50,     18093.00,     17980.50,     18046.80,     17949.90,     17994.10,-98.90
,Nifty Realty,       892.05,       888.90,       889.65,       871.60,       872.20,-19.85
,Nifty Infra,      9144.05,      9102.75,      9176.55,      9095.45,      9119.50,-24.55
,Nifty Energy,     38093.50,     38065.50,     38513.45,     38056.70,     38333.65,240.15
,Nifty FMCG,     45749.85,     45635.70,     45707.75,     45197.10,     45309.25,-440.60
,Nifty MNC,     32065.80,     31997.10,     32060.80,     31881.30,     31984.75,-81.05
,Nifty Pharma,     26880.80,     26881.25,     26981.15,     26650.90,     26691.80,-189.00
,Nifty PSE,      9709.35,      9701.50,      9792.95,      9700.65,      9737.20,27.85
,Nifty PSU Bank,      8412.35,      8370.25,      8433.95,      8344.50,      8369.20,-43.15
,Nifty Serv Sector,     30187.15,     29978.30,     30011.15,     29816.90,     29816.90,-370.25
,Nifty Auto,     27775.35,     27619.30,     27752.00,     27496.40,     27653.35,-122.00
,Nifty Metal,     13155.95,     13191.80,     13437.80,     13168.00,     13391.40,235.45
,Nifty Media,      1540.60,      1541.10,      1541.30,      1522.65,      1526.45,-14.15
,NIFTY SMLCAP 100,     20133.75,     20117.15,     20143.20,     20021.35,     20036.90,-96.85
,Nifty 200,     13804.10,     13741.50,     13776.45,     13709.85,     13710.10,-94.00
,Nifty Div Opps 50,      5732.20,      5695.15,      5704.35,      5670.55,      5680.75,-51.45
,Nifty Commodities,      9676.20,      9665.75,      9781.80,      9651.75,      9738.60,62.40
,Nifty Consumption,     11569.35,     11524.35,     11560.45,     11498.35,     11531.65,-37.70
,Nifty Fin Service,     25695.55,     25538.05,     25592.40,     25376.80,     25376.80,-318.75
,Nifty50 Div Point,       196.79,       196.79,       196.79,       196.79,       196.79,0.00
,Nifty100 Liq 15,      7458.50,      7418.75,      7452.95,      7401.40,      7403.40,-55.10
,Nifty CPSE,      6449.80,      6460.65,      6530.50,      6458.90,      6471.60,21.80
,Nifty GrowSect 15,     11218.95,     11146.20,     11146.20,     11043.30,     11068.25,-150.70
,Nifty50 PR 2x Lev,     11437.80,     11326.95,     11374.65,     11239.30,     11239.30,-198.50
,Nifty50 PR 1x Inv,       225.35,       226.45,       227.30,       226.00,       227.30,1.95
,Nifty50 TR 2x Lev,     17438.40,     17269.40,     17342.10,     17135.75,     17135.75,-302.65
,Nifty50 TR 1x Inv,       182.80,       183.70,       184.40,       183.30,       184.40,1.60
,Nifty50 Value 20,     11649.50,     11584.10,     11604.05,     11519.30,     11519.30,-130.20
,Nifty Mid Liq 15,     17327.10,     17141.05,     17264.25,     17118.75,     17190.85,-136.25
,Nifty Pvt Bank,     27474.70,     27347.15,     27458.50,     27214.30,     27214.30,-260.40
,NIFTY100 Qualty30,      5606.45,      5576.80,      5580.65,      5537.10,      5553.25,-53.20
,Nifty GS 8 13Yr,      3045.26,      3045.82,      3045.83,      3044.27,      3045.17,-0.09
,Nifty GS 10Yr,      2665.84,      2666.34,      2666.34,      2664.00,      2664.78,-1.06
,Nifty GS 10Yr Cln,       868.09,       868.09,       868.09,       867.31,       867.57,-0.52
,Nifty GS 4 8Yr,      3346.35,      3346.95,      3347.61,      3344.94,      3345.12,-1.23
,Nifty GS 11 15Yr,      3375.37,      3376.02,      3376.03,      3372.23,      3373.03,-2.34
,Nifty GS 15YrPlus,      3535.26,      3535.99,      3536.98,      3531.71,      3533.43,-1.83
,Nifty GS Compsite,      3135.81,      3136.41,      3136.41,      3134.01,      3134.24,-1.57
,NIFTY HEALTHCARE,     16624.60,     16619.85,     16720.10,     16548.20,     16581.15,-43.45
,NIFTY CONSR DURBL,     39224.50,     39263.20,     39391.75,     38869.55,     38995.20,-229.30
,NIFTY OIL AND GAS,     11044.75,     10999.05,     11096.50,     10980.55,     11029.00,-15.75
,NIFTY500 MULTICAP,     16486.55,     16432.85,     16456.20,     16386.15,     16388.35,-98.20
,NIFTY LARGEMID250,     16554.35,     16485.40,     16525.65,     16447.35,     16459.30,-95.05
,NIFTY MID SELECT,     14672.55,     14576.45,     14650.00,     14562.25,     14604.40,-68.15
,NIFTY TOTAL MKT,     13073.90,     13025.25,     13050.70,     12992.60,     12993.50,-80.40
,NIFTY MICROCAP250,     26715.40,     26718.50,     26788.95,     26607.20,     26675.30,-40.10
,NIFTY IND DIGITAL,      8675.45,      8584.50,      8586.05,      8511.95,      8559.85,-115.60
,Nifty Tata 25 Cap,     14174.60,     14155.50,     14196.45,     14074.15,     14143.00,-31.60
