,29-May-2026
The Nifty witnessed an intraday movement of about 518.05 points.The closing index was 1.5 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 287452.34
, Traded Quantity (in Lakhs), 96168.72
, Number of Trades, 51231294
, Total Market Capitalisation (Rs. Crores), 46534794.30

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23907.15,     23902.15,     24002.80,     23484.75,     23547.75,-359.40
,NIFTY50 EQL Wgt,     32902.90,     32936.60,     33030.95,     32305.30,     32390.95,-511.95
,NIFTY100 EQL Wgt,     34507.30,     34613.30,     34690.30,     33959.60,     34058.05,-449.25
,NIFTY100 LowVol30,     19731.40,     19725.10,     19819.15,     19450.45,     19513.45,-217.95
,NIFTY Alpha 50,     53540.15,     53758.25,     53833.00,     52586.40,     52795.35,-744.80
,NIFTY MIDCAP 150,     22884.90,     22991.55,     23007.10,     22512.25,     22571.40,-313.50
,NIFTY SMLCAP 50,      9039.45,      9075.50,      9091.30,      8930.25,      8951.35,-88.10
,NIFTY SMLCAP 250,     17103.45,     17172.00,     17216.25,     16940.85,     16992.10,-111.35
,NIFTY MIDSML 400,     20750.50,     20842.65,     20862.20,     20460.40,     20515.85,-234.65
,NIFTY200 QUALTY30,     20385.00,     20396.10,     20471.05,     20025.90,     20112.00,-273.00
,Nifty FinSrv25 50,     28107.40,     28030.20,     28187.15,     27612.80,     27671.10,-436.30
,NIFTY AlphaLowVol,     26051.10,     26044.65,     26146.45,     25612.80,     25679.05,-372.05
,Nifty200Momentm30,     30963.95,     31084.80,     31145.20,     30398.35,     30460.80,-503.15
,Nifty100ESGSecLdr,      4011.25,      4018.75,      4034.95,      3939.35,      3949.85,-61.40
,NIFTY100 ESG,      4881.75,      4895.35,      4912.40,      4808.75,      4821.35,-60.40
,NIFTY M150 QLTY50,     24145.80,     24260.40,     24280.20,     23718.05,     23786.45,-359.35
,NIFTY INDIA MFG,     16163.05,     16222.65,     16244.30,     15838.30,     15889.90,-273.15
,Nifty200 Alpha 30,     26389.25,     26497.25,     26553.90,     25949.70,     26014.95,-374.30
,NiftyM150Momntm50,     64149.50,     64529.95,     64573.60,     63205.20,     63420.95,-728.55
,Nifty50 USD,      8656.70,      8656.70,      8705.20,      8506.80,      8610.50,-46.20
,Nifty IT,     28906.70,     29347.50,     29747.20,     28931.75,     29080.15,173.45
,Nifty Next 50,     71957.20,     72350.75,     72442.15,     70860.65,     71073.65,-883.55
,Nifty Bank,     54853.85,     54748.30,     55184.45,     54116.15,     54239.20,-614.65
,NIFTY MIDCAP 100,     62558.85,     62861.20,     62907.50,     61581.80,     61723.80,-835.05
,Nifty 500,     22967.40,     23012.80,     23075.25,     22598.45,     22657.00,-310.40
,Nifty 100,     24970.85,     24992.40,     25082.10,     24544.95,     24608.45,-362.40
,Nifty Midcap 50,     17754.95,     17850.00,     17859.10,     17448.70,     17490.55,-264.40
,Nifty Realty,       784.55,       785.35,       800.10,       778.65,       782.55,-2.00
,Nifty Infra,      9499.00,      9545.85,      9557.00,      9327.35,      9353.05,-145.95
,Nifty Energy,     41535.75,     41784.30,     41828.55,     40698.15,     40878.00,-657.75
,Nifty FMCG,     50141.90,     49956.20,     50245.55,     49083.45,     49383.35,-758.55
,Nifty MNC,     32818.35,     32878.15,     32964.90,     32313.40,     32455.90,-362.45
,Nifty Pharma,     24716.00,     24796.30,     24945.35,     24218.50,     24345.80,-370.20
,Nifty PSE,     10475.30,     10502.45,     10522.45,     10175.60,     10227.35,-247.95
,Nifty PSU Bank,      8225.45,      8244.20,      8300.65,      8127.30,      8156.15,-69.30
,Nifty Serv Sector,     30104.55,     30090.95,     30229.25,     29601.70,     29685.15,-419.40
,Nifty Auto,     26864.20,     26915.40,     27033.60,     26210.20,     26338.45,-525.75
,Nifty Metal,     13718.30,     13828.80,     13828.80,     13388.75,     13440.95,-277.35
,Nifty Media,      1417.15,      1419.65,      1431.95,      1400.85,      1408.30,-8.85
,NIFTY SMLCAP 100,     18294.30,     18366.85,     18415.50,     18093.80,     18138.80,-155.50
,Nifty 200,     13861.60,     13884.60,     13925.60,     13629.80,     13663.70,-197.90
,Nifty Div Opps 50,      5965.45,      5990.30,      6004.60,      5860.35,      5880.90,-84.55
,Nifty Commodities,     10503.20,     10562.30,     10569.65,     10262.85,     10295.00,-208.20
,Nifty Consumption,     11473.60,     11467.65,     11505.10,     11219.35,     11261.00,-212.60
,Nifty Fin Service,     25752.20,     25643.60,     25816.25,     25288.05,     25354.00,-398.20
,Nifty50 Div Point,        39.27,        42.90,        42.90,        42.90,        42.90,3.63
,Nifty100 Liq 15,      7225.55,      7229.90,      7252.70,      7095.60,      7113.10,-112.45
,Nifty CPSE,      7181.80,      7182.75,      7202.40,      6972.60,      7008.85,-172.95
,Nifty GrowSect 15,     10873.95,     10880.50,     10982.55,     10665.35,     10733.25,-140.70
,Nifty50 PR 2x Lev,     11909.90,     11901.45,     11997.65,     11487.45,     11548.35,-361.55
,Nifty50 PR 1x Inv,       220.35,       220.45,       224.30,       219.55,       223.75,3.40
,Nifty50 TR 2x Lev,     17922.30,     17915.00,     18059.80,     17292.00,     17383.65,-538.65
,Nifty50 TR 1x Inv,       179.85,       179.95,       183.05,       179.20,       182.60,2.75
,Nifty50 Value 20,     12120.80,     12173.50,     12216.55,     11945.75,     11979.05,-141.75
,Nifty Mid Liq 15,     16964.40,     17030.55,     17050.40,     16579.50,     16637.25,-327.15
