,08-Sep-2026
The Nifty witnessed an intraday movement of about 135.85 points.The closing index was 0.61 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 108364.68
, Traded Quantity (in Lakhs), 53446.13
, Number of Trades, 37220079
, Total Market Capitalisation (Rs. Crores), 48580731.23

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23779.15,     23743.10,     23758.95,     23623.10,     23635.10,-144.05
,NIFTY50 EQL Wgt,     32376.10,     32358.95,     32377.80,     32268.80,     32293.40,-82.70
,NIFTY100 EQL Wgt,     34396.40,     34387.90,     34446.65,     34314.05,     34424.35,27.95
,NIFTY100 LowVol30,     19765.20,     19747.70,     19757.75,     19687.35,     19692.80,-72.40
,NIFTY Alpha 50,     56302.45,     56495.15,     56653.95,     56315.70,     56647.15,344.70
,NIFTY MIDCAP 150,     23062.25,     23068.80,     23103.70,     22981.85,     23089.95,27.70
,NIFTY SMLCAP 50,     10026.65,     10034.75,     10063.15,      9993.25,     10058.10,31.45
,NIFTY SMLCAP 250,     18484.15,     18508.65,     18536.65,     18434.45,     18527.20,43.05
,NIFTY MIDSML 400,     21414.95,     21428.75,     21458.30,     21346.35,     21449.05,34.10
,NIFTY200 QUALTY30,     20023.55,     20051.00,     20164.50,     20003.40,     20122.15,98.60
,Nifty FinSrv25 50,     28073.70,     28021.70,     28044.85,     27803.05,     27812.60,-261.10
,NIFTY AlphaLowVol,     26534.55,     26521.45,     26549.55,     26445.80,     26521.00,-13.55
,Nifty200Momentm30,     30698.25,     30800.25,     31002.40,     30709.20,     30971.80,273.55
,Nifty100ESGSecLdr,      3982.05,      3975.15,      3978.05,      3951.90,      3958.40,-23.65
,NIFTY100 ESG,      4920.55,      4916.60,      4919.00,      4898.85,      4907.90,-12.65
,NIFTY M150 QLTY50,     24101.65,     24084.60,     24085.55,     23951.50,     24010.05,-91.60
,NIFTY INDIA MFG,     16187.00,     16206.30,     16251.10,     16180.00,     16248.10,61.10
,Nifty200 Alpha 30,     26589.65,     26682.15,     26824.45,     26599.20,     26811.45,221.80
,NiftyM150Momntm50,     63530.90,     63710.10,     64092.50,     63526.70,     64047.55,516.65
,Nifty50 USD,      8719.70,      8719.70,      8868.40,      8632.90,      8636.80,-82.90
,Nifty IT,     29995.20,     30032.30,     30078.75,     29722.90,     29883.45,-111.75
,Nifty Next 50,     72575.75,     72592.55,     72957.20,     72466.75,     72950.65,374.90
,Nifty Bank,     57088.30,     56990.40,     57044.00,     56720.45,     56777.55,-310.75
,NIFTY MIDCAP 100,     62786.15,     62801.20,     62976.60,     62580.00,     62915.80,129.65
,Nifty 500,     23156.20,     23142.45,     23151.45,     23063.75,     23106.10,-50.10
,Nifty 100,     24902.60,     24872.95,     24888.35,     24781.50,     24803.90,-98.70
,Nifty Midcap 50,     18051.60,     18037.95,     18109.55,     17984.90,     18093.00,41.40
,Nifty Realty,       892.50,       892.35,       895.85,       881.75,       892.05,-0.45
,Nifty Infra,      9188.70,      9164.50,      9169.50,      9119.65,      9144.05,-44.65
,Nifty Energy,     37973.35,     37978.50,     38129.25,     37879.45,     38093.50,120.15
,Nifty FMCG,     45592.15,     45612.45,     45963.65,     45448.15,     45749.85,157.70
,Nifty MNC,     32038.05,     31998.70,     32098.95,     31911.55,     32065.80,27.75
,Nifty Pharma,     26675.50,     26685.15,     26930.10,     26581.15,     26880.80,205.30
,Nifty PSE,      9680.05,      9681.65,      9732.85,      9657.80,      9709.35,29.30
,Nifty PSU Bank,      8424.65,      8412.05,      8444.25,      8381.00,      8412.35,-12.30
,Nifty Serv Sector,     30422.70,     30359.70,     30379.40,     30173.45,     30187.15,-235.55
,Nifty Auto,     27698.75,     27675.90,     27775.80,     27457.15,     27775.35,76.60
,Nifty Metal,     13152.90,     13192.70,     13266.85,     13134.35,     13155.95,3.05
,Nifty Media,      1520.65,      1519.75,      1550.45,      1516.55,      1540.60,19.95
,NIFTY SMLCAP 100,     20100.20,     20121.55,     20142.30,     20027.25,     20133.75,33.55
,Nifty 200,     13842.00,     13829.55,     13835.85,     13784.40,     13804.10,-37.90
,Nifty Div Opps 50,      5738.80,      5737.55,      5744.55,      5719.65,      5732.20,-6.60
,Nifty Commodities,      9702.10,      9700.50,      9708.80,      9643.30,      9676.20,-25.90
,Nifty Consumption,     11560.75,     11539.85,     11579.50,     11503.20,     11569.35,8.60
,Nifty Fin Service,     25935.60,     25885.15,     25904.95,     25690.15,     25695.55,-240.05
,Nifty50 Div Point,       196.79,       196.79,       196.79,       196.79,       196.79,0.00
,Nifty100 Liq 15,      7475.05,      7463.85,      7469.80,      7445.30,      7458.50,-16.55
,Nifty CPSE,      6417.25,      6420.00,      6469.70,      6398.60,      6449.80,32.55
,Nifty GrowSect 15,     11217.45,     11223.70,     11238.25,     11162.05,     11218.95,1.50
