,24-Aug-2026
The Nifty witnessed an intraday movement of about 168.7 points.The closing index was 0.14 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 110202.40
, Traded Quantity (in Lakhs), 57238.30
, Number of Trades, 37543452
, Total Market Capitalisation (Rs. Crores), 49130066.08

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24252.00,     24285.05,     24313.00,     24144.30,     24219.05,-32.95
,NIFTY50 EQL Wgt,     33123.20,     33151.75,     33189.30,     32998.80,     33104.80,-18.40
,NIFTY100 EQL Wgt,     35139.55,     35151.90,     35199.00,     35045.60,     35161.25,21.70
,NIFTY100 LowVol30,     20251.50,     20277.80,     20278.80,     20168.95,     20231.40,-20.10
,NIFTY Alpha 50,     56454.75,     56594.50,     56839.50,     56541.65,     56679.25,224.50
,NIFTY MIDCAP 150,     23407.70,     23445.90,     23497.25,     23381.80,     23423.70,16.00
,NIFTY SMLCAP 50,      9987.05,     10008.65,     10032.40,      9943.20,      9952.25,-34.80
,NIFTY SMLCAP 250,     18414.45,     18454.00,     18514.30,     18363.20,     18375.45,-39.00
,NIFTY MIDSML 400,     21596.65,     21635.70,     21686.80,     21562.50,     21590.60,-6.05
,NIFTY200 QUALTY30,     20587.70,     20621.35,     20632.80,     20511.80,     20576.85,-10.85
,Nifty FinSrv25 50,     28558.85,     28578.55,     28674.65,     28393.50,     28466.40,-92.45
,NIFTY AlphaLowVol,     27195.45,     27217.80,     27218.10,     27101.70,     27194.75,-0.70
,Nifty200Momentm30,     30968.20,     31022.10,     31177.45,     31004.35,     31147.00,178.80
,Nifty100ESGSecLdr,      4072.15,      4076.85,      4084.35,      4056.55,      4068.35,-3.80
,NIFTY100 ESG,      5050.20,      5052.50,      5063.80,      5034.95,      5048.70,-1.50
,NIFTY M150 QLTY50,     24716.05,     24750.15,     24760.75,     24594.95,     24627.25,-88.80
,NIFTY INDIA MFG,     16474.35,     16499.30,     16525.45,     16450.90,     16511.30,36.95
,Nifty200 Alpha 30,     26814.35,     26866.55,     27024.15,     26856.90,     27005.95,191.60
,NiftyM150Momntm50,     63922.90,     64009.45,     64282.70,     63933.50,     64094.10,171.20
,Nifty50 USD,      8779.75,      8779.75,      8827.70,      8733.45,      8764.55,-15.20
,Nifty IT,     30532.25,     30579.60,     30892.90,     30484.80,     30596.90,64.65
,Nifty Next 50,     73992.10,     73965.80,     74043.30,     73734.75,     74022.40,30.30
,Nifty Bank,     57761.95,     57828.15,     57873.75,     57245.95,     57525.95,-236.00
,NIFTY MIDCAP 100,     63735.75,     63828.75,     63990.35,     63683.35,     63817.25,81.50
,Nifty 500,     23530.30,     23560.60,     23587.85,     23454.10,     23511.75,-18.55
,Nifty 100,     25396.05,     25422.55,     25448.55,     25288.15,     25369.95,-26.10
,Nifty Midcap 50,     18320.25,     18334.65,     18358.80,     18283.70,     18331.75,11.50
,Nifty Realty,       911.60,       909.70,       919.10,       909.15,       917.10,5.50
,Nifty Infra,      9362.95,      9373.45,      9375.50,      9310.90,      9342.60,-20.35
,Nifty Energy,     38252.20,     38328.35,     38477.25,     38187.20,     38335.85,83.65
,Nifty FMCG,     47510.95,     47604.20,     47604.80,     47139.00,     47527.80,16.85
,Nifty MNC,     33128.35,     33187.45,     33218.15,     33038.60,     33168.60,40.25
