,20-Aug-2026
The Nifty witnessed an intraday movement of about 80.6 points.The closing index was 0.64 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 110062.15
, Traded Quantity (in Lakhs), 45076.15
, Number of Trades, 34941595
, Total Market Capitalisation (Rs. Crores), 49066490.72

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24078.30,     24225.45,     24265.15,     24184.55,     24231.85,153.55
,NIFTY50 EQL Wgt,     32949.35,     33141.45,     33180.25,     33055.95,     33122.10,172.75
,NIFTY100 EQL Wgt,     34984.70,     35171.25,     35233.30,     35108.65,     35164.95,180.25
,NIFTY100 LowVol30,     20183.70,     20306.75,     20308.10,     20240.25,     20291.85,108.15
,NIFTY Alpha 50,     55776.95,     56195.35,     56390.15,     56057.45,     56149.40,372.45
,NIFTY MIDCAP 150,     23305.60,     23435.90,     23489.45,     23379.15,     23388.80,83.20
,NIFTY SMLCAP 50,      9845.60,      9903.40,      9964.50,      9899.10,      9901.85,56.25
,NIFTY SMLCAP 250,     18232.00,     18330.95,     18402.65,     18321.60,     18338.60,106.60
,NIFTY MIDSML 400,     21461.25,     21580.05,     21637.45,     21549.70,     21554.60,93.35
,NIFTY200 QUALTY30,     20499.70,     20627.15,     20657.25,     20572.95,     20652.75,153.05
,Nifty FinSrv25 50,     28320.50,     28488.95,     28584.20,     28440.75,     28494.10,173.60
,NIFTY AlphaLowVol,     27161.40,     27301.85,     27301.85,     27176.00,     27241.85,80.45
,Nifty200Momentm30,     30781.15,     30979.25,     31042.95,     30839.55,     30902.80,121.65
,Nifty100ESGSecLdr,      4048.65,      4073.60,      4079.10,      4066.25,      4072.45,23.80
,NIFTY100 ESG,      5028.85,      5061.85,      5066.60,      5051.55,      5057.95,29.10
,NIFTY M150 QLTY50,     24660.05,     24798.95,     24849.90,     24746.60,     24761.75,101.70
,NIFTY INDIA MFG,     16474.40,     16549.10,     16558.00,     16487.80,     16512.00,37.60
,Nifty200 Alpha 30,     26478.45,     26683.55,     26754.75,     26615.80,     26662.40,183.95
,NiftyM150Momntm50,     63655.70,     64074.15,     64180.70,     63753.25,     63821.05,165.35
,Nifty50 USD,      8712.55,      8712.55,      8926.60,      8712.55,      8772.75,60.20
,Nifty IT,     30433.05,     30850.50,     30942.90,     30637.80,     30673.05,240.00
,Nifty Next 50,     73900.65,     74229.35,     74359.30,     74055.25,     74194.15,293.50
,Nifty Bank,     57239.75,     57507.65,     57702.95,     57431.80,     57495.90,256.15
,NIFTY MIDCAP 100,     63408.75,     63771.95,     63938.85,     63631.70,     63671.55,262.80
,Nifty 500,     23386.20,     23519.80,     23565.90,     23491.60,     23512.95,126.75
,Nifty 100,     25242.25,     25388.65,     25430.30,     25347.15,     25391.85,149.60
,Nifty Midcap 50,     18220.70,     18319.45,     18385.85,     18283.70,     18300.65,79.95
,Nifty Realty,       895.35,       900.00,       911.95,       897.05,       907.95,12.60
,Nifty Infra,      9305.55,      9350.80,      9364.40,      9308.85,      9349.30,43.75
,Nifty Energy,     38124.45,     38262.55,     38266.15,     37965.45,     38152.00,27.55
,Nifty FMCG,     47473.90,     47698.40,     47900.15,     47482.50,     47863.25,389.35
,Nifty MNC,     33072.90,     33266.65,     33275.45,     33185.95,     33211.00,138.10
,Nifty Pharma,     26313.80,     26438.30,     26473.20,     26339.30,     26416.00,102.20
,Nifty PSE,      9750.85,      9784.20,      9786.20,      9702.10,      9743.15,-7.70
,Nifty PSU Bank,      8617.65,      8657.35,      8678.40,      8611.30,      8616.65,-1.00
,Nifty Serv Sector,     30682.90,     30913.00,     30969.30,     30849.60,     30889.80,206.90
,Nifty Auto,     29185.40,     29316.25,     29381.85,     29165.20,     29301.75,116.35
,Nifty Metal,     13023.25,     13119.15,     13154.35,     12995.15,     13060.25,37.00
,Nifty Media,      1587.65,      1592.75,      1627.95,      1588.25,      1621.40,33.75
,NIFTY SMLCAP 100,     19707.15,     19814.35,     19919.40,     19810.75,     19841.45,134.30
,Nifty 200,     14020.30,     14101.40,     14127.20,     14079.70,     14098.35,78.05
,Nifty Div Opps 50,      5848.55,      5890.35,      5891.50,      5868.65,      5878.35,29.80
,Nifty Commodities,      9755.15,      9796.90,      9797.15,      9729.30,      9783.15,28.00
,Nifty Consumption,     11986.85,     12050.85,     12089.95,     12018.65,     12067.55,80.70
,Nifty Fin Service,     26013.00,     26173.40,     26279.30,     26159.90,     26203.90,190.90
,Nifty50 Div Point,       189.56,       189.56,       189.56,       189.56,       189.56,0.00
,Nifty100 Liq 15,      7607.80,      7663.45,      7685.55,      7651.65,      7669.00,61.20
,Nifty CPSE,      6405.15,      6424.50,      6442.40,      6371.15,      6429.05,23.90
,Nifty GrowSect 15,     11520.90,     11610.40,     11615.00,     11559.20,     11574.95,54.05
,Nifty50 PR 2x Lev,     11904.20,     12048.05,     12086.15,     12008.15,     12054.35,150.15
,Nifty50 PR 1x Inv,       220.70,       219.35,       219.75,       219.00,       219.30,-1.40
,Nifty50 TR 2x Lev,     18138.50,     18357.65,     18415.75,     18296.90,     18367.30,228.80
,Nifty50 TR 1x Inv,       179.05,       178.00,       178.30,       177.70,       177.95,-1.10
,Nifty50 Value 20,     11800.20,     11873.25,     11873.85,     11834.85,     11861.05,60.85
,Nifty Mid Liq 15,     17153.00,     17261.45,     17414.55,     17244.90,     17344.60,191.60
,Nifty Pvt Bank,     27207.70,     27346.70,     27516.95,     27331.30,     27449.30,241.60
,NIFTY100 Qualty30,      5676.35,      5710.60,      5716.05,      5697.35,      5714.20,37.85
,Nifty GS 8 13Yr,      3060.04,      3060.60,      3060.61,      3052.88,      3053.33,-6.71
,Nifty GS 10Yr,      2679.19,      2679.69,      2679.69,      2671.66,      2672.64,-6.55
,Nifty GS 10Yr Cln,       875.72,       875.72,       875.72,       873.04,       873.37,-2.35
,Nifty GS 4 8Yr,      3345.57,      3346.18,      3346.18,      3337.23,      3337.85,-7.72
,Nifty GS 11 15Yr,      3388.81,      3389.45,      3389.46,      3379.84,      3380.08,-8.73
,Nifty GS 15YrPlus,      3588.98,      3589.71,      3589.71,      3566.98,      3570.35,-18.63
,Nifty GS Compsite,      3154.45,      3155.05,      3155.05,      3144.64,      3145.75,-8.70
,NIFTY HEALTHCARE,     16412.80,     16483.20,     16496.10,     16415.10,     16465.15,52.35
,NIFTY CONSR DURBL,     40276.55,     40445.65,     40626.20,     40352.65,     40504.55,228.00
,NIFTY OIL AND GAS,     11176.90,     11218.05,     11218.05,     11104.30,     11178.15,1.25
,NIFTY500 MULTICAP,     16600.50,     16694.35,     16731.55,     16677.30,     16688.70,88.20
,NIFTY LARGEMID250,     16777.00,     16872.55,     16905.40,     16844.95,     16856.50,79.50
,NIFTY MID SELECT,     14867.90,     14941.15,     14966.70,     14863.80,     14877.15,9.25
,NIFTY TOTAL MKT,     13211.75,     13286.70,     13313.10,     13271.40,     13283.25,71.50
,NIFTY MICROCAP250,     26131.85,     26257.85,     26352.80,     26232.40,     26268.65,136.80
,NIFTY IND DIGITAL,      8682.75,      8764.40,      8799.40,      8739.30,      8761.90,79.15
,Nifty Tata 25 Cap,     14543.50,     14626.15,     14644.40,     14524.05,     14548.25,4.75
,Nifty MidSml Hlth,     51772.70,     52041.80,     52103.60,     51889.90,     51910.50,137.80
,Nifty Multi Mfg,     16943.90,     17023.95,     17032.60,     16967.55,     16991.15,47.25
,Nifty Multi Infra,     14602.40,     14673.35,     14676.95,     14608.50,     14641.05,38.65
,BHARATBOND-APR30,      1612.52,      1612.85,      1612.85,      1612.13,      1612.13,-0.39
,BHARATBOND-APR31,      1466.71,      1466.99,      1467.00,      1466.99,      1467.00,0.29
,BHARATBOND-APR32,      1332.23,      1332.48,      1332.49,      1332.48,      1332.49,0.26
,BHARATBOND-APR33,      1291.74,      1292.00,      1292.00,      1292.00,      1292.00,0.26
,Nifty Ind Defence,      9819.45,      9834.90,      9865.80,      9759.30,      9801.15,-18.30
,Nifty Ind Tourism,      8013.00,      8066.85,      8081.75,      8032.85,      8050.30,37.30
,Nifty Capital Mkt,      5327.40,      5367.00,      5438.90,      5355.85,      5399.90,72.50
,Nifty500Momentm50,     54442.10,     54836.90,     54940.00,     54576.25,     54671.55,229.45
,NiftyMS400 MQ 100,     51719.05,     52059.60,     52157.85,     51864.30,     51873.90,154.85
,NiftySml250MQ 100,     48548.25,     48820.45,     48934.50,     48509.95,     48549.75,1.50
,Nifty Top 10 EW,      8532.45,      8600.90,      8623.95,      8581.55,      8614.05,81.60
,Nifty AQL 30,     22909.10,     23027.45,     23038.35,     22934.60,     23032.05,122.95
,Nifty AQLV 30,     20178.35,     20292.85,     20292.85,     20185.50,     20255.60,77.25
,Nifty EV,      3363.30,      3382.65,      3387.70,      3364.05,      3366.40,3.10
,Nifty HighBeta 50,      4488.45,      4517.00,      4539.60,      4514.25,      4516.90,28.45
,Nifty New Consump,     12154.90,     12226.40,     12291.30,     12202.40,     12264.60,109.70
,Nifty Corp MAATR,     39198.60,     39368.70,     39410.60,     39219.50,     39301.40,102.80
,Nifty Low Vol 50,     24583.05,     24716.05,     24754.00,     24673.60,     24727.65,144.60
,Nifty Mobility,     23762.25,     23886.85,     23952.70,     23797.05,     23891.35,129.10
,Nifty Qlty LV 30,     16637.40,     16733.50,     16738.30,     16673.50,     16729.50,92.10
,Nifty Sml250 Q50,     25629.15,     25744.95,     25800.90,     25613.75,     25633.75,4.60
,Nifty Top 15 EW,      9774.95,      9841.15,      9871.65,      9827.00,      9855.60,80.65
,Nifty100 Alpha 30,     18221.15,     18329.85,     18363.45,     18272.25,     18320.90,99.75
,Nifty100 Enh ESG,      5062.45,      5095.65,      5100.45,      5085.25,      5091.80,29.35
,Nifty200 Value 30,     14863.25,     14918.80,     14925.70,     14824.50,     14862.10,-1.15
,Nifty500 EW,     15031.80,     15109.80,     15155.40,     15103.40,     15109.35,77.55
,Nifty Multi MQ 50,     41565.20,     41788.85,     41911.30,     41688.65,     41753.25,188.05
,Nifty500 Value 50,     15949.35,     16014.95,     16034.10,     15926.30,     15969.35,20.00
,Nifty Top 20 EW,      8867.60,      8927.15,      8950.40,      8913.25,      8933.95,66.35
,Nifty CoreHousing,     15743.30,     15815.15,     15893.25,     15765.70,     15860.90,117.60
,Nifty FinSerExBnk,     32360.25,     32584.30,     32816.65,     32554.70,     32647.20,286.95
,Nifty Housing,     11854.60,     11907.55,     11937.20,     11882.70,     11921.50,66.90
,Nifty IPO,      2371.60,      2387.75,      2395.50,      2386.15,      2389.50,17.90
,Nifty MS Fin Serv,     22561.95,     22697.25,     22890.25,     22677.60,     22716.90,154.95
,Nifty MS Ind Cons,     18853.40,     18958.70,     19005.85,     18873.80,     18962.05,108.65
,Nifty MS IT Telcm,      9922.25,      9996.25,     10070.75,      9959.75,     10029.10,106.85
,Nifty NonCyc Cons,     15354.90,     15450.00,     15497.05,     15413.40,     15474.70,119.80
,Nifty Rural,     15515.30,     15600.25,     15653.40,     15575.75,     15615.65,100.35
,Nifty Shariah 25,      7991.70,      8041.25,      8050.35,      8013.60,      8027.40,35.70
,Nifty Trans Logis,     26600.55,     26746.85,     26837.25,     26646.30,     26753.70,153.15
,Nifty50 Shariah,      4267.75,      4302.50,      4305.75,      4272.00,      4278.45,10.70
,Nifty500 LMS Eql,     18588.40,     18692.60,     18737.90,     18674.45,     18683.45,95.05
,Nifty500 Shariah,      7012.30,      7058.90,      7064.00,      7036.00,      7039.15,26.85
,Nifty500 Qlty50,     19690.15,     19807.40,     19856.80,     19775.10,     19803.75,113.60
,Nifty500 LowVol50,     22278.85,     22390.30,     22415.35,     22307.50,     22382.10,103.25
,Nifty500 MQVLv50,     30643.75,     30793.55,     30794.20,     30615.35,     30661.55,17.80
