,10-Jun-2026
The Nifty witnessed an intraday movement of about 240.75 points.The closing index was 0.12 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 119714.14
, Traded Quantity (in Lakhs), 56852.78
, Number of Trades, 35484856
, Total Market Capitalisation (Rs. Crores), 45554989.83

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23242.10,     23233.95,     23425.35,     23184.60,     23214.95,-27.15
,NIFTY50 EQL Wgt,     31895.10,     31881.65,     32063.50,     31685.45,     31724.00,-171.10
,NIFTY100 EQL Wgt,     33545.20,     33539.10,     33622.80,     33179.20,     33234.65,-310.55
,NIFTY100 LowVol30,     19223.30,     19225.75,     19401.30,     19204.80,     19251.55,28.25
,NIFTY Alpha 50,     51970.10,     52046.00,     52074.40,     51031.40,     51155.35,-814.75
,NIFTY MIDCAP 150,     22216.25,     22243.40,     22261.95,     21875.80,     21920.20,-296.05
,NIFTY SMLCAP 50,      8905.50,      8918.10,      8929.10,      8762.50,      8779.00,-126.50
,NIFTY SMLCAP 250,     16977.45,     17013.55,     17046.15,     16757.65,     16782.95,-194.50
,NIFTY MIDSML 400,     20295.20,     20326.20,     20349.70,     20000.95,     20037.55,-257.65
,NIFTY200 QUALTY30,     19823.80,     19829.70,     20005.45,     19703.85,     19733.00,-90.80
,Nifty FinSrv25 50,     27390.35,     27343.75,     27639.30,     27315.45,     27364.00,-26.35
,NIFTY AlphaLowVol,     25432.65,     25432.05,     25651.60,     25388.30,     25427.65,-5.00
,Nifty200Momentm30,     30103.65,     30084.35,     30133.30,     29671.50,     29736.55,-367.10
,Nifty100ESGSecLdr,      3894.10,      3892.95,      3918.70,      3875.55,      3881.00,-13.10
,NIFTY100 ESG,      4776.55,      4774.30,      4795.35,      4740.90,      4747.25,-29.30
,NIFTY M150 QLTY50,     23549.30,     23560.50,     23681.70,     23344.35,     23385.40,-163.90
,NIFTY INDIA MFG,     15619.80,     15624.00,     15642.75,     15451.85,     15480.50,-139.30
,Nifty200 Alpha 30,     25557.40,     25586.20,     25594.45,     25053.10,     25115.05,-442.35
,NiftyM150Momntm50,     62039.85,     62138.00,     62212.55,     61083.20,     61224.80,-815.05
,Nifty50 USD,      8445.60,      8445.60,      8542.65,      8421.15,      8443.90,-1.70
,Nifty IT,     28516.25,     28541.85,     28799.35,     28249.20,     28279.90,-236.35
,Nifty Next 50,     69945.85,     69958.75,     70027.25,     68999.45,     69154.70,-791.15
,Nifty Bank,     55194.50,     55110.50,     55555.85,     55026.15,     55100.30,-94.20
,NIFTY MIDCAP 100,     60715.45,     60783.85,     60813.45,     59680.35,     59810.20,-905.25
,Nifty 500,     22370.15,     22377.00,     22455.90,     22200.35,     22233.85,-136.30
,Nifty 100,     24275.60,     24269.50,     24433.40,     24166.15,     24200.75,-74.85
,Nifty Midcap 50,     17248.10,     17264.70,     17287.10,     16966.55,     17005.20,-242.90
,Nifty Realty,       761.40,       760.70,       763.55,       745.40,       748.15,-13.25
,Nifty Infra,      9122.35,      9131.40,      9164.45,      9048.05,      9061.20,-61.15
,Nifty Energy,     39752.95,     39770.10,     39829.20,     38890.70,     38949.30,-803.65
,Nifty FMCG,     48447.40,     48484.15,     49439.55,     48390.35,     48957.00,509.60
,Nifty MNC,     31472.60,     31516.60,     31679.50,     31351.95,     31388.45,-84.15
,Nifty Pharma,     24290.30,     24313.80,     24497.95,     24119.60,     24160.75,-129.55
,Nifty PSE,     10042.55,     10051.30,     10058.35,      9868.40,      9883.80,-158.75
,Nifty PSU Bank,      8496.60,      8497.15,      8539.30,      8358.70,      8378.70,-117.90
,Nifty Serv Sector,     29477.70,     29448.20,     29753.75,     29428.85,     29489.35,11.65
,Nifty Auto,     26025.65,     26015.00,     26087.15,     25759.30,     25833.55,-192.10
,Nifty Metal,     12987.10,     12963.50,     12964.30,     12741.75,     12766.45,-220.65
,Nifty Media,      1474.60,      1479.80,      1486.45,      1436.65,      1439.85,-34.75
,NIFTY SMLCAP 100,     18063.60,     18107.15,     18136.05,     17790.40,     17822.50,-241.10
