,25-Sep-2026
The Nifty witnessed an intraday movement of about 141.75 points.The closing index was 0.34 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 102762.23
, Traded Quantity (in Lakhs), 43608.14
, Number of Trades, 36611198
, Total Market Capitalisation (Rs. Crores), 47704695.38

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23063.10,     23035.00,     23162.70,     23020.95,     23140.50,77.40
,NIFTY50 EQL Wgt,     31602.65,     31626.70,     31719.10,     31522.70,     31685.30,82.65
,NIFTY100 EQL Wgt,     33636.35,     33649.50,     33786.10,     33578.25,     33776.85,140.50
,NIFTY100 LowVol30,     19194.25,     19193.15,     19265.50,     19151.80,     19257.70,63.45
,NIFTY Alpha 50,     55067.35,     55142.20,     55278.85,     54786.50,     55024.65,-42.70
,NIFTY MIDCAP 150,     22469.90,     22467.40,     22509.60,     22326.35,     22437.00,-32.90
,NIFTY SMLCAP 50,      9839.70,      9858.50,      9896.85,      9809.15,      9883.45,43.75
,NIFTY SMLCAP 250,     18155.50,     18173.45,     18201.55,     18048.75,     18158.90,3.40
,NIFTY MIDSML 400,     20923.55,     20929.25,     20961.90,     20797.40,     20904.95,-18.60
,NIFTY200 QUALTY30,     19371.25,     19360.30,     19456.35,     19308.20,     19453.95,82.70
,Nifty FinSrv25 50,     27047.20,     27026.95,     27178.20,     26978.70,     27137.30,90.10
,NIFTY AlphaLowVol,     25910.35,     25915.70,     26023.00,     25873.65,     25992.50,82.15
,Nifty200Momentm30,     30253.05,     30302.05,     30383.05,     30073.00,     30229.00,-24.05
,Nifty100ESGSecLdr,      3859.20,      3853.15,      3879.05,      3853.15,      3874.75,15.55
,NIFTY100 ESG,      4783.35,      4779.50,      4808.00,      4774.80,      4803.20,19.85
,NIFTY M150 QLTY50,     23409.40,     23411.55,     23462.75,     23320.05,     23462.00,52.60
,NIFTY INDIA MFG,     15809.80,     15813.55,     15883.65,     15776.55,     15881.90,72.10
,Nifty200 Alpha 30,     26080.10,     26132.70,     26182.10,     25892.70,     26023.90,-56.20
,NiftyM150Momntm50,     62620.15,     62694.25,     62870.65,     62163.30,     62422.90,-197.25
,Nifty50 USD,      8327.50,      8327.50,      8372.90,      8056.40,      8367.00,39.50
,Nifty IT,     28208.85,     27969.40,     28207.35,     27772.70,     28160.90,-47.95
,Nifty Next 50,     71381.45,     71387.45,     71778.65,     71197.00,     71778.65,397.20
,Nifty Bank,     55438.50,     55373.75,     55762.60,     55373.75,     55580.40,141.90
,NIFTY MIDCAP 100,     60990.15,     60970.05,     61117.45,     60595.45,     60906.00,-84.15
,Nifty 500,     22552.60,     22539.80,     22613.70,     22483.65,     22603.50,50.90
,Nifty 100,     24216.20,     24192.65,     24324.05,     24175.55,     24307.55,91.35
,Nifty Midcap 50,     17518.05,     17501.50,     17557.55,     17378.85,     17474.10,-43.95
,Nifty Realty,       861.40,       859.45,       872.35,       858.05,       869.35,7.95
,Nifty Infra,      8944.85,      8939.30,      8970.85,      8904.80,      8957.45,12.60
,Nifty Energy,     37360.95,     37381.75,     37449.80,     37203.35,     37440.35,79.40
,Nifty FMCG,     45759.35,     45766.20,     45941.30,     45544.50,     45941.30,181.95
,Nifty MNC,     31201.70,     31205.80,     31347.60,     31145.90,     31347.10,145.40
,Nifty Pharma,     27028.70,     27058.35,     27128.15,     26875.85,     27003.00,-25.70
,Nifty PSE,      9555.45,      9574.35,      9577.95,      9506.90,      9572.85,17.40
,Nifty PSU Bank,      8271.15,      8273.70,      8319.45,      8255.80,      8294.50,23.35
,Nifty Serv Sector,     29539.95,     29482.80,     29663.50,     29472.80,     29613.95,74.00
,Nifty Auto,     26730.10,     26716.60,     27006.65,     26697.30,     26967.90,237.80
,Nifty Metal,     13041.95,     13072.35,     13152.30,     13021.45,     13087.15,45.20
,Nifty Media,      1554.25,      1558.35,      1561.30,      1543.70,      1550.65,-3.60
,NIFTY SMLCAP 100,     19684.75,     19706.70,     19754.00,     19594.90,     19715.25,30.50
,Nifty 200,     13457.55,     13446.20,     13504.00,     13421.95,     13494.20,36.65
,Nifty Div Opps 50,      5600.35,      5592.85,      5608.45,      5578.05,      5605.00,4.65
,Nifty Commodities,      9515.60,      9516.95,      9541.35,      9477.10,      9540.75,25.15
