,08-Jun-2026
The Nifty witnessed an intraday movement of about 197.15 points.The closing index was 1.04 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 109230.20
, Traded Quantity (in Lakhs), 51841.65
, Number of Trades, 36738201
, Total Market Capitalisation (Rs. Crores), 45501984.77

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23366.70,     23080.70,     23267.30,     23070.15,     23123.00,-243.70
,NIFTY50 EQL Wgt,     32123.90,     31734.30,     31988.40,     31684.35,     31747.75,-376.15
,NIFTY100 EQL Wgt,     33711.20,     33302.40,     33541.35,     33108.30,     33215.15,-496.05
,NIFTY100 LowVol30,     19304.30,     19095.90,     19224.55,     19076.90,     19113.15,-191.15
,NIFTY Alpha 50,     52203.05,     51349.20,     51845.40,     50827.55,     51062.60,-1140.45
,NIFTY MIDCAP 150,     22251.80,     21973.60,     22168.50,     21841.25,     21926.45,-325.35
,NIFTY SMLCAP 50,      8909.55,      8812.90,      8877.15,      8735.85,      8766.30,-143.25
,NIFTY SMLCAP 250,     17054.50,     16856.70,     16961.60,     16691.50,     16748.90,-305.60
,NIFTY MIDSML 400,     20347.85,     20099.65,     20250.50,     19953.50,     20027.60,-320.25
,NIFTY200 QUALTY30,     19862.75,     19622.10,     19826.85,     19575.45,     19708.15,-154.60
,Nifty FinSrv25 50,     27327.85,     26976.25,     27182.30,     26952.60,     27011.75,-316.10
,NIFTY AlphaLowVol,     25410.50,     25128.65,     25352.30,     25113.70,     25205.00,-205.50
,Nifty200Momentm30,     30013.05,     29559.35,     29826.20,     29480.40,     29576.50,-436.55
,Nifty100ESGSecLdr,      3920.25,      3870.15,      3900.60,      3864.60,      3872.35,-47.90
,NIFTY100 ESG,      4800.10,      4738.75,      4777.45,      4729.45,      4740.95,-59.15
,NIFTY M150 QLTY50,     23628.55,     23372.80,     23533.35,     23188.65,     23275.95,-352.60
,NIFTY INDIA MFG,     15730.15,     15527.35,     15628.55,     15423.25,     15479.95,-250.20
,Nifty200 Alpha 30,     25604.05,     25212.95,     25488.00,     25039.40,     25151.75,-452.30
,NiftyM150Momntm50,     62241.75,     61352.95,     61806.50,     60813.55,     61088.00,-1153.75
,Nifty50 USD,      8528.45,      8528.40,      8528.40,      8348.60,      8373.70,-154.75
,Nifty IT,     29010.30,     28577.70,     28915.85,     28417.70,     28653.55,-356.75
,Nifty Next 50,     70191.95,     69353.70,     69810.35,     68689.10,     68975.40,-1216.55
