,21-Aug-2026
The Nifty witnessed an intraday movement of about 77.25 points.The closing index was 0.08 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 111233.20
, Traded Quantity (in Lakhs), 48307.60
, Number of Trades, 34342916
, Total Market Capitalisation (Rs. Crores), 49118234.48

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24231.85,     24284.05,     24284.05,     24206.80,     24252.00,20.15
,NIFTY50 EQL Wgt,     33122.10,     33165.80,     33165.80,     33046.80,     33123.20,1.10
,NIFTY100 EQL Wgt,     35164.95,     35196.35,     35196.45,     35065.45,     35139.55,-25.40
,NIFTY100 LowVol30,     20291.85,     20295.85,     20303.60,     20203.75,     20251.50,-40.35
,NIFTY Alpha 50,     56149.40,     56277.10,     56493.05,     56251.55,     56454.75,305.35
,NIFTY MIDCAP 150,     23388.80,     23410.40,     23419.50,     23316.80,     23407.70,18.90
,NIFTY SMLCAP 50,      9901.85,      9959.85,     10021.75,      9943.15,      9987.05,85.20
,NIFTY SMLCAP 250,     18338.60,     18397.10,     18447.10,     18365.80,     18414.45,75.85
,NIFTY MIDSML 400,     21554.60,     21591.25,     21613.75,     21526.25,     21596.65,42.05
,NIFTY200 QUALTY30,     20652.75,     20654.65,     20655.05,     20516.00,     20587.70,-65.05
,Nifty FinSrv25 50,     28494.10,     28558.40,     28587.65,     28474.40,     28558.85,64.75
,NIFTY AlphaLowVol,     27241.85,     27241.80,     27259.10,     27096.95,     27195.45,-46.40
,Nifty200Momentm30,     30902.80,     30945.40,     31018.95,     30882.65,     30968.20,65.40
,Nifty100ESGSecLdr,      4072.45,      4079.45,      4079.45,      4065.15,      4072.15,-0.30
,NIFTY100 ESG,      5057.95,      5065.20,      5065.20,      5042.95,      5050.20,-7.75
,NIFTY M150 QLTY50,     24761.75,     24776.90,     24784.05,     24633.55,     24716.05,-45.70
,NIFTY INDIA MFG,     16512.00,     16536.10,     16544.45,     16444.90,     16474.35,-37.65
,Nifty200 Alpha 30,     26662.40,     26712.30,     26838.45,     26682.75,     26814.35,151.95
,NiftyM150Momntm50,     63821.05,     63888.90,     64045.35,     63707.80,     63922.90,101.85
,Nifty50 USD,      8772.40,      8772.40,      8807.60,      8634.05,      8778.35,5.95
,Nifty IT,     30673.05,     30676.40,     30693.35,     30337.00,     30532.25,-140.80
,Nifty Next 50,     74194.15,     74203.60,     74249.55,     73803.95,     73992.10,-202.05
,Nifty Bank,     57495.90,     57613.20,     57772.45,     57481.55,     57761.95,266.05
,NIFTY MIDCAP 100,     63671.55,     63726.85,     63752.20,     63457.95,     63735.75,64.20
,Nifty 500,     23512.95,     23554.15,     23554.15,     23477.00,     23530.30,17.35
,Nifty 100,     25391.85,     25436.95,     25436.95,     25350.30,     25396.05,4.20
,Nifty Midcap 50,     18300.65,     18307.25,     18320.25,     18226.00,     18320.25,19.60
,Nifty Realty,       907.95,       910.95,       915.90,       906.65,       911.60,3.65
,Nifty Infra,      9349.30,      9350.95,      9364.40,      9320.00,      9362.95,13.65
,Nifty Energy,     38152.00,     38174.30,     38420.55,     38135.20,     38252.20,100.20
,Nifty FMCG,     47863.25,     47901.00,     47904.20,     47422.85,     47510.95,-352.30
,Nifty MNC,     33211.00,     33202.40,     33246.45,     33037.10,     33128.35,-82.65
,Nifty Pharma,     26416.00,     26470.75,     26549.10,     26192.85,     26359.75,-56.25
,Nifty PSE,      9743.15,      9755.45,      9839.70,      9744.60,      9788.30,45.15
,Nifty PSU Bank,      8616.65,      8631.50,      8637.80,      8564.80,      8620.00,3.35
,Nifty Serv Sector,     30889.80,     30972.45,     30994.30,     30874.10,     30936.50,46.70
,Nifty Auto,     29301.75,     29331.10,     29364.05,     29087.10,     29124.60,-177.15
,Nifty Metal,     13060.25,     13122.75,     13210.35,     13073.10,     13172.60,112.35
,Nifty Media,      1621.40,      1624.35,      1631.10,      1609.70,      1612.70,-8.70
,NIFTY SMLCAP 100,     19841.45,     19933.90,     20031.05,     19920.65,     19977.75,136.30
,Nifty 200,     14098.35,     14120.80,     14120.80,     14070.40,     14103.10,4.75
,Nifty Div Opps 50,      5878.35,      5883.30,      5884.35,      5857.05,      5868.55,-9.80
,Nifty Commodities,      9783.15,      9785.15,      9814.85,      9770.80,      9804.60,21.45
,Nifty Consumption,     12067.55,     12084.10,     12087.90,     11995.65,     12018.85,-48.70
,Nifty Fin Service,     26203.90,     26277.35,     26324.10,     26192.95,     26261.00,57.10
,Nifty50 Div Point,       189.56,       189.56,       189.56,       189.56,       189.56,0.00
,Nifty100 Liq 15,      7669.00,      7700.15,      7700.40,      7657.85,      7678.10,9.10
,Nifty CPSE,      6429.05,      6440.75,      6520.15,      6424.10,      6480.20,51.15
,Nifty GrowSect 15,     11574.95,     11591.00,     11595.65,     11507.35,     11539.65,-35.30
,Nifty50 PR 2x Lev,     12054.35,     12104.65,     12104.65,     12027.90,     12072.75,18.40
,Nifty50 PR 1x Inv,       219.30,       218.85,       219.55,       218.85,       219.15,-0.15
,Nifty50 TR 2x Lev,     18367.30,     18443.95,     18443.95,     18327.00,     18395.30,28.00
,Nifty50 TR 1x Inv,       177.95,       177.60,       178.15,       177.60,       177.85,-0.10
,Nifty50 Value 20,     11861.05,     11882.30,     11905.45,     11848.90,     11873.85,12.80
,Nifty Mid Liq 15,     17344.60,     17337.30,     17393.05,     17252.70,     17393.05,48.45
,Nifty Pvt Bank,     27449.30,     27517.20,     27646.60,     27461.05,     27590.65,141.35
,NIFTY100 Qualty30,      5714.20,      5718.15,      5718.15,      5685.35,      5697.65,-16.55
,Nifty GS 8 13Yr,      3052.40,      3052.96,      3054.00,      3047.66,      3052.13,-0.27
,Nifty GS 10Yr,      2671.75,      2672.25,      2673.40,      2669.82,      2670.73,-1.02
,Nifty GS 10Yr Cln,       873.07,       873.07,       873.46,       872.26,       872.57,-0.50
,Nifty GS 4 8Yr,      3337.53,      3338.14,      3340.96,      3335.55,      3339.00,1.47
,Nifty GS 11 15Yr,      3381.40,      3382.05,      3384.03,      3380.03,      3381.73,0.33
,Nifty GS 15YrPlus,      3570.26,      3570.99,      3571.24,      3566.49,      3569.49,-0.77
,Nifty GS Compsite,      3145.02,      3145.62,      3146.60,      3142.11,      3144.53,-0.49
,NIFTY HEALTHCARE,     16465.15,     16487.30,     16525.15,     16319.75,     16423.90,-41.25
,NIFTY CONSR DURBL,     40504.55,     40547.05,     40657.00,     40225.05,     40580.85,76.30
,NIFTY OIL AND GAS,     11178.15,     11178.45,     11207.85,     11156.90,     11182.75,4.60
,NIFTY500 MULTICAP,     16688.70,     16720.75,     16721.80,     16671.00,     16710.90,22.20
,NIFTY LARGEMID250,     16856.50,     16879.20,     16879.80,     16816.75,     16864.75,8.25
,NIFTY MID SELECT,     14877.15,     14875.55,     14887.95,     14804.80,     14875.45,-1.70
,NIFTY TOTAL MKT,     13283.25,     13306.50,     13306.50,     13263.30,     13294.10,10.85
,NIFTY MICROCAP250,     26268.65,     26313.75,     26388.15,     26233.30,     26334.35,65.70
,NIFTY IND DIGITAL,      8761.90,      8778.10,      8786.45,      8720.65,      8763.75,1.85
,Nifty Tata 25 Cap,     14548.25,     14555.70,     14561.85,     14449.20,     14506.30,-41.95
,Nifty MidSml Hlth,     51910.50,     51993.95,     52193.15,     51617.25,     51782.55,-127.95
,Nifty Multi Mfg,     16991.15,     17036.85,     17045.05,     16952.10,     16983.75,-7.40
,Nifty Multi Infra,     14641.05,     14656.55,     14676.40,     14605.35,     14670.25,29.20
,BHARATBOND-APR30,      1610.17,      1610.49,      1610.69,      1610.48,      1610.66,0.49
,BHARATBOND-APR31,      1464.00,      1464.28,      1464.28,      1463.97,      1463.97,-0.03
,BHARATBOND-APR32,      1331.15,      1331.41,      1331.41,      1330.91,      1330.91,-0.24
,BHARATBOND-APR33,      1290.99,      1291.24,      1291.25,      1291.02,      1291.02,0.03
,Nifty Ind Defence,      9801.15,      9809.50,      9916.85,      9767.35,      9832.35,31.20
,Nifty Ind Tourism,      8050.30,      8070.80,      8072.35,      7982.40,      8007.90,-42.40
,Nifty Capital Mkt,      5399.90,      5394.80,      5444.20,      5380.05,      5423.15,23.25
,Nifty500Momentm50,     54671.55,     54805.25,     54901.75,     54687.50,     54804.75,133.20
,NiftyMS400 MQ 100,     51873.90,     52011.05,     52126.65,     51840.20,     52047.85,173.95
,NiftySml250MQ 100,     48549.75,     48799.15,     49037.65,     48697.55,     48869.45,319.70
,Nifty Top 10 EW,      8614.05,      8627.30,      8636.50,      8589.00,      8623.50,9.45
,Nifty AQL 30,     23032.05,     23033.45,     23043.45,     22847.90,     22928.35,-103.70
,Nifty AQLV 30,     20255.60,     20278.05,     20278.75,     20165.55,     20241.65,-13.95
,Nifty EV,      3366.40,      3369.55,      3373.10,      3334.80,      3338.30,-28.10
,Nifty HighBeta 50,      4516.90,      4525.65,      4546.25,      4524.10,      4539.60,22.70
,Nifty New Consump,     12264.60,     12287.20,     12296.75,     12227.00,     12247.15,-17.45
,Nifty Corp MAATR,     39301.40,     39316.65,     39337.70,     39203.20,     39291.75,-9.65
,Nifty Low Vol 50,     24727.65,     24731.95,     24737.70,     24616.35,     24687.25,-40.40
,Nifty Mobility,     23891.35,     23924.65,     23932.40,     23725.15,     23784.05,-107.30
,Nifty Qlty LV 30,     16729.50,     16741.95,     16742.60,     16624.05,     16672.90,-56.60
,Nifty Sml250 Q50,     25633.75,     25674.75,     25701.05,     25554.80,     25578.80,-54.95
,Nifty Top 15 EW,      9855.60,      9876.70,      9876.70,      9833.30,      9844.55,-11.05
,Nifty100 Alpha 30,     18320.90,     18364.75,     18383.15,     18308.10,     18368.40,47.50
,Nifty100 Enh ESG,      5091.80,      5099.10,      5099.10,      5076.55,      5083.85,-7.95
,Nifty200 Value 30,     14862.10,     14869.05,     14919.80,     14845.40,     14901.10,39.00
,Nifty500 EW,     15109.35,     15135.20,     15145.50,     15099.20,     15127.10,17.75
,Nifty Multi MQ 50,     41753.25,     41885.50,     42064.10,     41794.20,     41877.25,124.00
,Nifty500 Value 50,     15969.35,     15981.85,     16061.85,     15952.20,     16044.65,75.30
,Nifty Top 20 EW,      8933.95,      8954.05,      8954.05,      8912.45,      8925.00,-8.95
