,24-Jun-2026
The Nifty witnessed an intraday movement of about 300.8 points.The closing index was 0.83 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 122776.22
, Traded Quantity (in Lakhs), 50788.64
, Number of Trades, 37727066
, Total Market Capitalisation (Rs. Crores), 47606684.71

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23824.10,     23795.80,     24090.05,     23789.25,     24021.65,197.55
,NIFTY50 EQL Wgt,     32381.65,     32349.60,     32657.90,     32299.15,     32549.65,168.00
,NIFTY100 EQL Wgt,     34252.95,     34218.95,     34422.15,     34095.95,     34322.00,69.05
,NIFTY100 LowVol30,     19666.30,     19661.00,     19824.60,     19651.55,     19777.20,110.90
,NIFTY Alpha 50,     54178.55,     54062.90,     54150.15,     53500.85,     53922.25,-256.30
,NIFTY MIDCAP 150,     22853.55,     22848.30,     22943.70,     22715.05,     22872.50,18.95
,NIFTY SMLCAP 50,      9288.55,      9278.05,      9339.30,      9230.40,      9332.05,43.50
,NIFTY SMLCAP 250,     17747.65,     17748.85,     17797.45,     17613.55,     17784.65,37.00
,NIFTY MIDSML 400,     20991.80,     20989.15,     21054.70,     20854.15,     21018.20,26.40
,NIFTY200 QUALTY30,     19826.75,     19809.00,     19863.95,     19752.15,     19779.95,-46.80
,Nifty FinSrv25 50,     28600.35,     28561.35,     29067.40,     28561.35,     29007.75,407.40
,NIFTY AlphaLowVol,     26234.95,     26219.10,     26420.65,     26141.70,     26362.00,127.05
,Nifty200Momentm30,     30996.65,     30928.95,     31299.55,     30780.45,     31167.70,171.05
,Nifty100ESGSecLdr,      3985.50,      3980.95,      4029.45,      3980.30,      4020.00,34.50
,NIFTY100 ESG,      4856.20,      4850.70,      4898.55,      4844.85,      4886.20,30.00
,NIFTY M150 QLTY50,     24287.25,     24298.65,     24370.30,     24205.20,     24234.10,-53.15
,NIFTY INDIA MFG,     15955.80,     15934.25,     15966.45,     15830.45,     15885.20,-70.60
,Nifty200 Alpha 30,     26370.05,     26337.40,     26430.80,     26100.80,     26286.00,-84.05
,NiftyM150Momntm50,     64019.35,     63953.10,     64193.05,     63449.60,     63938.45,-80.90
,Nifty50 USD,      8712.95,      8712.95,      8816.60,      8620.50,      8790.50,77.55
,Nifty IT,     27012.05,     27046.40,     27705.95,     27036.10,     27566.70,554.65
,Nifty Next 50,     72068.75,     72021.75,     72339.05,     71693.65,     72060.50,-8.25
,Nifty Bank,     57183.75,     57074.90,     58256.35,     57074.90,     58150.35,966.60
,NIFTY MIDCAP 100,     62070.35,     62049.95,     62336.40,     61646.80,     62135.25,64.90
,Nifty 500,     23010.95,     22992.90,     23183.60,     22941.05,     23126.30,115.35
,Nifty 100,     24907.80,     24880.70,     25148.35,     24872.70,     25075.95,168.15
,Nifty Midcap 50,     17639.80,     17637.25,     17749.90,     17552.15,     17690.30,50.50
,Nifty Realty,       806.05,       804.95,       824.80,       801.30,       823.55,17.50
,Nifty Infra,      9460.40,      9446.95,      9497.70,      9410.90,      9463.10,2.70
,Nifty Energy,     40268.70,     40215.95,     40298.05,     39828.90,     39908.40,-360.30
,Nifty FMCG,     49059.05,     49102.20,     49238.50,     48901.00,     49085.10,26.05
,Nifty MNC,     32479.35,     32483.50,     32520.05,     32174.35,     32247.10,-232.25
,Nifty Pharma,     24989.95,     25052.75,     25222.90,     24999.50,     25018.95,29.00
,Nifty PSE,     10137.65,     10129.65,     10168.20,     10070.55,     10089.30,-48.35
,Nifty PSU Bank,      8591.00,      8577.70,      8676.80,      8552.80,      8628.20,37.20
,Nifty Serv Sector,     30317.45,     30286.60,     30789.85,     30286.50,     30720.20,402.75
,Nifty Auto,     26496.50,     26438.15,     26558.45,     26241.60,     26384.35,-112.15
,Nifty Metal,     12669.10,     12611.95,     12712.45,     12497.20,     12618.75,-50.35
,Nifty Media,      1514.40,      1515.05,      1521.85,      1498.95,      1519.30,4.90
,NIFTY SMLCAP 100,     18805.90,     18792.60,     18894.80,     18665.10,     18879.30,73.40
,Nifty 200,     13812.00,     13799.10,     13930.05,     13777.60,     13889.45,77.45
,Nifty Div Opps 50,      5772.10,      5767.80,      5823.15,      5757.75,      5798.80,26.70
,Nifty Commodities,      9957.80,      9937.70,      9984.70,      9879.70,      9944.70,-13.10
,Nifty Consumption,     11509.95,     11498.80,     11551.85,     11448.40,     11509.20,-0.75
,Nifty Fin Service,     26329.30,     26277.55,     26785.40,     26277.55,     26736.00,406.70
,Nifty50 Div Point,       113.99,       113.99,       113.99,       113.99,       113.99,0.00
,Nifty100 Liq 15,      7371.75,      7359.05,      7446.70,      7337.15,      7411.40,39.65
,Nifty CPSE,      6820.50,      6817.95,      6845.15,      6735.60,      6748.85,-71.65
,Nifty GrowSect 15,     10621.05,     10639.95,     10747.60,     10619.30,     10704.30,83.25
,Nifty50 PR 2x Lev,     11768.05,     11738.45,     12028.85,     11732.95,     11961.55,193.50
,Nifty50 PR 1x Inv,       221.65,       221.95,       222.00,       219.20,       219.85,-1.80
,Nifty50 TR 2x Lev,     17820.35,     17775.45,     18215.25,     17767.15,     18113.35,293.00
,Nifty50 TR 1x Inv,       180.45,       180.65,       180.70,       178.45,       178.95,-1.50
,Nifty50 Value 20,     11906.05,     11899.75,     12053.95,     11899.70,     12013.10,107.05
,Nifty Mid Liq 15,     16427.30,     16410.35,     16558.60,     16348.20,     16488.20,60.90
,Nifty Pvt Bank,     27762.60,     27720.75,     28316.30,     27710.65,     28276.80,514.20
,NIFTY100 Qualty30,      5450.15,      5444.30,      5463.60,      5432.65,      5440.65,-9.50
,Nifty GS 8 13Yr,      3018.97,      3019.52,      3028.16,      3019.52,      3028.14,9.17
,Nifty GS 10Yr,      2649.65,      2650.16,      2657.07,      2650.15,      2656.09,6.44
,Nifty GS 10Yr Cln,       875.26,       875.26,       877.56,       875.26,       877.24,1.98
,Nifty GS 4 8Yr,      3306.74,      3307.31,      3313.91,      3307.31,      3313.22,6.48
,Nifty GS 11 15Yr,      3322.61,      3323.23,      3332.57,      3323.23,      3331.56,8.95
,Nifty GS 15YrPlus,      3531.27,      3531.99,      3548.96,      3531.98,      3546.38,15.11
,Nifty GS Compsite,      3109.04,      3109.62,      3119.09,      3109.62,      3118.71,9.67
,NIFTY HEALTHCARE,     15918.55,     15954.05,     16056.85,     15933.90,     15954.00,35.45
,NIFTY CONSR DURBL,     36478.30,     36436.80,     36667.25,     36147.90,     36581.45,103.15
,NIFTY OIL AND GAS,     11171.30,     11168.85,     11279.25,     11131.40,     11241.60,70.30
,NIFTY500 MULTICAP,     16299.75,     16290.40,     16397.10,     16232.15,     16365.95,66.20
,NIFTY LARGEMID250,     16505.95,     16495.40,     16614.75,     16442.70,     16566.40,60.45
,NIFTY MID SELECT,     14481.55,     14482.55,     14566.40,     14403.85,     14516.40,34.85
,NIFTY TOTAL MKT,     12986.55,     12976.70,     13079.85,     12943.95,     13048.30,61.75
,NIFTY MICROCAP250,     25135.30,     25131.85,     25197.75,     24915.85,     25111.80,-23.50
,NIFTY IND DIGITAL,      7785.10,      7780.85,      7856.95,      7773.55,      7823.05,37.95
,Nifty Tata 25 Cap,     13979.35,     13991.55,     14136.20,     13977.60,     14063.95,84.60
,Nifty MidSml Hlth,     49301.95,     49394.25,     49729.20,     49170.25,     49201.00,-100.95
,Nifty Multi Mfg,     16265.20,     16252.75,     16298.55,     16162.70,     16228.70,-36.50
,Nifty Multi Infra,     14693.75,     14681.10,     14751.50,     14603.65,     14714.50,20.75
,BHARATBOND-APR30,      1600.61,      1600.93,      1601.43,      1600.92,      1601.43,0.82
,BHARATBOND-APR31,      1453.19,      1453.47,      1454.70,      1453.47,      1454.70,1.51
,BHARATBOND-APR32,      1320.80,      1321.06,      1321.53,      1321.05,      1321.53,0.73
,BHARATBOND-APR33,      1281.90,      1282.15,      1282.15,      1282.15,      1282.15,0.25
,Nifty Ind Defence,      9652.75,      9636.65,      9685.85,      9441.30,      9462.35,-190.40
,Nifty Ind Tourism,      7892.80,      7898.40,      7999.60,      7855.40,      7982.55,89.75
,Nifty Capital Mkt,      5500.05,      5488.35,      5507.25,      5445.70,      5455.45,-44.60
,Nifty500Momentm50,     54074.45,     53956.10,     54470.30,     53597.75,     54239.90,165.45
,NiftyMS400 MQ 100,     51171.10,     51102.90,     51214.55,     50763.65,     50970.05,-201.05
,NiftySml250MQ 100,     46459.75,     46419.60,     46610.05,     46069.50,     46530.80,71.05
,Nifty Top 10 EW,      8578.00,      8572.75,      8691.90,      8568.50,      8675.20,97.20
,Nifty AQL 30,     22520.85,     22524.15,     22618.70,     22470.40,     22542.75,21.90
,Nifty AQLV 30,     19930.85,     19920.55,     20058.70,     19908.05,     19988.20,57.35
,Nifty EV,      3114.95,      3112.55,      3120.05,      3089.75,      3104.95,-10.00
,Nifty HighBeta 50,      4303.55,      4298.75,      4326.35,      4266.50,      4313.55,10.00
,Nifty New Consump,     11323.50,     11313.70,     11388.55,     11253.85,     11353.50,30.00
,Nifty Corp MAATR,     38162.90,     38141.40,     38579.75,     38024.30,     38457.35,294.45
,Nifty Low Vol 50,     24226.20,     24227.85,     24382.65,     24184.45,     24326.05,99.85
,Nifty Mobility,     21953.30,     21932.15,     22054.80,     21797.45,     21986.20,32.90
,Nifty Qlty LV 30,     16188.30,     16188.00,     16299.45,     16169.10,     16258.05,69.75
,Nifty Sml250 Q50,     25316.40,     25308.95,     25336.80,     25073.75,     25218.50,-97.90
,Nifty Top 15 EW,      9665.65,      9655.00,      9785.90,      9650.40,      9760.00,94.35
,Nifty100 Alpha 30,     18098.85,     18067.70,     18141.75,     17935.05,     18059.25,-39.60
,Nifty100 Enh ESG,      4888.15,      4882.65,      4930.60,      4876.80,      4918.25,30.10
,Nifty200 Value 30,     15299.85,     15278.40,     15400.65,     15224.50,     15339.65,39.80
,Nifty500 EW,     14751.70,     14752.95,     14795.10,     14659.65,     14777.90,26.20
,Nifty Multi MQ 50,     42411.00,     42311.75,     42385.95,     41993.35,     42098.75,-312.25
,Nifty500 Value 50,     16338.35,     16312.45,     16406.40,     16249.80,     16352.05,13.70
,Nifty Top 20 EW,      8558.45,      8544.55,      8635.30,      8541.00,      8613.25,54.80
,Nifty CoreHousing,     15259.45,     15258.60,     15386.20,     15173.40,     15369.25,109.80
,Nifty FinSerExBnk,     31540.30,     31438.15,     31859.85,     31327.70,     31744.20,203.90
,Nifty Housing,     12001.90,     11987.40,     12091.40,     11954.90,     12050.30,48.40
,Nifty IPO,      2270.30,      2272.30,      2276.05,      2257.80,      2271.20,0.90
,Nifty MS Fin Serv,     22217.05,     22187.45,     22400.75,     22095.65,     22319.20,102.15
,Nifty MS Ind Cons,     18005.45,     18023.00,     18093.90,     17888.55,     18048.65,43.20
,Nifty MS IT Telcm,      9400.85,      9396.70,      9502.00,      9388.65,      9462.25,61.40
,Nifty NonCyc Cons,     14983.40,     14987.55,     15051.80,     14937.05,     15022.05,38.65
,Nifty Rural,     15260.80,     15236.90,     15340.35,     15165.95,     15274.90,14.10
,Nifty Shariah 25,      7685.85,      7686.00,      7738.30,      7679.80,      7713.20,27.35
,Nifty Trans Logis,     24322.85,     24305.40,     24430.55,     24146.55,     24340.45,17.60
,Nifty50 Shariah,      4147.20,      4153.00,      4200.35,      4153.00,      4185.25,38.05
,Nifty500 LMS Eql,     18221.45,     18214.00,     18308.50,     18129.60,     18279.45,58.00
,Nifty500 Shariah,      6865.85,      6867.80,      6895.30,      6841.80,      6877.30,11.45
,Nifty500 Qlty50,     19747.35,     19709.10,     19746.10,     19546.30,     19579.50,-167.85
,Nifty500 LowVol50,     21895.45,     21865.85,     21993.45,     21826.15,     21927.10,31.65
,Nifty500 MQVLv50,     30943.75,     30913.00,     31118.90,     30831.15,     31065.35,121.60
,Nifty500 Flexicap,      9693.40,      9691.65,      9724.75,      9655.00,      9677.35,-16.05
,Nifty TMMQ 50,     44696.35,     44598.00,     44639.00,     44056.65,     44133.00,-563.35
,Nifty FPI 150,      1540.15,      1538.55,      1552.65,      1535.50,      1547.90,7.75
,Nifty SME Emerge,     14040.80,     14051.85,     14117.60,     14033.45,     14084.50,43.70
,Nifty Internet,      1251.20,      1251.60,      1254.05,      1241.25,      1249.00,-2.20
,Nifty Chemicals,     29670.20,     29682.35,     29816.30,     29477.70,     29779.00,108.80
,Nifty Waves,      1933.75,      1934.65,      1948.70,      1921.30,      1943.65,9.90
,Nifty InfraLog,     12355.60,     12348.20,     12387.00,     12258.85,     12326.15,-29.45
,Nifty500 Health,     20595.50,     20643.60,     20768.05,     20610.55,     20625.40,29.90
,Nifty RailwaysPSU,      2965.60,      2932.35,      2935.55,      2901.60,      2913.45,-52.15
,NiftyConglomerate,     14601.35,     14573.95,     14771.25,     14560.30,     14722.10,120.75
,Nifty MidSmall 50 50,     20434.15,     20432.55,     20490.55,     20295.30,     20464.05,29.90
,Nifty Cement,     14816.60,     14866.60,     15091.85,     14795.95,     15066.05,249.45
,Nifty Smallcap 500,     20196.60,     20198.15,     20237.30,     20035.10,     20216.15,19.55
,Nifty REITs Realty,      1810.65,      1811.30,      1833.00,      1804.70,      1831.70,21.05
,India VIX,13.9425,13.9425,14.3025,13.2950,13.3850,-0.5575

,ADVANCES,1861
,DECLINES,1675
,UNCHANGED,78

,Total securities that have hit their price bands today,213

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR,VALUE(Rs Crs)
,HDFCBANK,EQ,       774.65,       793.20,2.39,2736.53
,ICICIBANK,EQ,      1338.30,      1373.60,2.64,2252.34
,KPRMILL,EQ,      1131.15,      1218.45,7.72,1882.36
,BHARTIARTL,EQ,      1901.60,      1877.30,-1.28,1686.99
,PINELABS,EQ,       150.05,       161.27,7.48,1494.47
,RELIANCE,EQ,      1309.50,      1313.60,0.31,1447.52
,INFY,EQ,      1029.30,      1056.60,2.65,1297.16
,TRENT,EQ,      3142.90,      3247.00,3.31,1281.62
,SBIN,EQ,      1024.20,      1034.60,1.02,1214.11
,JSWINFRA,EQ,       314.95,       338.40,7.45,1190.67
,AXISBANK,EQ,      1363.50,      1384.50,1.54,1150.32
,BSE,EQ,      3941.80,      3886.60,-1.40,1109.69
,INDIGO,EQ,      4961.40,      5207.20,4.95,1102.04
,TCS,EQ,      2059.60,      2109.00,2.40,993.90
,WIPRO,EQ,       174.49,       174.48,-0.01,983.89
,TATASTEEL,EQ,       193.56,       190.16,-1.76,979.33
,BAJFINANCE,EQ,       962.40,       990.95,2.97,969.94
,MTARTECH,EQ,      8122.00,      7777.00,-4.25,965.87
,KIRLOSENG,EQ,      2504.40,      2563.60,2.36,962.56
,TMCV,EQ,       400.05,       411.40,2.84,832.85
,MEESHO,EQ,       186.78,       188.37,0.85,804.50
,SHRIRAMFIN,EQ,       993.35,      1019.00,2.58,799.57
,POWERINDIA,EQ,     36090.00,     33950.00,-5.93,782.83
,VAML,BE,       456.61,       463.13,1.43,766.88
,ADANIENT,EQ,      2962.90,      3069.70,3.60,766.40

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,INDIGO,EQ,      5207.20,      4961.40,4.95
,ADANIENT,EQ,      3069.70,      2962.90,3.60
,TRENT,EQ,      3247.00,      3142.90,3.31
,TECHM,EQ,      1461.60,      1415.60,3.25
,BAJFINANCE,EQ,       990.95,       962.40,2.97

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,NTPC,EQ,       357.05,       364.60,-2.07
,ONGC,EQ,       240.00,       244.35,-1.78
,TATASTEEL,EQ,       190.16,       193.56,-1.76
,BEL,EQ,       413.55,       420.00,-1.54
,MARUTI,EQ,     13248.00,     13451.00,-1.51

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE,TRADED QUANTITY
,1003SCL31A,N1,       969.50,                    64621.00,64
,1015ECL29,NR,      1009.00,                  3632502.40,3595
,1040UCL27B,N1,      1005.00,                     8040.00,8
,1050NFL26,N7,      1004.95,                     2009.90,2
,105IIFL29,N7,      1017.00,                   159244.00,148
,1060ECL29,NS,      1065.00,                    79355.00,75
,1065NFL27,NC,      1021.80,                   456798.55,447
,1075SCFL34,Z6,      1042.00,                    52100.00,50
,1075SCL33A,N2,       800.40,                      800.40,1
,1075SCL34T,N1,      1020.00,                    10200.00,10
,1075WCA28,N0,      9794.56,                    97945.60,10
,10IIFL28,N4,      1077.00,                     5385.00,5
,10NIDO26,N6,      1085.95,                   493480.40,454
,115VCCL31A,N0,      9749.00,                    68243.00,7
,118VCCL27A,N0,     98000.00,                   392000.00,4
,1225IFL27,N0,      7501.00,                    15002.00,2
,1225IFL28,N0,      8700.00,                    34800.00,4
,125VCCL31,N0,     96000.00,                   190500.00,2
,12AFIL27A,N0,      9800.00,                   492876.68,49
,12AFIL28,N0,      9805.00,                   128713.00,13
,12VCCL27B,N0,     97932.33,                   979793.98,10
,12VCCL27D,N0,     96500.00,                    96500.00,1
,12VCCL29B,N0,     98663.00,                   690315.00,7
,182D100926,TB,        98.25,                    19619.00,200
,20MICRONS,EQ,       207.92,                144341980.34,692537
,21STCENMGM,EQ,        32.57,                   197034.75,6010
,360ONE,EQ,      1099.90,                619014642.40,561423
,364D020726,TB,        99.75,                    99505.00,1000
,364D031226,TB,        97.25,                   778000.00,8000
,364D291026,TB,        98.14,                   117768.00,1200
,364D300726,TB,        99.50,                    99500.00,1000
,3BBLACKBIO,EQ,      1170.50,                 11809609.20,10084
,3IINFOLTD,EQ,        17.24,                  3453897.93,200473
,3MINDIA,EQ,     33535.00,                 57372180.00,1711
,3PLAND,EQ,        32.19,                    77688.41,2433
,574GS2026,GS,       101.89,                      400.65,4
,5PAISA,EQ,       351.00,                 33457017.90,96033
,603GS2029,GS,       101.50,                    81098.50,799
,613GS2028,GS,        99.65,                    95564.35,959
,622GS2035,GS,        96.08,                   192255.92,2001
,633GS2035,GS,       101.20,                      101.20,1
,636GS2031,GS,       100.01,                    10001.00,100
,63MOONS,EQ,       677.35,                 84008001.15,122795
,645GS2029,GS,       101.45,                 40580000.00,400000
,648GS2035,GS,        99.00,                   353850.00,3575
,654GS2032,GS,       100.61,                      100.61,1
,667GS2035,GS,       120.75,                      230.00,2
,667GS2050,GS,        92.98,                    64064.66,689
,668GS2033,GS,       101.01,                   191909.00,1900
,668GS2040,GS,        99.03,                     5050.70,51
,675GS2029,GS,        99.61,                       99.61,1
,676GS2061,GS,        92.63,                  8973379.31,97402
,679GS2034,GS,       100.80,                   139406.40,1383
,68GS2060,GS,        90.20,                       90.20,1
,690GS2065,GS,        92.77,                   480752.36,5188
,694GS2036,GS,       100.26,                    59253.66,591
,695GS2061,GS,        93.39,                   996025.73,10707
,699GS2051,GS,        95.00,                   389500.00,4100
,702GS2027,GS,       101.00,                   146450.00,1450
,704GS2029,GS,       101.00,                    10100.00,100
,704IRFC28,N6,      1072.01,                     1072.01,1
,706GS2028,GS,       102.40,                  1122280.00,11000
,706GS2046,GS,       101.00,                    55203.00,552
,709GS2054,GS,        99.10,                     3968.00,40
,709GS2074,GS,        94.50,                   412458.20,4335
,710GS2029,GS,       102.83,                   168489.36,1639
,716GS2050,GS,        98.00,                      195.01,2
,718GS2033,GS,       103.46,                   103460.00,1000
,718GS2037,GS,       104.56,                 18493918.41,176917
,71GS2034,GS,       101.55,                    50775.00,500
,723GJ27,SG,       100.00,                    10000.00,100
,724GS2055,GS,       100.50,                  1191697.99,11909
,725GS2063,GS,        97.00,                  5170914.72,53385
