,23-Jun-2026
The Nifty witnessed an intraday movement of about 350.55 points.The closing index was 1.16 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 131784.41
, Traded Quantity (in Lakhs), 53838.02
, Number of Trades, 39009862
, Total Market Capitalisation (Rs. Crores), 47479957.80

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24102.90,     24071.30,     24135.50,     23784.95,     23824.10,-278.80
,NIFTY50 EQL Wgt,     32760.70,     32729.35,     32821.15,     32338.80,     32381.65,-379.05
,NIFTY100 EQL Wgt,     34698.60,     34686.95,     34714.60,     34200.05,     34252.95,-445.65
,NIFTY100 LowVol30,     19804.15,     19791.20,     19886.65,     19639.05,     19666.30,-137.85
,NIFTY Alpha 50,     54795.25,     54875.00,     54941.40,     54049.80,     54178.55,-616.70
,NIFTY MIDCAP 150,     23073.05,     23109.75,     23138.90,     22817.40,     22853.55,-219.50
,NIFTY SMLCAP 50,      9326.85,      9352.45,      9388.70,      9258.25,      9288.55,-38.30
,NIFTY SMLCAP 250,     17849.75,     17903.30,     17956.50,     17696.25,     17747.65,-102.10
,NIFTY MIDSML 400,     21165.80,     21209.65,     21245.70,     20949.25,     20991.80,-174.00
,NIFTY200 QUALTY30,     20035.40,     20003.90,     20027.35,     19798.25,     19826.75,-208.65
,Nifty FinSrv25 50,     28924.90,     28927.05,     29032.45,     28548.40,     28600.35,-324.55
,NIFTY AlphaLowVol,     26374.55,     26397.30,     26535.00,     26198.90,     26234.95,-139.60
,Nifty200Momentm30,     31347.00,     31323.75,     31371.90,     30954.00,     30996.65,-350.35
,Nifty100ESGSecLdr,      4034.10,      4028.25,      4035.30,      3978.10,      3985.50,-48.60
,NIFTY100 ESG,      4917.95,      4911.70,      4915.15,      4848.60,      4856.20,-61.75
,NIFTY M150 QLTY50,     24449.80,     24470.10,     24520.40,     24239.05,     24287.25,-162.55
,NIFTY INDIA MFG,     16126.95,     16131.90,     16160.90,     15933.90,     15955.80,-171.15
,Nifty200 Alpha 30,     26709.05,     26727.45,     26745.65,     26320.55,     26370.05,-339.00
,NiftyM150Momntm50,     64796.45,     64844.90,     64929.70,     63945.00,     64019.35,-777.10
,Nifty50 USD,      8820.70,      8820.70,      8924.65,      8696.80,      8719.25,-101.45
,Nifty IT,     27628.55,     27416.45,     27428.50,     26955.50,     27012.05,-616.50
,Nifty Next 50,     73073.20,     73072.75,     73072.75,     71953.70,     72068.75,-1004.45
,Nifty Bank,     57935.60,     57886.75,     57970.90,     57078.45,     57183.75,-751.85
,NIFTY MIDCAP 100,     62729.10,     62817.45,     62909.55,     61986.85,     62070.35,-658.75
,Nifty 500,     23261.85,     23260.00,     23302.25,     22976.95,     23010.95,-250.90
,Nifty 100,     25209.55,     25182.55,     25230.45,     24867.45,     24907.80,-301.75
,Nifty Midcap 50,     17800.45,     17818.05,     17853.80,     17611.90,     17639.80,-160.65
,Nifty Realty,       815.15,       814.75,       832.30,       803.75,       806.05,-9.10
,Nifty Infra,      9551.10,      9555.05,      9573.15,      9442.50,      9460.40,-90.70
,Nifty Energy,     40773.80,     40850.05,     40879.05,     40203.70,     40268.70,-505.10
,Nifty FMCG,     49355.10,     49269.80,     49514.60,     49000.85,     49059.05,-296.05
,Nifty MNC,     32811.65,     32764.35,     32795.20,     32421.55,     32479.35,-332.30
,Nifty Pharma,     24762.90,     24863.90,     25294.50,     24838.80,     24989.95,227.05
,Nifty PSE,     10246.80,     10276.85,     10284.70,     10125.75,     10137.65,-109.15
