,22-Jun-2026
The Nifty witnessed an intraday movement of about 94.9 points.The closing index was 0.37 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 118948.00
, Traded Quantity (in Lakhs), 48527.53
, Number of Trades, 37384975
, Total Market Capitalisation (Rs. Crores), 48001084.64

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24013.10,     24106.60,     24168.05,     24073.15,     24102.90,89.80
,NIFTY50 EQL Wgt,     32684.85,     32765.35,     32830.00,     32731.60,     32760.70,75.85
,NIFTY100 EQL Wgt,     34496.45,     34601.05,     34722.35,     34519.50,     34698.60,202.15
,NIFTY100 LowVol30,     19739.65,     19817.10,     19840.65,     19781.45,     19804.15,64.50
,NIFTY Alpha 50,     54407.40,     54577.15,     54831.80,     54312.65,     54795.25,387.85
,NIFTY MIDCAP 150,     22972.95,     23073.55,     23111.40,     23008.50,     23073.05,100.10
,NIFTY SMLCAP 50,      9285.45,      9332.35,      9341.05,      9298.80,      9326.85,41.40
,NIFTY SMLCAP 250,     17713.80,     17821.05,     17874.15,     17778.30,     17849.75,135.95
,NIFTY MIDSML 400,     21050.35,     21154.55,     21198.50,     21102.80,     21165.80,115.45
,NIFTY200 QUALTY30,     20055.90,     20114.15,     20171.25,     20003.30,     20035.40,-20.50
,Nifty FinSrv25 50,     28737.80,     28870.80,     28977.65,     28817.95,     28924.90,187.10
,NIFTY AlphaLowVol,     26298.50,     26385.35,     26406.05,     26323.00,     26374.55,76.05
,Nifty200Momentm30,     31253.85,     31341.90,     31380.90,     31234.45,     31347.00,93.15
,Nifty100ESGSecLdr,      4017.00,      4033.10,      4045.70,      4027.75,      4034.10,17.10
,NIFTY100 ESG,      4894.50,      4910.60,      4925.00,      4907.15,      4917.95,23.45
,NIFTY M150 QLTY50,     24442.50,     24547.35,     24550.00,     24418.90,     24449.80,7.30
,NIFTY INDIA MFG,     16020.90,     16093.25,     16139.10,     16050.75,     16126.95,106.05
,Nifty200 Alpha 30,     26480.95,     26561.00,     26727.85,     26484.85,     26709.05,228.10
,NiftyM150Momntm50,     64557.15,     64746.70,     64863.50,     64436.05,     64796.45,239.30
,Nifty50 USD,      8819.95,      8819.95,      8883.45,      8812.45,      8815.55,-4.40
,Nifty IT,     27426.85,     27531.00,     27856.40,     27531.00,     27628.55,201.70
,Nifty Next 50,     72356.65,     72611.75,     73141.05,     72341.60,     73073.20,716.55
,Nifty Bank,     57685.75,     57906.90,     58009.10,     57720.10,     57935.60,249.85
,NIFTY MIDCAP 100,     62517.30,     62784.70,     62875.60,     62569.10,     62729.10,211.80
,Nifty 500,     23144.20,     23240.90,     23289.75,     23213.85,     23261.85,117.65
,Nifty 100,     25086.65,     25182.60,     25238.95,     25147.00,     25209.55,122.90
,Nifty Midcap 50,     17735.30,     17814.10,     17843.85,     17759.95,     17800.45,65.15
,Nifty Realty,       811.90,       815.65,       817.95,       811.95,       815.15,3.25
,Nifty Infra,      9511.85,      9538.10,      9561.25,      9508.05,      9551.10,39.25
,Nifty Energy,     40548.10,     40651.15,     40810.10,     40533.95,     40773.80,225.70
,Nifty FMCG,     49558.70,     49670.90,     49757.20,     49210.95,     49355.10,-203.60
,Nifty MNC,     32685.15,     32771.85,     32833.70,     32680.65,     32811.65,126.50
,Nifty Pharma,     24460.30,     24558.75,     24778.30,     24468.40,     24762.90,302.60
,Nifty PSE,     10178.50,     10203.45,     10254.90,     10175.40,     10246.80,68.30
,Nifty PSU Bank,      8716.50,      8737.40,      8772.70,      8697.25,      8763.90,47.40
,Nifty Serv Sector,     30562.70,     30689.20,     30750.75,     30636.70,     30689.40,126.70
,Nifty Auto,     26583.35,     26710.30,     26802.10,     26609.90,     26703.45,120.10
,Nifty Metal,     13020.80,     13053.85,     13106.40,     12986.50,     13091.20,70.40
,Nifty Media,      1515.40,      1519.20,      1541.80,      1516.60,      1536.95,21.55
