,26-Aug-2026
The Nifty witnessed an intraday movement of about 170.85 points.The closing index was 0.52 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 115584.70
, Traded Quantity (in Lakhs), 54644.31
, Number of Trades, 33981239
, Total Market Capitalisation (Rs. Crores), 49269100.16

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24334.55,     24341.95,     24378.60,     24207.75,     24207.75,-126.80
,NIFTY50 EQL Wgt,     33260.70,     33307.20,     33316.80,     33071.10,     33071.10,-189.60
,NIFTY100 EQL Wgt,     35347.70,     35411.80,     35497.00,     35261.90,     35264.65,-83.05
,NIFTY100 LowVol30,     20316.45,     20330.05,     20368.90,     20191.75,     20191.75,-124.70
,NIFTY Alpha 50,     57036.50,     57141.40,     57648.20,     57109.95,     57536.75,500.25
,NIFTY MIDCAP 150,     23528.95,     23586.20,     23647.50,     23529.75,     23532.20,3.25
,NIFTY SMLCAP 50,      9950.25,      9966.95,     10030.75,      9963.10,     10012.10,61.85
,NIFTY SMLCAP 250,     18347.15,     18409.50,     18480.30,     18409.05,     18455.75,108.60
,NIFTY MIDSML 400,     21642.90,     21702.70,     21753.40,     21686.60,     21688.65,45.75
,NIFTY200 QUALTY30,     20666.80,     20668.65,     20694.40,     20518.65,     20518.65,-148.15
,Nifty FinSrv25 50,     28565.55,     28619.85,     28825.05,     28611.75,     28651.55,86.00
,NIFTY AlphaLowVol,     27282.35,     27283.40,     27321.25,     27164.80,     27164.80,-117.55
,Nifty200Momentm30,     31332.30,     31374.80,     31502.20,     31294.85,     31394.85,62.55
,Nifty100ESGSecLdr,      4091.25,      4091.25,      4101.10,      4065.75,      4065.75,-25.50
,NIFTY100 ESG,      5078.95,      5083.00,      5094.90,      5049.70,      5049.70,-29.25
,NIFTY M150 QLTY50,     24681.80,     24740.35,     24808.05,     24641.40,     24644.15,-37.65
,NIFTY INDIA MFG,     16579.50,     16585.85,     16619.40,     16540.70,     16567.60,-11.90
,Nifty200 Alpha 30,     27287.40,     27337.75,     27525.80,     27312.25,     27434.65,147.25
,NiftyM150Momntm50,     64565.05,     64725.95,     64953.05,     64575.45,     64783.45,218.40
,Nifty50 USD,      8836.85,      8836.85,      8871.05,      8721.10,      8808.05,-28.80
,Nifty IT,     30771.80,     30809.20,     30841.15,     30307.45,     30318.85,-452.95
,Nifty Next 50,     74508.90,     74632.30,     75000.40,     74483.45,     74501.05,-7.85
,Nifty Bank,     57514.20,     57628.65,     57996.05,     57611.85,     57783.75,269.55
,NIFTY MIDCAP 100,     64162.90,     64289.40,     64450.90,     64095.90,     64101.20,-61.70
,Nifty 500,     23611.60,     23641.35,     23684.10,     23557.95,     23559.20,-52.40
,Nifty 100,     25499.50,     25513.70,     25565.30,     25389.85,     25390.95,-108.55
,Nifty Midcap 50,     18412.25,     18446.10,     18500.95,     18380.60,     18380.60,-31.65
,Nifty Realty,       917.80,       920.80,       927.95,       910.15,       910.15,-7.65
,Nifty Infra,      9401.35,      9389.60,      9403.00,      9288.85,      9288.85,-112.50
,Nifty Energy,     38310.85,     38359.80,     38502.20,     38091.20,     38099.90,-210.95
,Nifty FMCG,     47706.95,     47834.20,     47855.85,     47249.15,     47252.90,-454.05
,Nifty MNC,     33251.85,     33280.55,     33369.95,     33183.30,     33214.95,-36.90
