,24-Sep-2026
The Nifty witnessed an intraday movement of about 235.8 points.The closing index was 1.64 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 115328.21
, Traded Quantity (in Lakhs), 51377.83
, Number of Trades, 39483821
, Total Market Capitalisation (Rs. Crores), 47584412.96

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23446.80,     23221.80,     23281.95,     23046.15,     23063.10,-383.70
,NIFTY50 EQL Wgt,     32135.10,     31828.80,     31896.25,     31592.40,     31602.65,-532.45
,NIFTY100 EQL Wgt,     34156.30,     33838.55,     33931.85,     33633.25,     33636.35,-519.95
,NIFTY100 LowVol30,     19451.45,     19303.10,     19386.45,     19191.00,     19194.25,-257.20
,NIFTY Alpha 50,     55944.60,     55268.25,     55619.40,     54985.70,     55067.35,-877.25
,NIFTY MIDCAP 150,     22928.85,     22656.05,     22746.20,     22447.05,     22469.90,-458.95
,NIFTY SMLCAP 50,     10002.50,      9862.95,      9949.65,      9827.65,      9839.70,-162.80
,NIFTY SMLCAP 250,     18411.40,     18239.95,     18335.95,     18127.90,     18155.50,-255.90
,NIFTY MIDSML 400,     21304.80,     21070.40,     21161.95,     20905.35,     20923.55,-381.25
,NIFTY200 QUALTY30,     19579.80,     19429.45,     19543.35,     19344.45,     19371.25,-208.55
,Nifty FinSrv25 50,     27643.10,     27106.90,     27268.80,     26994.40,     27047.20,-595.90
,NIFTY AlphaLowVol,     26292.85,     26048.55,     26170.60,     25887.65,     25910.35,-382.50
,Nifty200Momentm30,     30664.20,     30372.40,     30551.30,     30216.60,     30253.05,-411.15
,Nifty100ESGSecLdr,      3928.25,      3888.35,      3898.25,      3857.00,      3859.20,-69.05
,NIFTY100 ESG,      4868.35,      4818.60,      4829.25,      4780.30,      4783.35,-85.00
,NIFTY M150 QLTY50,     23638.10,     23494.15,     23611.75,     23368.05,     23409.40,-228.70
,NIFTY INDIA MFG,     16017.70,     15902.90,     15965.70,     15806.30,     15809.80,-207.90
,Nifty200 Alpha 30,     26581.35,     26240.05,     26375.80,     26042.20,     26080.10,-501.25
,NiftyM150Momntm50,     63637.10,     62949.20,     63265.55,     62559.20,     62620.15,-1016.95
,Nifty50 USD,      8485.05,      8485.05,      8485.05,      8142.50,      8327.70,-157.35
,Nifty IT,     28334.05,     28130.95,     28439.10,     28084.95,     28208.85,-125.20
,Nifty Next 50,     72462.40,     71755.00,     72085.35,     71333.95,     71381.45,-1080.95
,Nifty Bank,     56548.90,     55710.60,     55918.40,     55341.20,     55438.50,-1110.40
,NIFTY MIDCAP 100,     62396.45,     61575.00,     61840.25,     60922.95,     60990.15,-1406.30
,Nifty 500,     22935.10,     22704.05,     22771.60,     22540.60,     22552.60,-382.50
,Nifty 100,     24612.25,     24375.30,     24435.50,     24203.95,     24216.20,-396.05
,Nifty Midcap 50,     17979.65,     17709.50,     17802.95,     17497.70,     17518.05,-461.60
,Nifty Realty,       871.00,       862.10,       878.20,       860.65,       861.40,-9.60
,Nifty Infra,      9095.05,      9030.10,      9045.15,      8944.85,      8944.85,-150.20
,Nifty Energy,     37759.75,     37541.80,     37603.25,     37265.75,     37360.95,-398.80
,Nifty FMCG,     46259.35,     45951.75,     46202.95,     45641.90,     45759.35,-500.00
,Nifty MNC,     31591.20,     31369.60,     31476.60,     31168.50,     31201.70,-389.50
,Nifty Pharma,     27152.10,     27031.55,     27255.05,     27014.15,     27028.70,-123.40
,Nifty PSE,      9637.60,      9594.95,      9614.05,      9532.20,      9555.45,-82.15
,Nifty PSU Bank,      8365.45,      8289.20,      8341.00,      8248.20,      8271.15,-94.30
,Nifty Serv Sector,     30064.25,     29716.55,     29791.15,     29485.55,     29539.95,-524.30
,Nifty Auto,     27157.55,     27000.50,     27092.95,     26729.00,     26730.10,-427.45
,Nifty Metal,     13302.35,     13137.65,     13258.10,     13025.15,     13041.95,-260.40
,Nifty Media,      1566.85,      1549.30,      1575.65,      1547.70,      1554.25,-12.60
,NIFTY SMLCAP 100,     19991.50,     19743.45,     19879.45,     19657.70,     19684.75,-306.75
,Nifty 200,     13695.95,     13554.20,     13589.95,     13452.65,     13457.55,-238.40
,Nifty Div Opps 50,      5657.15,      5615.80,      5637.05,      5583.95,      5600.35,-56.80
,Nifty Commodities,      9646.50,      9563.95,      9601.10,      9499.95,      9515.60,-130.90
,Nifty Consumption,     11546.05,     11465.05,     11484.80,     11351.80,     11353.45,-192.60
,Nifty Fin Service,     25564.85,     25092.05,     25172.60,     24901.10,     24954.15,-610.70
,Nifty50 Div Point,       196.79,       196.79,       196.79,       196.79,       196.79,0.00
,Nifty100 Liq 15,      7376.50,      7295.75,      7309.25,      7203.15,      7203.15,-173.35
,Nifty CPSE,      6388.20,      6372.05,      6385.65,      6336.90,      6362.05,-26.15
,Nifty GrowSect 15,     10896.40,     10836.50,     10890.80,     10778.80,     10790.95,-105.45
