,17-Sep-2026
The Nifty witnessed an intraday movement of about 169.9 points.The closing index was 0.23 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 98222.21
, Traded Quantity (in Lakhs), 41377.97
, Number of Trades, 38201956
, Total Market Capitalisation (Rs. Crores), 47568566.81

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     23217.60,     23195.25,     23363.55,     23193.65,     23270.60,53.00
,NIFTY50 EQL Wgt,     31669.65,     31651.90,     31969.35,     31647.85,     31892.30,222.65
,NIFTY100 EQL Wgt,     33426.35,     33413.30,     33760.90,     33412.55,     33705.70,279.35
,NIFTY100 LowVol30,     19298.70,     19281.75,     19416.85,     19270.80,     19378.85,80.15
,NIFTY Alpha 50,     54665.60,     54610.35,     55204.25,     54547.75,     55090.40,424.80
,NIFTY MIDCAP 150,     22368.80,     22375.20,     22624.05,     22356.95,     22568.85,200.05
,NIFTY SMLCAP 50,      9698.10,      9685.75,      9812.25,      9683.95,      9787.75,89.65
,NIFTY SMLCAP 250,     17863.30,     17842.70,     18047.10,     17837.05,     18009.25,145.95
,NIFTY MIDSML 400,     20744.90,     20740.55,     20968.85,     20727.60,     20924.90,180.00
,NIFTY200 QUALTY30,     19496.35,     19478.50,     19638.25,     19470.80,     19575.40,79.05
,Nifty FinSrv25 50,     27291.55,     27243.45,     27534.15,     27222.00,     27394.30,102.75
,NIFTY AlphaLowVol,     25954.05,     25955.75,     26180.00,     25944.25,     26101.00,146.95
,Nifty200Momentm30,     29703.50,     29716.45,     30156.90,     29692.75,     30130.50,427.00
,Nifty100ESGSecLdr,      3883.95,      3881.20,      3911.80,      3880.45,      3895.05,11.10
,NIFTY100 ESG,      4807.05,      4802.70,      4847.80,      4801.75,      4830.50,23.45
,NIFTY M150 QLTY50,     23207.15,     23210.75,     23420.05,     23188.65,     23397.55,190.40
,NIFTY INDIA MFG,     15615.90,     15618.50,     15852.15,     15617.70,     15826.65,210.75
,Nifty200 Alpha 30,     25750.15,     25747.75,     26078.85,     25734.00,     26051.65,301.50
,NiftyM150Momntm50,     61752.25,     61776.75,     62634.45,     61711.50,     62486.10,733.85
,Nifty50 USD,      8383.75,      8383.75,      8459.75,      8360.90,      8403.70,19.95
,Nifty IT,     29087.65,     28918.75,     29406.65,     28805.40,     29155.60,67.95
,Nifty Next 50,     70368.60,     70374.40,     71188.50,     70372.15,     71144.00,775.40
,Nifty Bank,     56292.45,     56126.60,     56570.45,     56038.50,     56055.75,-236.70
,NIFTY MIDCAP 100,     60874.20,     60890.70,     61593.20,     60850.80,     61432.10,557.90
,Nifty 500,     22532.00,     22518.75,     22718.85,     22515.85,     22654.65,122.65
,Nifty 100,     24282.95,     24264.30,     24456.25,     24262.90,     24377.75,94.80
