,27-Aug-2026
The Nifty witnessed an intraday movement of about 206.6 points.The closing index was 0.48 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 115071.41
, Traded Quantity (in Lakhs), 50414.36
, Number of Trades, 35125815
, Total Market Capitalisation (Rs. Crores), 49121816.46

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24207.75,     24277.60,     24297.45,     24090.85,     24090.85,-116.90
,NIFTY50 EQL Wgt,     33071.10,     33126.85,     33216.50,     32984.40,     32984.40,-86.70
,NIFTY100 EQL Wgt,     35264.65,     35336.80,     35396.75,     35149.65,     35158.95,-105.70
,NIFTY100 LowVol30,     20191.75,     20217.05,     20278.80,     20152.10,     20158.25,-33.50
,NIFTY Alpha 50,     57536.75,     57659.45,     57921.40,     57345.25,     57483.65,-53.10
,NIFTY MIDCAP 150,     23532.20,     23574.20,     23626.85,     23486.40,     23508.30,-23.90
,NIFTY SMLCAP 50,     10012.10,     10019.50,     10050.30,      9994.25,     10020.90,8.80
,NIFTY SMLCAP 250,     18455.75,     18476.50,     18520.20,     18415.05,     18432.75,-23.00
,NIFTY MIDSML 400,     21688.65,     21722.45,     21770.30,     21644.80,     21664.90,-23.75
,NIFTY200 QUALTY30,     20518.65,     20555.90,     20615.00,     20444.60,     20453.95,-64.70
,Nifty FinSrv25 50,     28651.55,     28719.05,     28754.85,     28506.00,     28506.00,-145.55
,NIFTY AlphaLowVol,     27164.80,     27215.80,     27246.35,     27090.00,     27117.95,-46.85
,Nifty200Momentm30,     31394.85,     31515.75,     31663.20,     31390.05,     31512.30,117.45
,Nifty100ESGSecLdr,      4065.75,      4079.20,      4080.50,      4044.60,      4044.60,-21.15
,NIFTY100 ESG,      5049.70,      5063.00,      5070.25,      5030.35,      5030.35,-19.35
,NIFTY M150 QLTY50,     24644.15,     24695.60,     24766.00,     24640.70,     24680.30,36.15
,NIFTY INDIA MFG,     16567.60,     16616.35,     16655.60,     16539.45,     16558.80,-8.80
,Nifty200 Alpha 30,     27434.65,     27540.30,     27652.40,     27350.95,     27446.35,11.70
,NiftyM150Momntm50,     64783.45,     64967.90,     65204.45,     64722.65,     64895.65,112.20
,Nifty50 USD,      8790.80,      8790.80,      8938.70,      8737.60,      8737.60,-53.20
,Nifty IT,     30318.85,     30342.55,     30576.95,     30164.50,     30221.15,-97.70
,Nifty Next 50,     74501.05,     74680.25,     74738.20,     74234.90,     74347.45,-153.60
,Nifty Bank,     57783.75,     57985.00,     58012.40,     57509.95,     57509.95,-273.80
,NIFTY MIDCAP 100,     64101.20,     64215.70,     64378.00,     63975.10,     64035.45,-65.75
,Nifty 500,     23559.20,     23615.65,     23642.85,     23480.15,     23482.00,-77.20
,Nifty 100,     25390.95,     25461.95,     25480.75,     25281.60,     25281.60,-109.35
,Nifty Midcap 50,     18380.60,     18414.90,     18452.00,     18348.45,     18361.75,-18.85
,Nifty Realty,       910.15,       913.65,       916.95,       908.85,       909.60,-0.55
,Nifty Infra,      9288.85,      9322.35,      9328.70,      9237.80,      9237.80,-51.05
,Nifty Energy,     38099.90,     38186.45,     38326.90,     38032.75,     38103.95,4.05
,Nifty FMCG,     47252.90,     47223.95,     47388.30,     46949.60,     47030.45,-222.45
,Nifty MNC,     33214.95,     33264.55,     33371.55,     33031.55,     33080.15,-134.80
,Nifty Pharma,     26626.30,     26677.15,     26856.05,     26607.95,     26848.75,222.45
,Nifty PSE,      9727.85,      9744.65,      9763.75,      9671.80,      9701.55,-26.30
,Nifty PSU Bank,      8669.50,      8703.90,      8708.25,      8574.25,      8587.80,-81.70
