,17-Aug-2026
The Nifty witnessed an intraday movement of about 133.15 points.The closing index was 0.32 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 108280.21
, Traded Quantity (in Lakhs), 41193.25
, Number of Trades, 35360642
, Total Market Capitalisation (Rs. Crores), 49120262.09

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     24366.00,     24343.45,     24360.10,     24226.95,     24287.65,-78.35
,NIFTY50 EQL Wgt,     33360.00,     33326.25,     33358.65,     33183.90,     33215.70,-144.30
,NIFTY100 EQL Wgt,     35364.30,     35341.85,     35364.60,     35207.40,     35285.80,-78.50
,NIFTY100 LowVol30,     20500.35,     20475.00,     20483.55,     20346.00,     20346.00,-154.35
,NIFTY Alpha 50,     56178.55,     56207.35,     56473.70,     56142.60,     56381.35,202.80
,NIFTY MIDCAP 150,     23420.00,     23412.30,     23490.65,     23338.05,     23454.95,34.95
,NIFTY SMLCAP 50,      9873.95,      9885.55,      9905.45,      9827.75,      9901.90,27.95
,NIFTY SMLCAP 250,     18278.80,     18287.80,     18319.90,     18206.80,     18312.20,33.40
,NIFTY MIDSML 400,     21549.35,     21548.35,     21606.65,     21470.95,     21584.00,34.65
,NIFTY200 QUALTY30,     20897.45,     20884.35,     20899.90,     20766.95,     20766.95,-130.50
,Nifty FinSrv25 50,     28568.50,     28507.90,     28669.65,     28384.45,     28569.45,0.95
,NIFTY AlphaLowVol,     27375.00,     27355.40,     27434.45,     27316.55,     27347.35,-27.65
,Nifty200Momentm30,     31055.05,     31021.50,     31235.25,     30974.90,     31181.30,126.25
,Nifty100ESGSecLdr,      4095.05,      4092.25,      4097.75,      4073.85,      4084.40,-10.65
,NIFTY100 ESG,      5090.80,      5084.30,      5088.35,      5064.20,      5071.85,-18.95
,NIFTY M150 QLTY50,     24831.15,     24818.65,     24849.90,     24688.65,     24803.25,-27.90
,NIFTY INDIA MFG,     16545.30,     16560.25,     16615.05,     16541.85,     16583.60,38.30
,Nifty200 Alpha 30,     26715.25,     26693.65,     26861.15,     26666.80,     26797.45,82.20
,NiftyM150Momntm50,     64024.45,     63958.85,     64319.75,     63828.75,     64228.60,204.15
,Nifty50 USD,      8846.90,      8846.90,      8849.95,      8763.50,      8802.60,-44.30
,Nifty IT,     31357.75,     31242.40,     31331.20,     30722.05,     30807.80,-549.95
,Nifty Next 50,     74486.55,     74468.85,     74655.95,     74242.85,     74474.10,-12.45
,Nifty Bank,     57491.10,     57418.30,     57757.25,     57119.60,     57497.80,6.70
,NIFTY MIDCAP 100,     63782.15,     63723.10,     63930.25,     63505.90,     63817.00,34.85
,Nifty 500,     23594.90,     23581.75,     23617.30,     23488.45,     23564.45,-30.45
,Nifty 100,     25524.85,     25504.50,     25529.80,     25392.40,     25457.30,-67.55
,Nifty Midcap 50,     18260.65,     18231.55,     18323.95,     18185.40,     18279.00,18.35
,Nifty Realty,       895.65,       896.50,       910.35,       886.95,       908.70,13.05
,Nifty Infra,      9419.10,      9409.05,      9437.35,      9374.25,      9416.50,-2.60
,Nifty Energy,     38554.20,     38602.65,     38719.70,     38453.95,     38652.65,98.45
,Nifty FMCG,     48615.05,     48611.65,     48625.55,     48103.70,     48105.05,-510.00
,Nifty MNC,     33626.45,     33612.50,     33675.55,     33550.10,     33583.45,-43.00
,Nifty Pharma,     26445.55,     26528.00,     26537.35,     26312.35,     26341.55,-104.00
,Nifty PSE,      9844.95,      9849.10,      9871.00,      9809.15,      9861.60,16.65
,Nifty PSU Bank,      8738.80,      8714.75,      8739.05,      8597.45,      8706.20,-32.60
,Nifty Serv Sector,     31128.25,     31055.50,     31090.85,     30906.25,     30971.65,-156.60
,Nifty Auto,     29207.90,     29199.25,     29384.50,     29166.75,     29178.10,-29.80
,Nifty Metal,     12941.70,     12947.20,     13154.60,     12921.20,     13104.60,162.90
,Nifty Media,      1590.10,      1591.75,      1606.65,      1583.25,      1595.75,5.65
,NIFTY SMLCAP 100,     19738.55,     19757.30,     19815.95,     19674.30,     19809.25,70.70
,Nifty 200,     14162.20,     14150.55,     14170.70,     14092.45,     14133.85,-28.35
,Nifty Div Opps 50,      5962.70,      5949.50,      5954.80,      5906.05,      5923.15,-39.55
,Nifty Commodities,      9822.75,      9823.95,      9863.95,      9774.40,      9843.30,20.55
,Nifty Consumption,     12142.85,     12132.20,     12153.70,     12064.55,     12064.55,-78.30
,Nifty Fin Service,     26213.65,     26148.65,     26322.55,     26051.75,     26217.15,3.50
,Nifty50 Div Point,       189.56,       189.56,       189.56,       189.56,       189.56,0.00
,Nifty100 Liq 15,      7702.75,      7686.95,      7727.55,      7674.25,      7684.05,-18.70
,Nifty CPSE,      6450.25,      6454.35,      6466.20,      6428.40,      6455.50,5.25
,Nifty GrowSect 15,     11720.15,     11710.35,     11718.85,     11581.70,     11581.70,-138.45
,Nifty50 PR 2x Lev,     12199.55,     12171.85,     12188.30,     12055.20,     12115.95,-83.60
,Nifty50 PR 1x Inv,       217.95,       218.25,       219.30,       218.10,       218.75,0.80
,Nifty50 TR 2x Lev,     18588.55,     18546.30,     18571.45,     18368.55,     18461.20,-127.35
,Nifty50 TR 1x Inv,       176.85,       177.10,       177.95,       176.95,       177.50,0.65
,Nifty50 Value 20,     11949.85,     11945.75,     11952.25,     11854.60,     11912.95,-36.90
,Nifty Mid Liq 15,     17271.95,     17229.30,     17280.60,     17127.80,     17201.20,-70.75
,Nifty Pvt Bank,     27247.25,     27227.30,     27459.05,     27154.45,     27311.05,63.80
,NIFTY100 Qualty30,      5772.60,      5769.50,      5775.25,      5732.85,      5732.85,-39.75
,Nifty GS 8 13Yr,      3071.08,      3071.64,      3071.65,      3060.13,      3061.05,-10.03
,Nifty GS 10Yr,      2689.61,      2690.12,      2690.12,      2679.54,      2680.20,-9.41
,Nifty GS 10Yr Cln,       879.69,       879.69,       879.69,       876.17,       876.39,-3.30
,Nifty GS 4 8Yr,      3354.47,      3355.08,      3355.08,      3345.86,      3346.61,-7.86
,Nifty GS 11 15Yr,      3404.60,      3405.24,      3405.24,      3389.87,      3390.00,-14.60
,Nifty GS 15YrPlus,      3614.17,      3614.89,      3614.89,      3595.18,      3595.18,-18.99
,Nifty GS Compsite,      3168.32,      3168.92,      3168.92,      3156.31,      3156.78,-11.54
,NIFTY HEALTHCARE,     16505.30,     16543.75,     16559.00,     16424.10,     16429.35,-75.95
,NIFTY CONSR DURBL,     40612.60,     40718.90,     40796.95,     40422.55,     40426.85,-185.75
,NIFTY OIL AND GAS,     11200.05,     11212.25,     11244.25,     11131.60,     11208.50,8.45
,NIFTY500 MULTICAP,     16724.00,     16718.05,     16745.70,     16655.15,     16715.85,-8.15
,NIFTY LARGEMID250,     16911.65,     16902.15,     16938.25,     16840.20,     16902.05,-9.60
,NIFTY MID SELECT,     14971.75,     14937.05,     14995.85,     14892.90,     14948.60,-23.15
,NIFTY TOTAL MKT,     13324.85,     13319.10,     13337.50,     13266.95,     13309.15,-15.70
,NIFTY MICROCAP250,     26154.90,     26214.35,     26228.55,     26030.50,     26186.80,31.90
,NIFTY IND DIGITAL,      8817.80,      8798.20,      8813.80,      8732.00,      8733.75,-84.05
,Nifty Tata 25 Cap,     14709.90,     14706.50,     14725.15,     14570.15,     14618.15,-91.75
,Nifty MidSml Hlth,     52024.15,     52076.80,     52344.70,     51858.25,     52020.30,-3.85
,Nifty Multi Mfg,     17011.85,     17037.00,     17075.55,     16982.95,     17040.75,28.90
,Nifty Multi Infra,     14694.15,     14694.10,     14752.20,     14654.40,     14730.35,36.20
,BHARATBOND-APR30,      1615.73,      1616.05,      1616.05,      1615.50,      1615.50,-0.23
,BHARATBOND-APR31,      1469.54,      1469.82,      1469.82,      1468.95,      1468.95,-0.59
,BHARATBOND-APR32,      1336.31,      1336.56,      1336.57,      1336.06,      1336.06,-0.25
,BHARATBOND-APR33,      1295.91,      1296.16,      1296.16,      1295.41,      1295.41,-0.50
,Nifty Ind Defence,      9811.75,      9820.85,      9912.75,      9817.15,      9841.50,29.75
,Nifty Ind Tourism,      8048.15,      8044.45,      8088.35,      8016.75,      8060.15,12.00
,Nifty Capital Mkt,      5289.40,      5275.00,      5340.55,      5217.70,      5318.40,29.00
,Nifty500Momentm50,     54835.90,     54767.55,     55077.30,     54691.00,     54988.55,152.65
,NiftyMS400 MQ 100,     51916.95,     51868.95,     52130.40,     51742.55,     52078.45,161.50
,NiftySml250MQ 100,     48396.90,     48423.75,     48548.60,     48195.45,     48526.65,129.75
,Nifty Top 10 EW,      8678.95,      8663.90,      8675.45,      8599.30,      8630.05,-48.90
,Nifty AQL 30,     23213.45,     23197.30,     23205.90,     23121.60,     23121.60,-91.85
,Nifty AQLV 30,     20399.15,     20394.75,     20406.60,     20309.55,     20333.00,-66.15
,Nifty EV,      3382.45,      3385.55,      3395.05,      3379.60,      3386.05,3.60
,Nifty HighBeta 50,      4501.05,      4502.00,      4526.80,      4483.35,      4522.10,21.05
,Nifty New Consump,     12225.20,     12219.80,     12262.35,     12198.90,     12212.55,-12.65
,Nifty Corp MAATR,     39550.60,     39563.45,     39591.35,     39255.95,     39409.00,-141.60
,Nifty Low Vol 50,     24911.80,     24888.00,     24899.15,     24778.80,     24800.60,-111.20
,Nifty Mobility,     23826.15,     23809.70,     23889.55,     23778.40,     23794.25,-31.90
,Nifty Qlty LV 30,     16898.65,     16894.40,     16898.35,     16781.75,     16781.75,-116.90
,Nifty Sml250 Q50,     25732.35,     25756.90,     25839.70,     25610.90,     25821.20,88.85
,Nifty Top 15 EW,      9928.20,      9908.25,      9922.80,      9853.55,      9870.60,-57.60
,Nifty100 Alpha 30,     18379.05,     18366.50,     18464.90,     18351.00,     18419.60,40.55
,Nifty100 Enh ESG,      5125.25,      5118.70,      5122.75,      5098.35,      5105.70,-19.55
,Nifty200 Value 30,     15031.50,     15020.80,     15052.15,     14924.40,     15018.60,-12.90
,Nifty500 EW,     15112.05,     15114.20,     15138.95,     15053.60,     15126.80,14.75
,Nifty Multi MQ 50,     41866.40,     41811.35,     42082.05,     41730.60,     42024.65,158.25
,Nifty500 Value 50,     16099.15,     16092.85,     16139.90,     16014.45,     16108.85,9.70
,Nifty Top 20 EW,      8990.00,      8976.85,      8986.00,      8924.10,      8924.10,-65.90
,Nifty CoreHousing,     15859.95,     15868.45,     15945.80,     15789.95,     15919.25,59.30
,Nifty FinSerExBnk,     32519.95,     32393.00,     32645.30,     32218.80,     32492.40,-27.55
,Nifty Housing,     11940.95,     11930.90,     11992.25,     11874.70,     11967.80,26.85
,Nifty IPO,      2352.10,      2354.05,      2357.70,      2346.55,      2354.75,2.65
,Nifty MS Fin Serv,     22628.95,     22551.65,     22634.80,     22361.95,     22539.70,-89.25
