SECTOR_SLUG,SECTOR_NAME,EXCHANGE,SYMBOL,COMPANY_NAME,MARKET_CAP_CR,PE
"agriculture","Agriculture","NSE","BBTC","Bombay Burmah Trdg.","9,919","7.69"
"agriculture","Agriculture","NSE","JKPAPER","JK Paper","7,129","21.99"
"agriculture","Agriculture","NSE","WSTCSTPAPR","West Coast PaperMill","4,050","17.63"
"agriculture","Agriculture","NSE","KSCL","Kaveri Seed","3,949","15.82"
"agriculture","Agriculture","NSE","JUBLCPL","Jubilant Agri & Con.","3,226","24.84"
"agriculture","Agriculture","NSE","VENKEYS","Venky's (India)","2,211","12.75"
"agriculture","Agriculture","BSE","KSSMART","KS Smart Techno.","1,916","--"
"agriculture","Agriculture","NSE","SESHAPAPER","Seshasayee Paper","1,439","14.53"
"agriculture","Agriculture","NSE","ANDHRAPAP","Andhra Paper","1,217","44.05"
"agriculture","Agriculture","NSE","TNPL","TN Newsprints &Paper","982","3.76"
"agriculture","Agriculture","NSE","FRESHARA","Freshara Agro Export","947","26.13"
"agriculture","Agriculture","NSE","BSHSL","Bombay Super Hybrid","937","32.66"
"agriculture","Agriculture","BSE","META","String Metaverse","934","7.7"
"agriculture","Agriculture","BSE","NRAIL","NR Agarwal Inds.","884","14.24"
"agriculture","Agriculture","NSE","PDMJEPAPER","Pudumjee Paper Prod.","853","9.37"
"agriculture","Agriculture","BSE","APIS","Apis India","754","29.79"
"agriculture","Agriculture","BSE","EMAMIPAP","Emami Paper Mills","701","7.49"
"agriculture","Agriculture","NSE","KUANTUM","Kuantum Papers","635","17.59"
"agriculture","Agriculture","BSE","SUBAM","Subam Papers","591","54.8"
"agriculture","Agriculture","BSE","PRABHATAM","Prabhatam Infra Vent","585","--"
"agriculture","Agriculture","BSE","SATIA","Satia Industries","581","--"
"agriculture","Agriculture","NSE","BBTCL","B&B Triplewall Cont.","495","14.89"
"agriculture","Agriculture","NSE","MGEL","Mangalam Global Ent.","489","10.43"
"agriculture","Agriculture","NSE","RAMANEWS","Shree Rama News","463","--"
"agriculture","Agriculture","BSE","MEGAMONT","Megamont","453","--"
"agriculture","Agriculture","NSE","KOTYARK","Kotyark Industries","400","21.31"
"agriculture","Agriculture","BSE","TRANSCHEM","Transchem","396","58.96"
"agriculture","Agriculture","NSE","SHEETAL","Sheetal Universal","395","34.34"
"agriculture","Agriculture","BSE","PAKKA","Pakka","386","10.28"
"agriculture","Agriculture","NSE","HARRMALAYA","Harrisons Malayalam","373","13.78"
"agriculture","Agriculture","NSE","ORIENTPPR","Orient Paper & Inds.","367","--"
"agriculture","Agriculture","BSE","RUCHIRA","Ruchira Papers","306","9.18"
"agriculture","Agriculture","NSE","NATHBIOGEN","Nath Bio-Genes (I)","295","8.07"
"agriculture","Agriculture","NSE","GENUSPAPER","Genus Paper & Boards","287","30.41"
"agriculture","Agriculture","BSE","TIERRA","Tierra Agrotech","275","--"
"agriculture","Agriculture","NSE","SAPPL","Shree AjitPulp&Paper","250","6.03"
"agriculture","Agriculture","NSE","WORTHPERI","Worth Peripherals","244","15.89"
"agriculture","Agriculture","NSE","STARPAPER","Star Paper Mills","226","7.31"
"agriculture","Agriculture","BSE","SCAGRO","SC Agrotech","220","17.07"
"agriculture","Agriculture","BSE","SIPAPER","South India Paper","211","14.34"
"agriculture","Agriculture","NSE","NIKITA","Nikita Greentech","187","16.83"
"agriculture","Agriculture","NSE","SHREYANIND","Shreyans Industries","170","--"
"agriculture","Agriculture","BSE","INDOUS","Indo US Bio-Tech","167","14.59"
"agriculture","Agriculture","BSE","WESTERNBIO","Ecoboard Industries","165","--"
"agriculture","Agriculture","BSE","MSL","Mangalam Seeds","164","19.67"
"agriculture","Agriculture","NSE","RAJPUTANA","Rajputana Biodiesel","158","17.39"
"agriculture","Agriculture","BSE","JKAGRI","JK Agri Genetics","136","--"
