SECTOR_SLUG,SECTOR_NAME,EXCHANGE,SYMBOL,COMPANY_NAME,MARKET_CAP_CR,PE
"agriculture","Agriculture","NSE","BBTC","Bombay Burmah Trdg.","10,014","7.76"
"agriculture","Agriculture","NSE","JKPAPER","JK Paper","7,398","22.82"
"agriculture","Agriculture","NSE","WSTCSTPAPR","West Coast PaperMill","4,837","21.06"
"agriculture","Agriculture","NSE","KSCL","Kaveri Seed","4,174","16.61"
"agriculture","Agriculture","NSE","JUBLCPL","Jubilant Agri & Con.","3,281","25.69"
"agriculture","Agriculture","NSE","VENKEYS","Venky's (India)","2,343","13.42"
"agriculture","Agriculture","BSE","KSSMART","KS Smart Techno.","1,716","--"
"agriculture","Agriculture","NSE","SESHAPAPER","Seshasayee Paper","1,527","15.69"
"agriculture","Agriculture","NSE","ANDHRAPAP","Andhra Paper","1,449","53.18"
"agriculture","Agriculture","BSE","NRAIL","NR Agarwal Inds.","1,156","18.6"
"agriculture","Agriculture","NSE","TNPL","TN Newsprints &Paper","1,025","4.01"
"agriculture","Agriculture","BSE","META","String Metaverse","993","8.18"
"agriculture","Agriculture","NSE","FRESHARA","Freshara Agro Export","963","26.6"
"agriculture","Agriculture","NSE","BSHSL","Bombay Super Hybrid","924","32.2"
"agriculture","Agriculture","NSE","PDMJEPAPER","Pudumjee Paper Prod.","891","9.78"
"agriculture","Agriculture","BSE","APIS","Apis India","698","27.55"
"agriculture","Agriculture","NSE","KUANTUM","Kuantum Papers","694","19.21"
"agriculture","Agriculture","BSE","EMAMIPAP","Emami Paper Mills","679","7.25"
"agriculture","Agriculture","BSE","SATIA","Satia Industries","673","--"
"agriculture","Agriculture","BSE","MEGAMONT","Megamont","654","--"
"agriculture","Agriculture","BSE","SUBAM","Subam Papers","628","57.34"
"agriculture","Agriculture","BSE","PRABHATAM","Prabhatam Infra Vent","614","--"
"agriculture","Agriculture","NSE","MGEL","Mangalam Global Ent.","522","11.15"
"agriculture","Agriculture","BSE","TRANSCHEM","Transchem","502","74.59"
"agriculture","Agriculture","NSE","BBTCL","B&B Triplewall Cont.","472","14.19"
"agriculture","Agriculture","NSE","RAMANEWS","Shree Rama News","463","--"
"agriculture","Agriculture","NSE","SHEETAL","Sheetal Universal","430","37.34"
"agriculture","Agriculture","NSE","ORIENTPPR","Orient Paper & Inds.","361","--"
"agriculture","Agriculture","BSE","PAKKA","Pakka","359","9.56"
"agriculture","Agriculture","NSE","KOTYARK","Kotyark Industries","350","18.62"
"agriculture","Agriculture","NSE","HARRMALAYA","Harrisons Malayalam","319","11.78"
"agriculture","Agriculture","BSE","RUCHIRA","Ruchira Papers","315","9.45"
"agriculture","Agriculture","BSE","TIERRA","Tierra Agrotech","293","--"
"agriculture","Agriculture","NSE","NATHBIOGEN","Nath Bio-Genes (I)","285","7.78"
"agriculture","Agriculture","NSE","GENUSPAPER","Genus Paper & Boards","283","20.0"
"agriculture","Agriculture","BSE","SAPPL","Shree AjitPulp&Paper","253","6.0"
"agriculture","Agriculture","NSE","STARPAPER","Star Paper Mills","241","7.8"
"agriculture","Agriculture","BSE","SCAGRO","SC Agrotech","237","18.44"
"agriculture","Agriculture","NSE","WORTHPERI","Worth Peripherals","232","14.93"
"agriculture","Agriculture","BSE","SIPAPER","South India Paper","218","14.76"
"agriculture","Agriculture","NSE","AARADHYA","Aaradhya Disposal","195","31.7"
"agriculture","Agriculture","NSE","SHREYANIND","Shreyans Industries","178","--"
"agriculture","Agriculture","NSE","NIKITA","Nikita Greentech","170","15.26"
"agriculture","Agriculture","BSE","WESTERNBIO","Ecoboard Industries","163","--"
"agriculture","Agriculture","BSE","INDOUS","Indo US Bio-Tech","161","14.09"
"agriculture","Agriculture","BSE","MSL","Mangalam Seeds","156","18.74"
"agriculture","Agriculture","NSE","RAJPUTANA","Rajputana Biodiesel","142","15.66"
"agriculture","Agriculture","BSE","JKAGRI","JK Agri Genetics","134","--"
"agriculture","Agriculture","NSE","SHEEL","Sheel Biotech","129","10.96"
"agriculture","Agriculture","NSE","MAGNUM","Magnum Ventures","128","--"
"agriculture","Agriculture","BSE","SKPMIL","Shree Krishna Papers","127","5.1"
"agriculture","Agriculture","BSE","RDGAIL","Rukmani Devi Garg","124","13.93"
"agriculture","Agriculture","NSE","OSWALSEEDS","Shree Oswal Seeds","120","9.79"
"agriculture","Agriculture","BSE","KANELOIL","Kanel Industries","117","--"
"agriculture","Agriculture","BSE","SCOOBEEDAY","Scoobee Day Garments","105","--"
"agriculture","Agriculture","BSE","NAPL","Naturite Agro Prod.","105","--"
"agriculture","Agriculture","BSE","FARMPEACE","Farm Peace","103","13.66"
"agriculture","Agriculture","BSE","SPTRSHI","Saptarishi Agro Inds","103","--"
"agriculture","Agriculture","NSE","NARMADA","Narmada Agrobase","101","28.06"
"agriculture","Agriculture","BSE","NATHIND","Nath Industries","97","14.27"
"agriculture","Agriculture","BSE","BAPACK","B&A Packaging India","97","13.11"
"agriculture","Agriculture","NSE","UTKAL","Utkal Speciality Ind","96","13.12"
"agriculture","Agriculture","BSE","GANGAPA","Ganga Papers India","94","52.36"
"agriculture","Agriculture","NSE","USASEEDS","Upsurge Seeds OfAgri","90","12.07"
"agriculture","Agriculture","BSE","CELLA","Cella Space","88","8.33"
"agriculture","Agriculture","BSE","SIMRAN","Simran Farms","86","16.61"
"agriculture","Agriculture","NSE","RCDL","Rajgor Castor Deriv.","82","6.46"
"agriculture","Agriculture","BSE","GPAPL","Gujarat Peanut &Agri","81","11.0"
"agriculture","Agriculture","BSE","HFIL","Himalaya Food Intnl.","69","31.28"
"agriculture","Agriculture","BSE","ALKOSIGN","Alkosign","62","--"
"agriculture","Agriculture","BSE","AGRITECH","Agri-Tech (India)","57","--"
"agriculture","Agriculture","NSE","SUNDARAM","Sundaram Multi Pap","56","13.7"
"agriculture","Agriculture","NSE","MALUPAPER","Malu Paper Mills","56","--"
"agriculture","Agriculture","NSE","BALKRISHNA","Balkrishna Paper","55","--"
"agriculture","Agriculture","BSE","UNISEM","Unisem Agritech","53","10.06"
"agriculture","Agriculture","NSE","LAMOSAIC","Lamosaic India","50","30.25"
"agriculture","Agriculture","BSE","TRESCON","Trescon","49","69.75"
"agriculture","Agriculture","BSE","PERFEPA","Perfectpac","49","19.98"
"agriculture","Agriculture","BSE","DHANWEL","Dhanwel Hybrid Seeds","49","7.93"
"agriculture","Agriculture","BSE","INDRANIB","Indrayani Biotech","47","21.84"
"agriculture","Agriculture","NSE","PRITI","Priti International","45","59.2"
"agriculture","Agriculture","BSE","THREEMPAPE","Three M Paper Boards","45","6.3"
"agriculture","Agriculture","BSE","TIMESGREEN","Times Green Energy","43","193.83"
"agriculture","Agriculture","BSE","SIEL","Superior Indl.Enterp","42","34.35"
"agriculture","Agriculture","NSE","DHANLAXMI","Dhanlaxmi Crop","41","--"
"agriculture","Agriculture","BSE","RAFL","Raghuvansh Agrofarms","41","9.76"
"agriculture","Agriculture","NSE","VISHWAS","Vishwas Agri Seeds","40","18.87"
"agriculture","Agriculture","BSE","MOHITPPR","Mohit Paper Mills","38","5.26"
"agriculture","Agriculture","BSE","STANBIK","Stanbik Agro","34","7.71"
"agriculture","Agriculture","BSE","MAHIP","Mahip Industries","33","11.94"
"agriculture","Agriculture","BSE","KAYPOWR","Kay Power and Paper","33","29.17"
"agriculture","Agriculture","BSE","SHREENATH","Shreenath Paper Prod","33","11.56"
"agriculture","Agriculture","BSE","VAPIENTER","Vapi Enterprise","28","19.3"
"agriculture","Agriculture","BSE","TGIF","TGIF Agribusiness","28","14.12"
"agriculture","Agriculture","BSE","SPINAROO","Spinaroo Commercial","26","49.04"
"agriculture","Agriculture","BSE","PRATIK","Pratik Panels","25","16.18"
"agriculture","Agriculture","BSE","ABRIL","Abril Paper Tech","25","16.41"
"agriculture","Agriculture","BSE","SANPA","Sangal Papers","25","5.92"
"agriculture","Agriculture","NSE","SAIFL","Sameera Agro & Infra","25","1.74"
"agriculture","Agriculture","BSE","VPL","Vrundavan Plantation","24","13.27"
"agriculture","Agriculture","BSE","ATENPAPERS","Aten Papers & Foam","22","3.0"
"agriculture","Agriculture","NSE","NIRMAN","Nirman Agri Genetics","21","1.19"
"agriculture","Agriculture","BSE","SHREEGANES","Shree Ganesh BioTech","19","--"
"agriculture","Agriculture","BSE","SAFFRON","Saffron Industries","18","10.28"
"agriculture","Agriculture","BSE","RAMAPPR-B","Rama Paper Mills","17","--"
"agriculture","Agriculture","BSE","HINDUST","Hind Agrigenetics","17","515.65"
"agriculture","Agriculture","BSE","NATHUEC","Natura Hue Chem","16","--"
"agriculture","Agriculture","BSE","URSUGAR","UR Sugar Industries","16","35.08"
"agriculture","Agriculture","BSE","SHKARTP","Shree Karthik Papers","14","70.63"
"agriculture","Agriculture","NSE","ASTRON","Astron Paper & Board","14","--"
"agriculture","Agriculture","NSE","GAJANAND","Gajanand Internatl.","14","342.68"
"agriculture","Agriculture","NSE","CONTI","Continental Seeds","14","14.15"
"agriculture","Agriculture","BSE","ASIAN","Asian Warehousing","12","43.17"
"agriculture","Agriculture","BSE","GVBL","Genomic Valley Bio.","8","402.18"
"agriculture","Agriculture","BSE","TARAI","Tarai Foods","8","--"
