SECTOR_SLUG,SECTOR_NAME,EXCHANGE,SYMBOL,COMPANY_NAME,MARKET_CAP_CR,PE
"agriculture","Agriculture","NSE","BBTC","Bombay Burmah Trdg.","10,704","8.3"
"agriculture","Agriculture","NSE","JKPAPER","JK Paper","7,116","22.4"
"agriculture","Agriculture","NSE","WSTCSTPAPR","West Coast PaperMill","4,075","18.81"
"agriculture","Agriculture","NSE","KSCL","Kaveri Seed","3,941","15.66"
"agriculture","Agriculture","NSE","JUBLCPL","Jubilant Agri & Con.","3,360","25.88"
"agriculture","Agriculture","NSE","VENKEYS","Venky's (India)","2,367","13.38"
"agriculture","Agriculture","BSE","KSSMART","KS Smart Techno.","1,982","--"
"agriculture","Agriculture","NSE","SESHAPAPER","Seshasayee Paper","1,460","14.74"
"agriculture","Agriculture","NSE","ANDHRAPAP","Andhra Paper","1,198","43.53"
"agriculture","Agriculture","NSE","FRESHARA","Freshara Agro Export","1,051","29.64"
"agriculture","Agriculture","BSE","META","String Metaverse","1,034","8.52"
"agriculture","Agriculture","NSE","TNPL","TN Newsprints &Paper","977","3.96"
"agriculture","Agriculture","NSE","BSHSL","Bombay Super Hybrid","926","32.27"
"agriculture","Agriculture","NSE","PDMJEPAPER","Pudumjee Paper Prod.","893","9.63"
"agriculture","Agriculture","BSE","NRAIL","NR Agarwal Inds.","865","13.64"
"agriculture","Agriculture","BSE","APIS","Apis India","732","28.91"
"agriculture","Agriculture","BSE","EMAMIPAP","Emami Paper Mills","661","7.12"
"agriculture","Agriculture","NSE","KUANTUM","Kuantum Papers","629","17.37"
"agriculture","Agriculture","BSE","PRABHATAM","Prabhatam Infra Vent","585","--"
"agriculture","Agriculture","BSE","SATIA","Satia Industries","573","--"
"agriculture","Agriculture","BSE","SUBAM","Subam Papers","565","53.51"
"agriculture","Agriculture","BSE","MEGAMONT","Megamont","487","--"
"agriculture","Agriculture","NSE","RAMANEWS","Shree Rama News","465","--"
"agriculture","Agriculture","NSE","MGEL","Mangalam Global Ent.","464","9.83"
"agriculture","Agriculture","NSE","BBTCL","B&B Triplewall Cont.","459","13.7"
"agriculture","Agriculture","BSE","TRANSCHEM","Transchem","430","64.01"
"agriculture","Agriculture","NSE","SHEETAL","Sheetal Universal","397","34.52"
"agriculture","Agriculture","NSE","KOTYARK","Kotyark Industries","373","19.24"
"agriculture","Agriculture","BSE","PAKKA","Pakka","370","9.73"
"agriculture","Agriculture","NSE","HARRMALAYA","Harrisons Malayalam","361","13.06"
"agriculture","Agriculture","NSE","ORIENTPPR","Orient Paper & Inds.","354","--"
"agriculture","Agriculture","BSE","TIERRA","Tierra Agrotech","327","--"
"agriculture","Agriculture","BSE","RUCHIRA","Ruchira Papers","306","9.23"
"agriculture","Agriculture","NSE","GENUSPAPER","Genus Paper & Boards","302","32.73"
"agriculture","Agriculture","NSE","NATHBIOGEN","Nath Bio-Genes (I)","300","7.91"
"agriculture","Agriculture","NSE","SAPPL","Shree AjitPulp&Paper","240","6.19"
"agriculture","Agriculture","NSE","WORTHPERI","Worth Peripherals","238","15.84"
"agriculture","Agriculture","NSE","STARPAPER","Star Paper Mills","237","7.58"
"agriculture","Agriculture","BSE","SIPAPER","South India Paper","216","15.0"
"agriculture","Agriculture","BSE","SCAGRO","SC Agrotech","203","15.76"
"agriculture","Agriculture","NSE","NIKITA","Nikita Greentech","190","17.03"
"agriculture","Agriculture","NSE","SHREYANIND","Shreyans Industries","174","--"
"agriculture","Agriculture","NSE","RAJPUTANA","Rajputana Biodiesel","170","18.78"
"agriculture","Agriculture","BSE","WESTERNBIO","Ecoboard Industries","164","--"
"agriculture","Agriculture","BSE","INDOUS","Indo US Bio-Tech","156","13.58"
"agriculture","Agriculture","NSE","MSL","Mangalam Seeds","152","18.22"
"agriculture","Agriculture","BSE","KANELOIL","Kanel Industries","135","--"
"agriculture","Agriculture","BSE","JKAGRI","JK Agri Genetics","133","--"
"agriculture","Agriculture","NSE","AARADHYA","Aaradhya Disposal","132","21.82"
"agriculture","Agriculture","BSE","RDGAIL","Rukmani Devi Garg","132","14.89"
"agriculture","Agriculture","NSE","MAGNUM","Magnum Ventures","130","--"
"agriculture","Agriculture","BSE","SKPMIL","Shree Krishna Papers","128","5.15"
"agriculture","Agriculture","NSE","SHEEL","Sheel Biotech","125","10.67"
"agriculture","Agriculture","BSE","SCOOBEEDAY","Scoobee Day Garments","110","--"
"agriculture","Agriculture","NSE","NARMADA","Narmada Agrobase","105","29.2"
"agriculture","Agriculture","NSE","OSWALSEEDS","Shree Oswal Seeds","104","8.54"
"agriculture","Agriculture","BSE","BAPACK","B&A Packaging India","102","13.11"
"agriculture","Agriculture","BSE","GANGAPA","Ganga Papers India","102","57.29"
"agriculture","Agriculture","BSE","NAPL","Naturite Agro Prod.","101","--"
"agriculture","Agriculture","NSE","USASEEDS","Upsurge Seeds OfAgri","99","13.26"
"agriculture","Agriculture","BSE","NATHIND","Nath Industries","95","14.09"
"agriculture","Agriculture","NSE","UTKAL","Utkal Speciality Ind","92","12.58"
"agriculture","Agriculture","BSE","GPAPL","Gujarat Peanut &Agri","83","11.19"
