SECTOR_SLUG,SECTOR_NAME,EXCHANGE,SYMBOL,COMPANY_NAME,MARKET_CAP_CR,PE
"agriculture","Agriculture","NSE","BBTC","Bombay Burmah Trdg.","9,953","7.71"
"agriculture","Agriculture","NSE","JKPAPER","JK Paper","7,113","21.94"
"agriculture","Agriculture","NSE","WSTCSTPAPR","West Coast PaperMill","4,208","18.32"
"agriculture","Agriculture","NSE","KSCL","Kaveri Seed","3,910","15.66"
"agriculture","Agriculture","NSE","JUBLCPL","Jubilant Agri & Con.","3,372","25.97"
"agriculture","Agriculture","NSE","VENKEYS","Venky's (India)","2,120","12.23"
"agriculture","Agriculture","BSE","KSSMART","KS Smart Techno.","1,825","--"
"agriculture","Agriculture","NSE","SESHAPAPER","Seshasayee Paper","1,440","14.54"
"agriculture","Agriculture","NSE","ANDHRAPAP","Andhra Paper","1,193","43.19"
"agriculture","Agriculture","NSE","TNPL","TN Newsprints &Paper","976","3.74"
"agriculture","Agriculture","NSE","FRESHARA","Freshara Agro Export","956","26.4"
"agriculture","Agriculture","BSE","META","String Metaverse","939","7.74"
"agriculture","Agriculture","NSE","BSHSL","Bombay Super Hybrid","933","32.51"
"agriculture","Agriculture","NSE","PDMJEPAPER","Pudumjee Paper Prod.","861","9.46"
"agriculture","Agriculture","BSE","NRAIL","NR Agarwal Inds.","856","13.78"
"agriculture","Agriculture","BSE","APIS","Apis India","751","29.66"
"agriculture","Agriculture","BSE","EMAMIPAP","Emami Paper Mills","701","7.49"
"agriculture","Agriculture","NSE","KUANTUM","Kuantum Papers","644","17.84"
"agriculture","Agriculture","BSE","SUBAM","Subam Papers","606","56.16"
"agriculture","Agriculture","BSE","PRABHATAM","Prabhatam Infra Vent","585","--"
"agriculture","Agriculture","BSE","SATIA","Satia Industries","582","--"
"agriculture","Agriculture","NSE","BBTCL","B&B Triplewall Cont.","495","14.87"
"agriculture","Agriculture","NSE","MGEL","Mangalam Global Ent.","488","10.33"
"agriculture","Agriculture","BSE","MEGAMONT","Megamont","477","--"
"agriculture","Agriculture","NSE","RAMANEWS","Shree Rama News","471","--"
"agriculture","Agriculture","NSE","KOTYARK","Kotyark Industries","419","22.34"
"agriculture","Agriculture","BSE","PAKKA","Pakka","404","10.77"
"agriculture","Agriculture","BSE","TRANSCHEM","Transchem","399","59.38"
"agriculture","Agriculture","NSE","SHEETAL","Sheetal Universal","378","32.89"
"agriculture","Agriculture","NSE","HARRMALAYA","Harrisons Malayalam","366","13.5"
"agriculture","Agriculture","NSE","ORIENTPPR","Orient Paper & Inds.","362","--"
"agriculture","Agriculture","BSE","RUCHIRA","Ruchira Papers","307","9.21"
"agriculture","Agriculture","NSE","NATHBIOGEN","Nath Bio-Genes (I)","292","7.99"
"agriculture","Agriculture","NSE","GENUSPAPER","Genus Paper & Boards","290","30.77"
"agriculture","Agriculture","BSE","TIERRA","Tierra Agrotech","266","--"
"agriculture","Agriculture","BSE","SAPPL","Shree AjitPulp&Paper","250","6.02"
"agriculture","Agriculture","NSE","WORTHPERI","Worth Peripherals","244","15.9"
"agriculture","Agriculture","NSE","STARPAPER","Star Paper Mills","227","7.34"
"agriculture","Agriculture","BSE","SCAGRO","SC Agrotech","224","17.42"
"agriculture","Agriculture","BSE","SIPAPER","South India Paper","220","14.92"
"agriculture","Agriculture","NSE","NIKITA","Nikita Greentech","187","16.83"
"agriculture","Agriculture","NSE","SHREYANIND","Shreyans Industries","174","--"
"agriculture","Agriculture","BSE","INDOUS","Indo US Bio-Tech","171","14.89"
"agriculture","Agriculture","BSE","WESTERNBIO","Ecoboard Industries","168","--"
"agriculture","Agriculture","BSE","MSL","Mangalam Seeds","163","19.54"
"agriculture","Agriculture","NSE","RAJPUTANA","Rajputana Biodiesel","155","17.07"
"agriculture","Agriculture","BSE","JKAGRI","JK Agri Genetics","140","--"
"agriculture","Agriculture","BSE","SKPMIL","Shree Krishna Papers","134","5.37"
"agriculture","Agriculture","NSE","MAGNUM","Magnum Ventures","132","--"
"agriculture","Agriculture","BSE","RDGAIL","Rukmani Devi Garg","129","14.49"
"agriculture","Agriculture","NSE","SHEEL","Sheel Biotech","122","10.39"
"agriculture","Agriculture","BSE","SCOOBEEDAY","Scoobee Day Garments","117","--"
"agriculture","Agriculture","NSE","OSWALSEEDS","Shree Oswal Seeds","116","9.49"
"agriculture","Agriculture","BSE","GANGAPA","Ganga Papers India","108","60.31"
"agriculture","Agriculture","BSE","KANELOIL","Kanel Industries","108","--"
"agriculture","Agriculture","NSE","NARMADA","Narmada Agrobase","105","29.1"
"agriculture","Agriculture","NSE","UTKAL","Utkal Speciality Ind","103","14.07"
"agriculture","Agriculture","BSE","NAPL","Naturite Agro Prod.","101","--"
"agriculture","Agriculture","NSE","AARADHYA","Aaradhya Disposal","99","16.3"
"agriculture","Agriculture","BSE","BAPACK","B&A Packaging India","98","12.65"
"agriculture","Agriculture","NSE","USASEEDS","Upsurge Seeds OfAgri","96","12.8"
"agriculture","Agriculture","BSE","NATHIND","Nath Industries","95","14.08"
"agriculture","Agriculture","BSE","SPTRSHI","Saptarishi Agro Inds","75","--"
"agriculture","Agriculture","BSE","SIMRAN","Simran Farms","74","14.31"
"agriculture","Agriculture","BSE","HFIL","Himalaya Food Intnl.","71","32.81"
"agriculture","Agriculture","BSE","GPAPL","Gujarat Peanut &Agri","69","9.38"
"agriculture","Agriculture","NSE","RCDL","Rajgor Castor Deriv.","68","5.42"
"agriculture","Agriculture","BSE","ALKOSIGN","Alkosign","65","--"
"agriculture","Agriculture","BSE","INDRANIB","Indrayani Biotech","61","28.19"
"agriculture","Agriculture","BSE","AGRITECH","Agri-Tech (India)","61","--"
"agriculture","Agriculture","BSE","TRESCON","Trescon","60","87.16"
"agriculture","Agriculture","NSE","SUNDARAM","Sundaram Multi Pap","59","15.02"
"agriculture","Agriculture","NSE","LAMOSAIC","Lamosaic India","58","35.03"
"agriculture","Agriculture","NSE","BALKRISHNA","Balkrishna Paper","56","--"
"agriculture","Agriculture","BSE","UNISEM","Unisem Agritech","56","10.48"
"agriculture","Agriculture","BSE","PERFEPA","Perfectpac","53","21.82"
"agriculture","Agriculture","BSE","SIEL","Superior Indl.Enterp","53","43.54"
"agriculture","Agriculture","NSE","MALUPAPER","Malu Paper Mills","53","--"
"agriculture","Agriculture","BSE","CELLA","Cella Space","52","4.93"
"agriculture","Agriculture","BSE","THREEMPAPE","Three M Paper Boards","46","6.43"
"agriculture","Agriculture","NSE","PRITI","Priti International","45","58.67"
"agriculture","Agriculture","BSE","TIMESGREEN","Times Green Energy","45","204.65"
"agriculture","Agriculture","NSE","DHANLAXMI","Dhanlaxmi Crop","41","--"
"agriculture","Agriculture","BSE","RAFL","Raghuvansh Agrofarms","41","9.76"
