SECTOR_SLUG,SECTOR_NAME,EXCHANGE,SYMBOL,COMPANY_NAME,MARKET_CAP_CR,PE
"agriculture","Agriculture","NSE","BBTC","Bombay Burmah Trdg.","9,885","7.57"
"agriculture","Agriculture","NSE","JKPAPER","JK Paper","7,575","23.36"
"agriculture","Agriculture","NSE","WSTCSTPAPR","West Coast PaperMill","4,699","20.61"
"agriculture","Agriculture","NSE","KSCL","Kaveri Seed","3,560","14.51"
"agriculture","Agriculture","NSE","JUBLCPL","Jubilant Agri & Con.","3,189","23.57"
"agriculture","Agriculture","NSE","VENKEYS","Venky's (India)","2,354","13.44"
"agriculture","Agriculture","BSE","KSSMART","KS Smart Techno.","2,030","--"
"agriculture","Agriculture","NSE","SESHAPAPER","Seshasayee Paper","1,547","15.92"
"agriculture","Agriculture","NSE","ANDHRAPAP","Andhra Paper","1,451","51.76"
"agriculture","Agriculture","BSE","NRAIL","NR Agarwal Inds.","1,059","17.07"
"agriculture","Agriculture","NSE","TNPL","TN Newsprints &Paper","1,051","3.83"
"agriculture","Agriculture","NSE","FRESHARA","Freshara Agro Export","1,045","28.8"
"agriculture","Agriculture","BSE","META","String Metaverse","977","7.68"
"agriculture","Agriculture","NSE","PDMJEPAPER","Pudumjee Paper Prod.","929","10.72"
"agriculture","Agriculture","NSE","BSHSL","Bombay Super Hybrid","894","32.92"
"agriculture","Agriculture","BSE","APIS","Apis India","701","27.69"
"agriculture","Agriculture","BSE","SATIA","Satia Industries","680","--"
"agriculture","Agriculture","NSE","KUANTUM","Kuantum Papers","658","18.24"
"agriculture","Agriculture","BSE","EMAMIPAP","Emami Paper Mills","654","7.23"
"agriculture","Agriculture","BSE","MEGAMONT","Megamont","614","--"
"agriculture","Agriculture","BSE","PRABHATAM","Prabhatam Infra Vent","614","--"
"agriculture","Agriculture","BSE","SUBAM","Subam Papers","536","52.25"
"agriculture","Agriculture","NSE","MGEL","Mangalam Global Ent.","515","10.85"
