SECTOR_SLUG,SECTOR_NAME,EXCHANGE,SYMBOL,COMPANY_NAME,MARKET_CAP_CR,PE
"agriculture","Agriculture","NSE","BBTC","Bombay Burmah Trdg.","10,538","8.17"
"agriculture","Agriculture","NSE","JKPAPER","JK Paper","7,808","24.08"
"agriculture","Agriculture","NSE","WSTCSTPAPR","West Coast PaperMill","5,076","22.1"
"agriculture","Agriculture","NSE","KSCL","Kaveri Seed","3,585","14.36"
"agriculture","Agriculture","NSE","JUBLCPL","Jubilant Agri & Con.","3,037","23.39"
"agriculture","Agriculture","NSE","VENKEYS","Venky's (India)","2,318","13.37"
"agriculture","Agriculture","BSE","KSSMART","KS Smart Techno.","2,061","--"
"agriculture","Agriculture","NSE","SESHAPAPER","Seshasayee Paper","1,578","15.94"
"agriculture","Agriculture","NSE","ANDHRAPAP","Andhra Paper","1,482","53.66"
"agriculture","Agriculture","BSE","NRAIL","NR Agarwal Inds.","1,067","17.18"
"agriculture","Agriculture","NSE","FRESHARA","Freshara Agro Export","1,060","29.25"
"agriculture","Agriculture","NSE","TNPL","TN Newsprints &Paper","1,027","3.94"
"agriculture","Agriculture","BSE","META","String Metaverse","978","8.06"
"agriculture","Agriculture","NSE","PDMJEPAPER","Pudumjee Paper Prod.","963","10.58"
"agriculture","Agriculture","NSE","BSHSL","Bombay Super Hybrid","939","32.73"
"agriculture","Agriculture","BSE","APIS","Apis India","711","28.08"
"agriculture","Agriculture","BSE","EMAMIPAP","Emami Paper Mills","707","7.54"
"agriculture","Agriculture","NSE","KUANTUM","Kuantum Papers","689","19.09"
"agriculture","Agriculture","BSE","SATIA","Satia Industries","686","--"
"agriculture","Agriculture","BSE","MEGAMONT","Megamont","629","--"
"agriculture","Agriculture","BSE","PRABHATAM","Prabhatam Infra Vent","614","--"
"agriculture","Agriculture","BSE","SUBAM","Subam Papers","561","51.99"
"agriculture","Agriculture","NSE","MGEL","Mangalam Global Ent.","513","10.87"
"agriculture","Agriculture","BSE","TRANSCHEM","Transchem","482","71.7"
"agriculture","Agriculture","NSE","BBTCL","B&B Triplewall Cont.","474","14.24"
"agriculture","Agriculture","NSE","RAMANEWS","Shree Rama News","457","--"
"agriculture","Agriculture","NSE","SHEETAL","Sheetal Universal","421","36.55"
"agriculture","Agriculture","BSE","PAKKA","Pakka","375","9.99"
"agriculture","Agriculture","NSE","ORIENTPPR","Orient Paper & Inds.","367","--"
"agriculture","Agriculture","NSE","KOTYARK","Kotyark Industries","348","18.52"
"agriculture","Agriculture","NSE","HARRMALAYA","Harrisons Malayalam","333","12.28"
"agriculture","Agriculture","BSE","RUCHIRA","Ruchira Papers","322","9.68"
"agriculture","Agriculture","BSE","TIERRA","Tierra Agrotech","309","--"
"agriculture","Agriculture","NSE","GENUSPAPER","Genus Paper & Boards","290","30.71"
"agriculture","Agriculture","NSE","NATHBIOGEN","Nath Bio-Genes (I)","281","7.68"
"agriculture","Agriculture","BSE","SAPPL","Shree AjitPulp&Paper","255","6.14"
"agriculture","Agriculture","NSE","STARPAPER","Star Paper Mills","242","7.82"
"agriculture","Agriculture","NSE","WORTHPERI","Worth Peripherals","236","15.34"
"agriculture","Agriculture","BSE","SIPAPER","South India Paper","221","14.98"
"agriculture","Agriculture","BSE","SCAGRO","SC Agrotech","201","15.65"
"agriculture","Agriculture","NSE","AARADHYA","Aaradhya Disposal","199","32.86"
"agriculture","Agriculture","NSE","SHREYANIND","Shreyans Industries","181","--"
"agriculture","Agriculture","BSE","FARMPEACE","Farm Peace","179","23.72"
"agriculture","Agriculture","BSE","WESTERNBIO","Ecoboard Industries","171","--"
"agriculture","Agriculture","NSE","NIKITA","Nikita Greentech","164","14.75"
"agriculture","Agriculture","BSE","MSL","Mangalam Seeds","159","19.15"
"agriculture","Agriculture","BSE","INDOUS","Indo US Bio-Tech","155","13.49"
"agriculture","Agriculture","BSE","RDGAIL","Rukmani Devi Garg","146","16.49"
"agriculture","Agriculture","BSE","JKAGRI","JK Agri Genetics","141","--"
"agriculture","Agriculture","NSE","RAJPUTANA","Rajputana Biodiesel","140","15.47"
"agriculture","Agriculture","BSE","SKPMIL","Shree Krishna Papers","134","5.38"
"agriculture","Agriculture","NSE","MAGNUM","Magnum Ventures","133","--"
"agriculture","Agriculture","NSE","OSWALSEEDS","Shree Oswal Seeds","125","10.27"
"agriculture","Agriculture","NSE","SHEEL","Sheel Biotech","122","10.39"
"agriculture","Agriculture","BSE","KANELOIL","Kanel Industries","120","--"
"agriculture","Agriculture","BSE","SCOOBEEDAY","Scoobee Day Garments","112","--"
"agriculture","Agriculture","BSE","SPTRSHI","Saptarishi Agro Inds","105","--"
"agriculture","Agriculture","NSE","NARMADA","Narmada Agrobase","104","29.04"
"agriculture","Agriculture","BSE","BAPACK","B&A Packaging India","100","12.85"
"agriculture","Agriculture","BSE","NATHIND","Nath Industries","96","14.25"
"agriculture","Agriculture","NSE","UTKAL","Utkal Speciality Ind","94","12.87"
"agriculture","Agriculture","BSE","NAPL","Naturite Agro Prod.","94","--"
"agriculture","Agriculture","BSE","GANGAPA","Ganga Papers India","93","51.85"
"agriculture","Agriculture","NSE","USASEEDS","Upsurge Seeds OfAgri","91","12.13"
"agriculture","Agriculture","BSE","SIMRAN","Simran Farms","84","16.33"
"agriculture","Agriculture","BSE","CELLA","Cella Space","81","7.59"
"agriculture","Agriculture","BSE","GPAPL","Gujarat Peanut &Agri","80","10.8"
"agriculture","Agriculture","BSE","HFIL","Himalaya Food Intnl.","69","32.22"
"agriculture","Agriculture","NSE","RCDL","Rajgor Castor Deriv.","64","5.1"
