Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
05-MAY-2026,20MICRONS,180.27,179.20,0.0060,0.0293,0.0293,0.5598
05-MAY-2026,21STCENMGM,35.96,36.69,-0.0201,0.0201,0.0201,0.3840
05-MAY-2026,360ONE,1070.70,1066.50,0.0039,0.0219,0.0219,0.4184
05-MAY-2026,3BBLACKBIO,1282.10,1255.60,0.0209,0.0335,0.0335,0.6400
05-MAY-2026,3IINFOLTD,17.08,17.33,-0.0145,0.0252,0.0252,0.4814
05-MAY-2026,3MINDIA,32425.00,33080.00,-0.0200,0.0189,0.0189,0.3611
05-MAY-2026,3PLAND,34.48,34.22,0.0076,0.0277,0.0277,0.5292
05-MAY-2026,500012,41.44,39.64,0.0444,0.0271,0.0273,0.5216
05-MAY-2026,500014,4.03,4.11,-0.0197,0.0299,0.0298,0.5693
05-MAY-2026,500016,8.50,7.96,0.0656,0.0327,0.0329,0.6286
05-MAY-2026,500028,32.70,32.76,-0.0018,0.0311,0.0310,0.5923
05-MAY-2026,500051,4.27,4.19,0.0189,0.0229,0.0228,0.4356
05-MAY-2026,500058,14.47,14.53,-0.0041,0.0317,0.0316,0.6037
05-MAY-2026,500069,271.90,266.65,0.0195,0.0247,0.0247,0.4719
05-MAY-2026,500142,10.13,10.04,0.0089,0.0414,0.0413,0.7890
05-MAY-2026,500143,706.80,709.90,-0.0044,0.0351,0.0351,0.6706
05-MAY-2026,500166,185.40,184.55,0.0046,0.0223,0.0223,0.4260
05-MAY-2026,500170,25.00,24.64,0.0145,0.0316,0.0315,0.6018
05-MAY-2026,500192,1.90,1.88,0.0106,0.0336,0.0336,0.6419
05-MAY-2026,500202,8.00,8.00,0.0000,0.0340,0.0339,0.6477
05-MAY-2026,500206,69.00,72.49,-0.0493,0.0346,0.0347,0.6629
05-MAY-2026,500213,330.70,322.55,0.0250,0.0248,0.0248,0.4738
05-MAY-2026,500220,157.85,160.00,-0.0135,0.0303,0.0303,0.5789
05-MAY-2026,500239,15.85,15.60,0.0159,0.0324,0.0324,0.6190
05-MAY-2026,500240,246.10,245.10,0.0041,0.0321,0.0320,0.6114
05-MAY-2026,500246,50.02,47.64,0.0488,0.0422,0.0423,0.8081
05-MAY-2026,500270,128.00,125.70,0.0181,0.0229,0.0229,0.4375
05-MAY-2026,500277,6.53,6.53,0.0000,0.0415,0.0414,0.7909
05-MAY-2026,500285,12.10,12.71,-0.0492,0.0370,0.0370,0.7069
05-MAY-2026,500298,693.90,658.85,0.0518,0.0291,0.0292,0.5579
05-MAY-2026,500319,81.13,82.96,-0.0223,0.0276,0.0275,0.5254
05-MAY-2026,500322,112.00,113.00,-0.0089,0.0354,0.0353,0.6744
05-MAY-2026,500346,53.78,52.34,0.0271,0.0342,0.0342,0.6534
05-MAY-2026,500357,13.00,12.51,0.0384,0.0337,0.0338,0.6457
05-MAY-2026,500360,197.95,200.05,-0.0106,0.0358,0.0357,0.6820
05-MAY-2026,500370,31.91,31.88,0.0009,0.0358,0.0357,0.6820
05-MAY-2026,500371,31.97,31.35,0.0196,0.0322,0.0322,0.6152
05-MAY-2026,500388,120.00,120.55,-0.0046,0.0336,0.0335,0.6400
05-MAY-2026,500389,7.74,7.91,-0.0217,0.0330,0.0330,0.6305
05-MAY-2026,500421,17.99,17.56,0.0242,0.0330,0.0330,0.6305
05-MAY-2026,500422,174.00,168.00,0.0351,0.0354,0.0354,0.6763
05-MAY-2026,500426,1.75,1.81,-0.0337,0.0366,0.0366,0.6992
05-MAY-2026,500449,33.34,33.20,0.0042,0.0338,0.0337,0.6438
05-MAY-2026,500450,465.50,465.50,0.0000,0.0333,0.0332,0.6343
05-MAY-2026,500458,28.85,28.70,0.0052,0.0377,0.0376,0.7183
05-MAY-2026,500500,18.52,17.64,0.0487,0.0345,0.0345,0.6591
05-MAY-2026,501110,7.15,7.15,0.0000,0.0005,0.0005,0.0096
05-MAY-2026,501111,12.14,12.14,0.0000,0.0031,0.0031,0.0592
05-MAY-2026,501148,305.45,305.45,0.0000,0.0151,0.0151,0.2885
05-MAY-2026,501151,6924.45,6594.75,0.0488,0.0216,0.0218,0.4165
05-MAY-2026,501270,1.47,1.47,0.0000,0.0065,0.0064,0.1223
05-MAY-2026,501311,21.28,21.28,0.0000,0.0315,0.0314,0.5999
05-MAY-2026,501314,0.65,0.65,0.0000,0.0387,0.0386,0.7375
05-MAY-2026,501351,98.53,98.53,0.0000,0.0312,0.0311,0.5942
05-MAY-2026,501370,133.00,131.00,0.0152,0.0352,0.0351,0.6706
05-MAY-2026,501386,19.21,19.21,0.0000,0.0136,0.0136,0.2598
05-MAY-2026,501391,557.80,572.85,-0.0266,0.0312,0.0312,0.5961
05-MAY-2026,501430,1790.00,1782.00,0.0045,0.0261,0.0260,0.4967
05-MAY-2026,501477,232.35,233.00,-0.0028,0.0312,0.0312,0.5961
